cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels,node_type,subject_type,broader_than,broader_than_label,narrower_than,narrower_than_label
39.0606,Talmudic Studies.,39,06,06,6-digit,Q26830783,Talmudic studies,academic discipline,Q4671286,academic major,Q42002,Jewish studies,,,,,,,,,,,,,,,,,,,,,,,Q43290,Talmud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q42002,Jewish studies,Q2910405,talmudical hermeneutics
39.0701,Pastoral Studies/Counseling.,39,07,01,6-digit,Q104469512,pastoral studies,,Q11862829,academic discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
40.0404,Meteorology.,40,04,04,6-digit,Q25261,meteorology,"branch of science dealing with the study of atmospheric phenomena and the short term variation of weather conditions including wind, precipitation, temperature, humidity, cloud cover, and air pressure",Q2465832,branch of science,Q8008,Earth science,,,,,,,,,Q130304502,branch of meteorology,,,,,Q52139,climatology,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q2615451,atmospheric circulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q757520,atmospheric sciences,Q338346,microscale meteorology
40.1001,Materials Science.,40,10,01,6-digit,Q228736,materials science,"research, discovery and design of physical materials (especially solids)",Q2465832,branch of science,Q1665984,interdisciplinary science,,,,,,,,,,,,,,,Q1710723,materials engineering,,,,,,,Q112225193,material property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q1665984,interdisciplinary science,Q11467,metallurgy
43.0110,Juvenile Corrections.,43,01,10,6-digit,Q46198820,Juvenile Corrections in the Era of Reform: A Meta-Synthesis of Qualitative Studies,scientific article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
44.0501,Public Policy Analysis.,44,05,01,6-digit,Q85710967,public policy studies,academic discipline studying government programs and actions,Q11862829,academic discipline,Q34749,social science,,,,,,,,,,,,,,,,,,,,,,,Q546113,public policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q34749,social science,,
45.0101,"Social Sciences, General.",45,01,01,6-digit,Q34749,social science,academic disciplines concerned with society and the relationships between individuals in society,Q15831325,class used in Universal Decimal Classification,Q33122512,social sciences and humanities,,,,,,,,,Q1071,geography,,,,,,,Q602358,Brockhaus and Efron Encyclopedic Dictionary,Q1186078,democratic competence,,,Q8425,society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q97929320,"humanities, arts and social sciences",Q8162,linguistics
45.0605,International Economics.,45,06,05,6-digit,Q47417,international economics,academic discipline,Q4671286,academic major,Q8134,economics,Q8134,economics,,,,,,,,,,,,,,,,,,,,,Q178803,international trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q8134,economics,,
45.0902,National Security Policy Studies.,45,09,02,6-digit,Q104761613,national security policy studies,study of national security policy,Q11862829,academic discipline,,,,,,,,,Q11450364,national security policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
45.1201,Urban Studies/Affairs.,45,12,01,6-digit,Q23578769,urban studies,field within the social sciences,Q2267705,field of study,Q12831143,human geography,,,,,,,,,,,,,,,,,,,,,,,Q515,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q12831143,human geography,Q112947524,urban analysis and development
49.0309,Marine Science/Merchant Marine Officer.,49,03,09,6-digit,Q4782809,aquatic science,multidisciplinary study of freshwater and marine ecosystems,Q11862829,academic discipline,Q336,science,,,,,,,,,Q43518,oceanography,,,,,,,,,,,,,Q102192,fresh water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q864928,life sciences,Q5728861,aquatic biology
50.0912,Music Pedagogy.,50,09,12,6-digit,Q27908,music education,field of study associated with the teaching and learning of music,Q2267705,field of study,Q7922,pedagogy,,,,,,,,,,,,,,,,,Q16082057,The New Student's Reference Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q7922,pedagogy,Q3901985,piano pedagogy
51.2010,Pharmaceutical Sciences.,51,20,10,6-digit,Q7180763,pharmaceutical sciences,"area of study concerned with drugs at every stage, from design to disposition",Q4671286,academic major,Q7991,natural science,,,,,,,,,,,,,,,Q3494359,pharmaceutical specialty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q7991,natural science,Q7218,toxicology
51.2314,Rehabilitation Science.,51,23,14,6-digit,Q99485422,rehabilitation science,interdisciplinary field that focuses on human function and disability,Q11862829,academic discipline,Q336,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q336,science,,
52.0201,"Business Administration and Management, General.",52,02,01,6-digit,Q8188423,business administration and management,academic discipline,Q11862829,academic discipline,Q18564125,business management,Q189533,academic degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,Q18564125,business management,Q5159047,Concrete Industry Management
52.1004,Labor Studies.,52,10,04,6-digit,Q629350,labor studies,interdisciplinary science that considers the work of people from different aspects,Q1665984,interdisciplinary science,,,Q9418,psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,,
52.1304,Actuarial Science.,52,13,04,6-digit,Q1128453,actuarial science,discipline that applies mathematical and statistical methods to assess risk in the insurance and finance industries,Q1936384,branch of mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,concept_subject,discipline,,,Q64686951,actuarial mathematics
,,,,,,Q2920921,management,,Q11862829,academic discipline,Q338754,control,,,,,Q2414942,management science,,,,,,,,,Q113884213,sociology of management,Q867541,Encyclopædia Britannica 11th edition,Q2043282,business administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q396152,agrometeorology,,Q130304502,branch of meteorology,Q1898366,bioclimatology,,,,,,,,,,,,,,,Q97197708,,Q124737616,"Armenian Soviet Encyclopedia, vol. 3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q253140,viticulture,,Q5687161,branch of agriculture,Q110735073,oenology and viticulture,,,,,,,,,,,,,,,Q11774920,viticulture,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q80962,animal husbandry,,Q104214643,agricultural practice,Q168091,animal science,Q11451,agriculture,,,,,,,,,,,,,Q1529731,animal production,Q19180675,Small Brockhaus and Efron Encyclopedic Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1071,geography,,Q4671286,academic major,Q336,science,,,,,Q3589295,,,,Q135995350,evolutionary geography,,,,,Q1194350,Geography,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q2221906,geographic location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1049876,environmental security,,Q2267705,field of study,Q1280151,security studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q928786,area studies,,Q11862829,academic discipline,Q23010558,"area, ethnic, cultural, gender, and group studies",,,,,,,,,,,,,,,Q1781695,regional science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q8427,Turkology,,Q1047113,field of study,Q476294,oriental studies,Q476294,oriental studies,,,,,,,,,,,,,,,,,,,,,Q34090,Turkic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q4806809,Asian studies,,Q627436,field of work,Q476294,oriental studies,,,,,,,,,,,,,,,,,,,,,,,Q48,Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q199625,Zhuang studies,,,,Q162817,East Asian studies,,,,,,,,,,,,,,,,,,,,,,,Q13216,Zhuang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1595873,domestic studies,,Q11862829,academic discipline,Q42240,research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q41259,caucasology,,,,Q928786,area studies,,,,,,,,,,,,,,,,,Q124737632,"Armenian Soviet Encyclopedia, vol. 5",,,,,Q18869,Caucasus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q85710429,Caribbean studies,,Q11862829,academic discipline,Q928786,area studies,,,,,,,,,,,,,,,,,,,,,,,Q664609,Caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1367176,Iranian studies,,Q1047113,field of study,Q12211529,Middle Eastern studies,Q12211529,Middle Eastern studies,,,,,,,,,,,,,,,,,,,,,Q33527,Iranian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q5684622,Hawaiian studies,,Q11862829,academic discipline,Q7122791,Pacific studies,,,,,,,,,,,,,,,,,,,,,,,Q1283606,Native Hawaiians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q2620112,Germanic philology,,Q11862829,academic discipline,Q1377029,European studies,,,,,,,,,,,,,,,,,,,,,,,Q21200,Germanic languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1663942,Sámi studies,,,,Q897219,Finno-Ugric studies,,,,,,,,,,,,,,,,,,,,,,,Q48199,Sámi people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q174028,Thai studies,,Q11862829,academic discipline,Q7569309,Southeast Asian studies,,,,,,,,,,,,,,,,,,,,,,,Q869,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q15075764,European ethnology (Volkskunde),,Q627436,field of work,Q34749,social science,,,,,,,,,,,,,,,Q28598,cultural anthropology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1280626,albanology,,,,Q464974,Balkan studies,,,,,,,,,,,,,,,Q12957521,illyrology,,,,,,,Q222,Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q11790583,modern philology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q375470,Russian studies,,Q627436,field of work,Q156864,Slavic studies,,,,,,,,,,,,,,,,,,,,,,,Q159,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q15812036,medieval German studies,,Q4671286,academic major,Q119190,medieval studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q13609923,North Korean studies,,,,Q714838,Korean studies,,,,,Q423,North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q16872093,West Slavic Studies,,Q11862829,academic discipline,Q156864,Slavic studies,Q156864,Slavic studies,,,,,,,,,,,,,,,,,,,,,Q145852,West Slavic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q692327,Polish literature,,Q109551565,sub-set of literature,Q8242,literature,,,,,Q1463332,Polish studies,,,,,,,,,,,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q36,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q2037434,Romani studies,,Q11862829,academic discipline,Q41870,ethnic studies,,,,,,,,,,,,,,,,,,,,,,,Q13201,Romani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1662673,gender studies,,Q1665984,interdisciplinary science,Q21201,sociology,Q1143546,cultural studies,,,,,,,Q17014367,transgender studies,,,,,Q30268651,Gender Studies,,,,,,,Q48277,gender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q110402826,female status,,Q11862829,academic discipline,Q99547709,Mātauranga Māori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q110351391,Māori and disability,,Q11862829,academic discipline,Q627208,disability studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q816264,formal science,,Q2465832,branch of science,Q475023,exact science,,,,,,,,,Q336,science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q11660,artificial intelligence,,Q112057532,type of technology,Q21198,computer science,,,,,,,,,Q2539,machine learning,Q115305900,large language model,Q108704339,automated decision-making,Q117349473,artificial intelligence model,Q4801030,Artificial Intelligence,Q21198,computer science,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2453355,Dartmouth workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1047113,field of study,,Q110402867,knowledge classification,Q26256810,topic,,,,,,,,,,,,,,,Q2267705,field of study,,,Q2088941,domain knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q11023,engineering,,Q627436,field of work,Q28797,applied science,Q1881523,"science, technology, engineering, and mathematics",,,Q108375738,engineering,,,,,Q413,physics,,,,,Q867541,Encyclopædia Britannica 11th edition,,,,,Q11016,technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q864734,bioprocess engineering,,,,Q83588,chemical engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q9347372,studies,,,,Q1914636,activity,Q8434,education,,,,,,,,,,,,,,,Q135913667,"Meyer’s Universum, Vierzehnter Band",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q3531548,polymer engineering,,Q12015335,branch of engineering,Q1710723,materials engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q40634,philology,,Q185698,methodology,Q8162,linguistics,,,,,,,,,,,,,,,,,Q16082057,The New Student's Reference Work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q5163001,conservation science,,Q28797,applied science,Q228736,materials science,,,,,,,,,,,,,,,Q641498,conservation biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q4676302,Canadian studies,,Q4671286,academic major,Q1277348,Romance studies,,,,,,,,,Q276861,politics of Canada,,,,,,,,,,,,,Q16,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q113129180,ophthalmology and optometry,,Q11862829,academic discipline,Q864601,biomedicine,,,,,,,,,Q161437,ophthalmology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q115632614,color science,,Q2465832,branch of science,Q14620,optics,Q14632398,physical science,,,Q1520130,color theory,,,,,,,,,Q5282081,colorism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q420,biology,,Q2465832,branch of science,Q7991,natural science,,,,,,,,,Q431,zoology,,,,,,,Q4091878,Yuzhakov Big Encyclopedia,,,,,Q3,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q840400,evolutionary biology,,Q1047113,field of study,Q5333289,ecology and evolutionary biology,,,,,,,,,,,,,,,Q213713,developmental biology,,,,,,,Q1063,evolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q8008,Earth science,,Q11862829,academic discipline,Q7991,natural science,,,,,Q106387954,earth science studies,Q2670101,Earth analog,,,,,,,,,Q124737616,"Armenian Soviet Encyclopedia, vol. 3",,,,,Q2,Earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q24885798,hygrology,,Q2465832,branch of science,Q757520,atmospheric sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q101626226,national security and strategic studies,,Q11862829,academic discipline,Q107155520,national security studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q102315485,national resource strategy,,Q11862829,academic discipline,Q2353818,strategic studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q107063980,Medieval and Renaissance Studies Program (Brandeis University),,Q180958,faculty,Q110319867,Medieval and Renaissance Studies,Q104905929,Brandeis University. School of Arts and Sciences,Q119190,medieval studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,United States,Q49190,Waltham,Point(-71.258611111 42.3665),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q33122512,social sciences and humanities,,Q2465832,branch of science,Q336,science,,,,,,,,,Q1071,geography,,,,,Q27716287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q69957167,biobehavioral sciences,,,,Q3919817,behavioral sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q336,science,,Q8027727,Wissenschaft,Q9471,epistemology,Q1881523,"science, technology, engineering, and mathematics",,,Q9471,epistemology,,,Q7991,natural science,Q999234,scientific term,,,Q8027727,Wissenschaft,Q106727050,Metropolitan Museum of Art Tagging Vocabulary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q333,astronomy,,Q2465832,branch of science,Q7991,natural science,,,,,Q1332231,science studies,,,,,,,,,Q3627653,Astronomy,Q602358,Brockhaus and Efron Encyclopedic Dictionary,,,,,Q5223514,dark fluid,,,,,,,,,,,,,Q527,sky,,,-8000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q3110778,thracology,,Q4671286,academic major,Q439072,classical studies,,,,,,,,,,,,,,,,,,,,,,,Q41741,Thrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q207011,neuroscience,,Q4671286,academic major,Q864928,life sciences,Q9418,psychology,,,,,,,Q1138951,cognitive neuroscience,,,,,,,,,,,,,Q1073,brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Q1138951,cognitive neuroscience,,,,Q147638,cognitive science,Q207011,neuroscience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
