qid,qid_label,cip_id,cip_label
,,19.0403,Consumer Services and Advocacy.
Q27726931,Foods,19.0501,"Foods, Nutrition, and Wellness Studies, General."
Q2602563,human nutrition,19.0504,Human Nutrition.
,,19.0505,Foodservice Systems Administration/Management.
,,19.0601,"Housing and Human Environments, General."
,,19.0604,Facilities Planning and Management.
,,19.0605,Home Furnishings and Equipment Installers.
Q2290557,sociology of the family,19.0701,"Human Development and Family Studies, General."
Q99658622,Adult Development and Aging,19.0702,Adult Development and Aging.
Q870449,family therapy,19.0704,Family Systems.
Q5097720,Child Development,19.0706,Child Development.
Q56756083,Family and Community Services Legislation Amendment Act 2003,19.0707,Family and Community Services.
,,19.0708,Child Care and Support Services Management.
Q14785972,child carer,19.0709,Child Care Provider/Assistant.
,,19.0710,Developmental Services Worker.
,,19.0901,"Apparel and Textiles, General."
,,19.0902,Apparel and Textile Manufacture.
Q12227706,textile science,19.0904,Textile Science.
,,19.0905,Apparel and Textile Marketing Management.
,,19.0906,Fashion and Fabric Consultant.
Q15759899,Legal Studies,22.0000,"Legal Studies, General."
,,22.0001,Pre-Law Studies.
,,22.0101,"Law (LL.B., J.D.)"
Q58443424,Advanced Legal Research Courses:,22.0201,"Advanced Legal Research/Studies, General (LL.M., M.C.L., M.L.I., M.S.L., J.S.D./S.J.D.)"
,,22.0202,"Programs for Foreign Lawyers (LL.M., M.C.L.)"
Q7976,American English,22.0203,"American/U.S. Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)"
Q108780003,Canadian Lawyer,22.0204,"Canadian Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)"
Q806718,economics of banking,22.0205,"Banking, Corporate, Finance, and Securities Law (LL.M., J.S.D./S.J.D.)"
,,22.0206,"Comparative Law (LL.M., M.C.L., J.S.D./S.J.D.)"
Q11379,energy,22.0207,"Energy, Environment, and Natural Resources Law (LL.M., M.S., J.S.D./S.J.D.)"
,,22.0208,"Health Law (LL.M., M.J., J.S.D./S.J.D.)"
,,22.0209,"International Law and Legal Studies (LL.M., J.S.D./S.J.D.)"
Q37156,IBM,22.0210,"International Business, Trade, and Tax Law (LL.M., J.S.D./S.J.D.)"
Q856251,tax law,22.0211,"Tax Law/Taxation (LL.M, J.S.D./S.J.D.)"
Q18657604,intellectual property law,22.0212,Intellectual Property Law.
,,22.0301,Legal Administrative Assistant/Secretary.
Q620413,paralegal,22.0302,Legal Assistant/Paralegal.
Q123132304,Court Reporting and Stenotype Services,22.0303,Court Reporting/Court Reporter.
Q27968,English studies,23.0101,"English Language and Literature, General."
Q37260,writing,23.1301,"Writing, General."
Q586060,creative writing,23.1302,Creative Writing.
,,23.1303,Technical and Business Writing.
,,23.1304,Rhetoric and Composition.
Q6647667,high literature,23.1401,General Literature.
,,23.1402,American Literature (United States).
,,23.1403,American Literature (Canadian).
,,23.1404,English Literature (British and Commonwealth).
,,23.1405,Children's and Adolescent Literature.
Q124366260,liberal arts and sciences,24.0101,Liberal Arts and Sciences/Liberal Studies.
Q4932206,jurisprudence,24.0102,General Studies.
Q80083,humanities,24.0103,Humanities/Humanistic Studies.
Q199655,library science,25.0101,Library Science/Librarianship.
,,25.0102,Children and Youth Library Services.
Q166118,archives,25.0103,Archives/Archival Administration.
Q6542711,library technician,25.0301,Library Assistant/Technician.
Q420,biology,26.0101,"Biology/Biological Sciences, General."
Q864601,biomedicine,26.0102,"Biomedical Sciences, General."
Q7094,biochemistry,26.0202,Biochemistry.
Q7100,biophysics,26.0203,Biophysics.
Q7202,molecular biology,26.0204,Molecular Biology.
Q115160648,molecular biochemistry,26.0205,Molecular Biochemistry.
Q4300350,molecular biophysics,26.0206,Molecular Biophysics.
Q908902,structural biology,26.0207,Structural Biology.
Q908917,photobiology,26.0208,Photobiology.
Q690200,radiobiology,26.0209,Radiation Biology/Radiobiology.
Q7094,biochemistry,26.0210,Biochemistry/Biophysics and Molecular Biology.
Q441,botany,26.0301,Botany/Plant Biology.
Q188956,plant pathology,26.0305,Plant Pathology/Phytopathology.
Q3906288,Plant Physiology,26.0307,Plant Physiology.
Q15761850,Plant Molecular Biology,26.0308,Plant Molecular Biology.
Q7868,cell,26.0401,Cell/Cellular Biology and Histology.
Q514,anatomy,26.0403,Anatomy.
,,26.0404,Developmental Biology and Embryology.
Q7868,cell,26.0406,Cell/Cellular and Molecular Biology.
,,26.0407,Cell Biology and Anatomy.
Q7193,microbiology,26.0502,"Microbiology, General."
,,26.0503,Medical Microbiology and Bacteriology.
Q7215,virology,26.0504,Virology.
Q180502,parasitology,26.0505,Parasitology.
Q7175,mycology,26.0506,Mycology.
Q101929,immunology,26.0507,Immunology.
Q15767399,Microbiology and Immunology,26.0508,Microbiology and Immunology.
Q431,zoology,26.0701,Zoology/Animal Biology.
Q39286,entomology,26.0702,Entomology.
Q2432331,zoophysiology,26.0707,Animal Physiology.
,,26.0708,Animal Behavior and Ethology.
Q15759265,Wildlife Biology,26.0709,Wildlife Biology.
Q7162,genetics,26.0801,"Genetics, General."
Q210506,molecular genetics,26.0802,Molecular Genetics.
,,26.0803,Microbial and Eukaryotic Genetics.
Q2028353,Animal Genetics,26.0804,Animal Genetics.
Q7201518,plant genetics,26.0805,Plant Genetics.
Q5,human,26.0806,Human/Medical Genetics.
Q222046,genomics,26.0807,Genome Sciences/Genomics.
Q521,physiology,26.0901,"Physiology, General."
Q75135416,molecular physiology,26.0902,Molecular Physiology.
Q3087369,cell physiology,26.0903,Cell Physiology.
Q3054009,Endocrinology,26.0904,Endocrinology.
Q3640158,reproductive biology,26.0905,Reproductive Biology.
Q42438941,Cardiovascular science: opportunities for translating research into improved care,26.0907,Cardiovascular Science.
Q472094,exercise physiology,26.0908,Exercise Physiology.
Q7936208,vision science,26.0909,Vision Science/Physiological Optics.
Q7208,pathology,26.0910,Pathology/Experimental Pathology.
,,26.0911,Oncology and Cancer Biology.
,,26.0912,Aerospace Physiology and Medicine.
Q128406,pharmacology,26.1001,Pharmacology.
Q1943386,Molecular Pharmacology,26.1002,Molecular Pharmacology.
Q15332439,Neuropharmacology,26.1003,Neuropharmacology.
Q7218,toxicology,26.1004,Toxicology.
Q26839895,Molecular toxicology,26.1005,Molecular Toxicology.
Q15724487,Environmental Toxicology,26.1006,Environmental Toxicology.
Q27708789,Acta pharmacologica et toxicologica,26.1007,Pharmacology and Toxicology.
Q214746,biostatistics,26.1101,Biometry/Biometrics.
Q214746,biostatistics,26.1102,Biostatistics.
Q128570,bioinformatics,26.1103,Bioinformatics.
Q177005,computational biology,26.1104,Computational Biology.
Q7108,biotechnology,26.1201,Biotechnology.
Q7150,ecology,26.1301,Ecology.
,,26.1302,Marine Biology and Biological Oceanography.
Q840400,evolutionary biology,26.1303,Evolutionary Biology.
Q15756911,Aquatic Biology,26.1304,Aquatic Biology/Limnology.
Q55610479,ecological unit,26.1305,Environmental Biology.
Q1098652,population biology,26.1306,Population Biology.
Q1127305,Conservation Biology,26.1307,Conservation Biology.
Q7663761,Systematic Biology,26.1308,Systematic Biology/Biological Systematics.
Q133805,epidemiology,26.1309,Epidemiology.
Q5333289,ecology and evolutionary biology,26.1310,Ecology and Evolutionary Biology.
Q3523816,molecular medicine,26.1401,Molecular Medicine.
Q15708571,Neuroscience,26.1501,Neuroscience.
Q948647,neuroanatomy,26.1502,Neuroanatomy.
Q61793674,Neurobiology and Neurophysiology of Behavioral/Psychiatric Disorders,26.1503,Neurobiology and Neurophysiology.
Q58439597,Neurobiology and Behavior: A Critical Interface,26.1504,Neurobiology and Behavior.
Q829984,Mathematics Genealogy Project,27.0101,"Mathematics, General."
,,27.0102,Algebra and Number Theory.
,,27.0103,Analysis and Functional Analysis.
Q8087,geometry,27.0104,Geometry/Geometric Analysis.
,,27.0105,Topology and Foundations.
Q33521,applied mathematics,27.0301,Applied Mathematics.
Q1122491,computational mathematics,27.0303,Computational Mathematics.
Q15757790,Computational and Applied Mathematics,27.0304,Computational and Applied Mathematics.
Q335632,mathematical finance,27.0305,Financial Mathematics.
Q751611,mathematical biology,27.0306,Mathematical Biology.
Q12483,statistics,27.0501,"Statistics, General."
,,27.0502,Mathematical Statistics and Probability.
Q96332165,Mathematics and Statistics,27.0503,Mathematics and Statistics.
,,28.0101,Air Force JROTC/ROTC.
,,28.0301,Army JROTC/ROTC.
Q4508,navy,28.0401,Navy/Marine Corps JROTC/ROTC.
Q757520,atmospheric sciences,28.0501,Air Science/Airpower Studies.
,,28.0502,Air and Space Operational Art and Science.
,,28.0503,Military Operational Art and Science/Studies.
,,28.0504,Advanced Military and Operational Studies.
,,28.0505,Naval Science and Operational Studies.
Q561068,specialty channel,28.0506,"Special, Irregular and Counterterrorist Operations."
Q2353818,strategic studies,28.0601,"Strategic Studies, General."
,,28.0602,Military and Strategic Leadership.
,,28.0603,Military and International Operational Law.
,,28.0604,Joint Operations Planning and Strategy.
Q49394,weapon of mass destruction,28.0605,Weapons of Mass Destruction.
,,28.0701,National Resource Strategy and Policy.
Q80965384,Industry studies the environment,28.0702,Industry Studies.
,,28.0703,Military Installation Management.
Q1665657,Intelligence,29.0201,"Intelligence, General."
Q4443415,strategic intelligence,29.0202,Strategic Intelligence.
Q19718090,Signal,29.0203,Signal/Geospatial Intelligence.
,,29.0204,"Command & Control (C3, C4I) Systems and Operations."
Q911036,information warfare,29.0205,Information Operations/Joint Information Operations.
Q11028,information,29.0206,Information/Psychological Warfare and Military Media Relations.
Q3182559,Cyberpunk 2077,29.0207,Cyber/Electronic Operations and Warfare.
,,29.0301,Combat Systems Engineering.
,,29.0302,Directed Energy Systems.
Q30256146,Engineering Acoustics (United States),29.0303,Engineering Acoustics.
,,29.0304,Low-Observables and Stealth Technology.
,,29.0305,Space Systems Operations.
Q116142913,Operational Oceanography,29.0306,Operational Oceanography.
,,29.0307,Undersea Warfare.
,,29.0401,Aerospace Ground Equipment Technology.
,,29.0402,Air and Space Operations Technology.
,,29.0403,Aircraft Armament Systems Technology.
Q11569319,Explosive Ordinance Division,29.0404,Explosive Ordinance/Bomb Disposal.
Q1476353,Allied Joint Command Lisbon,29.0405,"Joint Command/Task Force (C3, C4I) Systems."
Q102430691,military information systems technology,29.0406,Military Information Systems Technology.
,,29.0407,Missile and Space Systems Technology.
Q4697735,Air Armament Center,29.0408,Munitions Systems/Ordinance Technology.
,,29.0409,Radar Communications and Systems Technology.
Q643839,multiple drug resistance,30.0000,"Multi-/Interdisciplinary Studies, General."
,,30.0101,Biological and Physical Sciences.
Q47385849,Peace studies and conflict resolution: the need for transdisciplinarity,30.0501,Peace Studies and Conflict Resolution.
,,30.0601,Systems Science and Theory.
Q96727858,Mathematics and Computer Science,30.0801,Mathematics and Computer Science.
Q846566,behavioral neuroscience,30.1001,Biopsychology.
Q15757913,Gerontology,30.1101,Gerontology.
,,30.1201,Historic Preservation and Conservation.
,,30.1202,Cultural Resource Management and Policy Analysis.
Q110319867,Medieval and Renaissance Studies,30.1301,Medieval and Renaissance Studies.
Q460162,museology,30.1401,Museology/Museum Studies.
Q192864,Science,30.1501,"Science, Technology and Society."
,,30.1601,Accounting and Computer Science.
Q3919817,behavioral sciences,30.1701,Behavioral Sciences.
Q7991,natural science,30.1801,Natural Sciences.
Q30285255,Nutrition Sciences (Belgium),30.1901,Nutrition Sciences.
Q423048,International Standard Name Identifier,30.2001,International/Global Studies.
,,30.2101,Holocaust and Related Studies.
Q439072,classical studies,30.2201,Ancient Studies/Civilization.
Q9730,classical music,30.2202,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology."
Q1094542,cross-cultural communication,30.2301,Intercultural/Multicultural and Diversity Studies.
Q147638,cognitive science,30.2501,Cognitive Science.
Q1143546,cultural studies,30.2601,Cultural Studies/Critical Theory and Analysis.
Q2093146,Human Biology,30.2701,Human Biology.
Q5282696,dispute resolution,30.2801,Dispute Resolution.
Q15761133,Maritime Studies,30.2901,Maritime Studies.
Q117801,computational science,30.3001,Computational Science.
Q207434,human–computer interaction,30.3101,Human Computer Interaction.
Q3349060,oceanology,30.3201,Marine Sciences.
Q7649562,sustainability studies,30.3301,Sustainability Studies.
Q27237735,Parks,31.0101,"Parks, Recreation and Leisure Studies."
Q27237735,Parks,31.0301,"Parks, Recreation and Leisure Facilities Management."
,,31.0302,Golf Course Operation and Grounds Management.
Q113698748,health and physical education,31.0501,"Health and Physical Education, General."
,,31.0504,Sport and Fitness Administration/Management.
,,31.0505,Kinesiology and Exercise Science.
,,31.0507,Physical Fitness Technician.
Q135529961,sports studies,31.0508,Sports Studies.
Q1508666,outdoor education,31.0601,Outdoor Education.
Q4867051,basic skills,32.0101,"Basic Skills, General."
,,32.0104,Numeracy and Computational Skills.
Q629194,job hunting,32.0105,Job-Seeking/Changing Skills.
Q112902416,Career exploration and career decision-making self-efficacy amongst adolescents : individual and contextual factors,32.0107,Career Exploration/Awareness Skills.
,,32.0108,Literacy and Communication Skills.
Q1455178,second-language acquisition,32.0109,Second Language Learning.
Q91439837,Basic computer skills and computer preferences of inner-city hospitalized medical patients: implications for web-based alcohol screening and brief intervention,32.0110,Basic Computer Skills.
Q130132781,Workforce Development and Training Needs for Behavioral Health Telehealth Use in the Post COVID-19 Era,32.0111,Workforce Development and Training.
,,33.0101,"Citizenship Activities, General."
,,33.0102,American Citizenship Education.
Q65358286,"Community Awareness, Resources and Education (CARE I): Project 3",33.0103,Community Awareness.
Q112881649,"Community Involvement and Participation in Tourism Development in Tanzania: A Case Study of Local Communities in Barabarani Village, Mto wa Mbu, Arusha-Tanzania",33.0104,Community Involvement.
,,33.0105,Canadian Citizenship Education.
,,34.0102,Birthing and Parenting Knowledge and Skills.
,,34.0103,Personal Health Improvement and Maintenance.
,,34.0104,Addiction Prevention and Treatment.
,,35.0101,"Interpersonal and Social Skills, General."
,,35.0102,Interpersonal Relationships Skills.
,,35.0103,Business and Social Skills.
,,36.0101,"Leisure and Recreational Activities, General."
,,36.0102,Handicrafts and Model-Making.
Q18668582,cardboard,36.0103,"Board, Card and Role-Playing Games."
,,36.0105,Home Maintenance and Improvement.
,,36.0106,Nature Appreciation.
,,36.0107,Pet Ownership and Care.
Q1298380,sports science,36.0108,Sports and Exercise.
,,36.0109,Travel and Exploration.
Q8227356,Art,36.0110,Art.
Q208165,collecting,36.0111,Collecting.
,,36.0112,Cooking and Other Domestic Skills.
,,36.0113,Computer Games and Programming Skills.
Q11639,dance,36.0114,Dancing.
Q14005,MusicBrainz,36.0115,Music.
Q161491,Reading,36.0116,Reading.
Q11635,theatre art,36.0117,Theatre/Theater.
Q37260,writing,36.0118,Writing.
,,36.0119,Aircraft Pilot (Private).
,,37.0101,Self-Awareness and Personal Assessment.
,,37.0102,Stress Management and Coping Skills.
,,37.0103,Personal Decision-Making Skills.
,,37.0104,Self-Esteem and Values Clarification.
Q110419456,Philosophy and religious studies,38.0001,"Philosophy and Religious Studies, General."
Q5891,philosophy,38.0101,Philosophy.
Q8078,logic,38.0102,Logic.
Q9465,ethics,38.0103,Ethics.
,,38.0104,Applied and Professional Ethics.
Q9174,religion,38.0201,Religion/Religious Studies.
Q1000976,Buddhist studies,38.0202,Buddhist Studies.
Q1084018,Christian education,38.0203,Christian Studies.
Q5766501,Hindu studies,38.0204,Hindu Studies.
Q843909,Islamic studies,38.0205,Islamic Studies.
Q7325,Jewish people,38.0206,Jewish/Judaic Studies.
Q1845,Bible,39.0201,Bible/Biblical Studies.
Q910375,missiology,39.0301,Missions/Missionary Studies and Missiology.
Q15755032,Religious Education,39.0401,Religious Education.
Q2566598,religious,39.0501,Religious/Sacred Music.
Q34178,theology,39.0601,Theology/Theological Studies.
Q37492028,Divinity,39.0602,"Divinity/Ministry (BD, MDiv.)"
,,39.0604,Pre-Theology/Pre-Ministerial Studies.
,,39.0605,Rabbinical Studies (M.H.L./Rav)
Q26830783,Talmudic studies,39.0606,Talmudic Studies.
Q104469512,pastoral studies,39.0701,Pastoral Studies/Counseling.
Q1711361,youth ministry,39.0702,Youth Ministry.
Q40503358,Urban ministry workers' positive experiences of interpersonal and religious support during crisis,39.0703,Urban Ministry.
Q1451816,women's ministry,39.0704,Women's Ministry.
Q6505424,lay minister,39.0705,Lay Ministry.
Q4339448,Physical Sciences Division,40.0101,Physical Sciences.
Q333,astronomy,40.0201,Astronomy.
Q37547,astrophysics,40.0202,Astrophysics.
,,40.0203,Planetary Astronomy and Science.
,,40.0401,"Atmospheric Sciences and Meteorology, General."
,,40.0402,Atmospheric Chemistry and Climatology.
,,40.0403,Atmospheric Physics and Dynamics.
Q25261,meteorology,40.0404,Meteorology.
Q898737,Chemistry—A European Journal,40.0501,"Chemistry, General."
Q485223,Analytical Chemistry,40.0502,Analytical Chemistry.
Q902828,Inorganic Chemistry,40.0503,Inorganic Chemistry.
Q11351,organic chemistry,40.0504,Organic Chemistry.
Q7189584,Physical and Theoretical Chemistry Laboratory,40.0506,Physical and Theoretical Chemistry.
Q7226540,Polymer Chemistry,40.0507,Polymer Chemistry.
Q2944313,Chemical Physics,40.0508,Chemical Physics.
Q321355,environmental chemistry,40.0509,Environmental Chemistry.
Q3489716,forensic chemistry,40.0510,Forensic Chemistry.
Q321150,theoretical chemistry,40.0511,Theoretical Chemistry.
Q1069,geology,40.0601,"Geology/Earth Science, General."
Q161764,geochemistry,40.0602,Geochemistry.
Q60698047,Geophysics and Seismology / Structural Geology and Neotectonics - University of Michigan,40.0603,Geophysics and Seismology.
Q7205,paleontology,40.0604,Paleontology.
,,40.0605,Hydrology and Water Resources Science.
Q93786009,"Geochemistry and petrology of Triassic granitoids of the Sierra Nevada Batholith, California and Nevada",40.0606,Geochemistry and Petrology.
Q43518,oceanography,40.0607,"Oceanography, Chemical and Physical."
Q413,physics,40.0801,"Physics, General."
Q483261,dalton,40.0802,Atomic/Molecular Physics.
Q136154220,Elementary Particle Physics in a Nutshell,40.0804,Elementary Particle Physics.
,,40.0805,Plasma and High-Temperature Physics.
Q1134929,Nuclear Physics,40.0806,Nuclear Physics.
Q14620,optics,40.0807,Optics/Optical Sciences.
,,40.0808,Solid State and Low-Temperature Physics.
Q82811,acoustics,40.0809,Acoustics.
Q4679014,Theoretical and Mathematical Physics,40.0810,Theoretical and Mathematical Physics.
Q228736,materials science,40.1001,Materials Science.
Q908684,solid-state chemistry,40.1002,Materials Chemistry.
Q96728327,Science Technologies Innovation,41.0000,"Science Technologies/Technicians, General."
,,41.0101,Biology Technician/Biotechnology Laboratory Technician.
,,41.0204,Industrial Radiologic Technology/Technician.
Q1412,Finnish,41.0205,Nuclear/Nuclear Power Technology/Technician.
Q911772,chemical technology,41.0301,Chemical Technology/Technician.
,,41.0303,Chemical Process Technology.
Q9418,psychology,42.0101,"Psychology, General."
,,42.2701,Cognitive Psychology and Psycholinguistics.
Q1483503,comparative psychology,42.2702,Comparative Psychology.
,,42.2703,Developmental and Child Psychology.
Q475042,experimental psychology,42.2704,Experimental Psychology.
Q271716,personality psychology,42.2705,Personality Psychology.
Q2299654,physiological psychology,42.2706,Physiological Psychology/Psychobiology.
Q161272,social psychology,42.2707,Social Psychology.
,,42.2708,Psychometrics and Quantitative Psychology.
Q1422802,Psychopharmacology,42.2709,Psychopharmacology.
Q199906,clinical psychology,42.2801,Clinical Psychology.
Q1500547,community psychology,42.2802,Community Psychology.
Q12166572,counseling psychology,42.2803,Counseling Psychology.
Q2045692,industrial and organizational psychology,42.2804,Industrial and Organizational Psychology.
Q11160374,school psychology,42.2805,School Psychology.
Q59157,educational psychology,42.2806,Educational Psychology.
Q5133753,Clinical Child Psychology and Psychiatry,42.2807,Clinical Child Psychology.
Q618752,environmental psychology,42.2808,Environmental Psychology.
Q39905512,Geropsychology,42.2809,Geropsychology.
Q12147,health,42.2810,Health/Medical Psychology.
Q4415125,family psychology,42.2811,Family Psychology.
Q932219,forensic psychology,42.2812,Forensic Psychology.
Q538904,applied psychology,42.2813,Applied Psychology.
Q621607,applied behavior analysis,42.2814,Applied Behavior Analysis.
Q328616,corrections,43.0102,Corrections.
Q117488,criminal justice,43.0103,Criminal Justice/Law Enforcement Administration.
Q117488,criminal justice,43.0104,Criminal Justice/Safety Studies.
Q111784809,Forensic Science and Technology,43.0106,Forensic Science and Technology.
Q117488,criminal justice,43.0107,Criminal Justice/Police Science.
,,43.0109,Security and Loss Prevention Services.
Q46198820,Juvenile Corrections in the Era of Reform: A Meta-Synthesis of Qualitative Studies,43.0110,Juvenile Corrections.
,,43.0111,Criminalistics and Criminal Science.
,,43.0112,Securities Services Administration/Management.
,,43.0113,Corrections Administration.
,,43.0114,Law Enforcement Investigation and Interviewing.
,,43.0115,Law Enforcement Record-Keeping and Evidence Management.
Q3182559,Cyberpunk 2077,43.0116,Cyber/Computer Forensics and Counterterrorism.
,,43.0117,Financial Forensics and Fraud Investigation.
,,43.0118,Law Enforcement Intelligence Analysis.
Q5186619,Critical Incident Response Team,43.0119,Critical Incident Response/Special Police Operations.
,,43.0120,Protective Services Operations.
,,43.0121,Suspension and Debarment Investigation.
Q6765818,Maritime Law Enforcement Academy,43.0122,Maritime Law Enforcement.
Q18600731,Cultural Heritage Agency of the Netherlands Art Collection,43.0123,Cultural/Archaelogical Resources Protection.
,,43.0201,Fire Protection and Safety Technology/Technician.
,,43.0202,Fire Services Administration.
Q474100,pyrotechnics,43.0203,Fire Science/Fire-fighting.
,,43.0204,Fire Systems Technology.
Q2044,Florence,43.0205,Fire/Arson Investigation and Prevention.
Q169950,wildfire,43.0206,Wildland/Forest Firefighting and Investigation.
Q11231,United States Department of Homeland Security,43.0301,Homeland Security.
Q2412400,Crisis,43.0302,Crisis/Emergency/Disaster Management.
Q5186733,Critical infrastructure protection,43.0303,Critical Infrastructure Protection.
,,43.0304,Terrorism and Counterterrorism Operations.
Q17027869,human services,44.0000,"Human Services, General."
,,44.0201,Community Organization and Advocacy.
Q31728,public administration,44.0401,Public Administration.
Q85710967,public policy studies,44.0501,Public Policy Analysis.
Q5340911,Education Policy Analysis Archives,44.0502,Education Policy Analysis.
Q37812409,Health policy analysis: a tool to evaluate in policy documents the alignment between policy statements and intended outcomes.,44.0503,Health Policy Analysis.
,,44.0504,International Policy Analysis.
Q205398,social work,44.0701,Social Work.
Q131191403,Youth services,44.0702,Youth Services/Administration.
Q34749,social science,45.0101,"Social Sciences, General."
,,45.0102,Research Methodology and Quantitative Methods.
Q23404,anthropology,45.0201,Anthropology.
Q27172,biological anthropology,45.0202,Physical Anthropology.
Q15759469,Medical Anthropology,45.0203,Medical Anthropology.
Q28598,cultural anthropology,45.0204,Cultural Anthropology.
Q23498,archaeology,45.0301,Archeology.
Q161733,criminology,45.0401,Criminology.
,,45.0501,Demography and Population Studies.
Q8134,economics,45.0601,"Economics, General."
Q4781535,Applied Economics,45.0602,Applied Economics.
,,45.0603,Econometrics and Quantitative Economics.
,,45.0604,Development Economics and International Development.
Q47417,international economics,45.0605,International Economics.
Q1071,geography,45.0701,Geography.
Q42515,cartography,45.0702,Cartography.
,,45.0901,International Relations and Affairs.
Q104761613,national security policy studies,45.0902,National Security Policy Studies.
Q1494494,political science and government,45.1001,"Political Science and Government, General."
,,45.1002,American Government and Politics (United States).
,,45.1003,Canadian Government and Politics.
Q47555,political economics,45.1004,Political Economy.
Q21201,sociology,45.1101,Sociology.
Q23578769,urban studies,45.1201,Urban Studies/Affairs.
Q27727616,"Sociology and anthropology (Alhambra, Calif.)",45.1301,Sociology and Anthropology.
Q396246,rural sociology,45.1401,Rural Sociology.
,,46.0000,"Construction Trades, General."
Q12664711,Mason,46.0101,Mason/Masonry.
Q203605,carpentry,46.0201,Carpentry/Carpenter.
,,46.0301,"Electrical and Power Transmission Installation/Installer, General."
Q165029,electrician,46.0302,Electrician.
Q691225,lineworker,46.0303,Lineworker.
Q41176,building,46.0401,Building/Property Maintenance and Management.
,,46.0402,Concrete Finishing/Concrete Finisher.
Q41176,building,46.0403,Building/Home/Construction Inspection/Inspector.
,,46.0404,Drywall Installation/Drywaller.
Q5567360,Glazier,46.0406,Glazier.
Q3305213,painting,46.0408,Painting/Painter and Wall Coverer.
Q552378,roofer,46.0410,Roofer.
,,46.0411,Metal Building Assembly/Assembler.
Q41176,building,46.0412,Building/Construction Site Management/Manager.
Q163446,carpet,46.0413,"Carpet, Floor, and Tile Worker."
Q178150,insulator,46.0414,Insulator.
,,46.0415,Building Construction Technology.
,,46.0502,Pipefitting/Pipefitter and Sprinkler Fitter.
,,46.0503,Plumbing Technology/Plumber.
Q14693887,well drilling,46.0504,Well Drilling/Driller.
Q115189590,Blasting Agent: Ultimate Edition,46.0505,Blasting/Blaster.
,,47.0000,"Mechanics and Repairers, General."
Q244404,electrical injury,47.0101,"Electrical/Electronics Equipment Installation and Repair, General."
,,47.0102,Business Machine Repair.
,,47.0103,Communications Systems Installation and Repair Technology.
,,47.0104,Computer Installation and Repair Technology/Technician.
,,47.0105,Industrial Electronics Technology/Technician.
,,47.0106,Appliance Installation and Repair Technology/Technician.
,,47.0110,"Security System Installation, Repair, and Inspection Technology/Technician."
Q4311765,heating,47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)."
,,47.0302,Heavy Equipment Maintenance Technology/Technician.
,,47.0303,Industrial Mechanics and Maintenance Technology.
Q25602474,weapon production,47.0402,Gunsmithing/Gunsmith.
,,47.0403,Locksmithing and Safe Repair.
,,47.0404,Musical Instrument Fabrication and Repair.
,,47.0408,Watchmaking and Jewelrymaking.
,,47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician.
,,47.0600,"Vehicle Maintenance and Repair Technologies, General."
Q4826177,Autobody,47.0603,Autobody/Collision and Repair Technology/Technician.
Q1420,car,47.0604,Automobile/Automotive Mechanics Technology/Technician.
,,47.0605,Diesel Mechanics Technology/Technician.
,,47.0606,Small Engine Mechanics and Repair Technology/Technician.
,,47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician.
,,47.0608,Aircraft Powerplant Technology/Technician.
,,47.0609,Avionics Maintenance Technology/Technician.
,,47.0610,Bicycle Mechanics and Repair Technology/Technician.
,,47.0611,Motorcycle Maintenance and Repair Technology/Technician.
,,47.0612,Vehicle Emissions Inspection and Maintenance Technology/Technician.
Q470111,Medium,47.0613,Medium/Heavy Vehicle and Truck Technology/Technician.
,,47.0614,Alternative Fuel Vehicle Technology/Technician.
,,47.0615,Engine Machinist.
Q131799583,Marine Maintenance 56,47.0616,Marine Maintenance/Fitter and Ship Repair Technology/Technician.
,,47.0617,High Performance and Custom Engine Technician/Mechanic.
,,47.0618,Recreation Vehicle (RV) Service Technician.
,,48.0000,"Precision Production Trades, General."
Q1123578,upholstery,48.0303,Upholstery/Upholsterer.
Q22676,shoe,48.0304,"Shoe, Boot and Leather Repair."
,,48.0501,Machine Tool Technology/Machinist.
,,48.0503,Machine Shop Technology/Assistant.
,,48.0506,Sheet Metal Technology/Sheetworking.
,,48.0507,Tool and Die Technology/Technician.
Q136905545,Welding engineering,48.0508,Welding Technology/Welder.
Q66309832,ironworking,48.0509,Ironworking/Ironworker.
,,48.0510,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist.
Q1924783,Metal Fabricators of Zambia,48.0511,Metal Fabricator.
Q816871,woodworking,48.0701,"Woodworking, General."
,,48.0702,Furniture Design and Manufacturing.
,,48.0703,Cabinetmaking and Millwork/Millwright.
Q108490248,Boilermaking Workshop of Unión Naval de Levante,48.0801,Boilermaking/Boilermaker.
Q8421,aeronautics,49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General."
Q46970,airline,49.0102,Airline/Commercial/Professional Pilot and Flight Crew.
Q765633,aviation,49.0104,Aviation/Airway Management and Operations.
Q48969736,Air Traffic Controller,49.0105,Air Traffic Controller.
