category,relationship_type,description,wikidata_property,directionality,parent_relationship,specificity_level,lcc_code,lcsh_heading,fast_id,status,note,source,version,lifecycle_status,reify_as,cidoc_crm_code,cidoc_crm_kind,wikidata_label,crminf_applicable,mapping_source,research_priority,recommended_scope
Military,SERVED_UNDER,Served under commander,,forward,POSITION_HELD,2,U,Military art and science,1020874,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,ADVISED,Institution advised another,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,ALLIED_VIA_MARRIAGE,Political alliance via marriage,,forward,ALLIED_WITH,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,ALLIED_WITH,Maintained formal/strategic alliance,,forward,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,COMPETED_WITH,Political rivalry,,symmetric,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,CONQUERED,Entity conquered territory/polity,,forward,CONTROLLED,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,CONQUERED_BY,Territory was conquered by entity,,inverse,CONTROLLED,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E8_Acquisition,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,DECLARED_FOR,Publicly declared support for,,forward,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,DECLARED_FOR_BY,Received declaration of support from,,inverse,RELATED_TO,2,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,DEPOSED,Removed from power,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E86_Leaving,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,DESIGNATED_HEIR_OF,Person was designated as heir,,forward,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,GAINED_SOVEREIGNTY_OVER,Gained political sovereignty over entity,,inverse,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,GOVERNED,Person governed a place,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,HAS_TRIBUTARY,Empire had tributary polity,,inverse,CONTROLLED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,HEIR_TO,Person's heir was designated,,inverse,POLITICAL_CHANGE,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,LOST_SOVEREIGNTY,Lost political independence/sovereignty,,forward,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,MANIPULATED,Manipulated entity/person,,forward,INFLUENCED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,MANIPULATED_BY,Was manipulated by,,inverse,INFLUENCED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,MARRIAGE_ALLIANCE_WITH,Marriage alliance partner,,inverse,ALLIED_WITH,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,OPPOSED,Person/group opposed another,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,implemented,EVENT,E7_Activity,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,OUTLAWED,Declared person an outlaw/enemy,,forward,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,OUTLAWED_BY,Was outlawed by authority,,inverse,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,POLITICAL_CHANGE,Generic political change,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E5_Event,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,POLITICAL_CONTROL,Generic political control,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,STATE,E3_Condition_State,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,POLITICAL_STATUS,Generic political status,,unidirectional,,1,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,PROPERTY,P2_has_type,PROPERTY,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Political,PROSCRIBED,Officially proscribed (Roman proscription),,forward,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,implemented,EVENT,E13_Attribute_Assignment,CLASS,,false,relationship_types_seed.cypher,high,Likely Wikidata P exists; verify semantics/directionality
Application,DERIVED_FROM,Material extracted or derived from source organism,,forward,,1,T,Technology,1145002,active,Material extraction from biological source,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Application,DERIVES_MATERIAL,Source organism used to derive material,,inverse,,1,T,Technology,1145002,active,Inverse of DERIVED_FROM,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Application,DYED_BY,Dye used to dye object,,inverse,,1,T,Technology,1145002,active,Inverse of DYED_WITH,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Application,DYED_WITH,Object dyed with dye or pigment,,forward,,1,T,Technology,1145002,active,Dyeing/tinting relationship,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Application,PRODUCED_IN,Material produced or manufactured in location,,forward,,1,T,Technology,1145002,active,Production location for materials,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Application,PRODUCES_MATERIAL,Location produces this material,,inverse,,1,T,Technology,1145002,active,Inverse of PRODUCED_IN,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Comparative,ADVANTAGE,Type has advantage,,forward,,1,T,Technology,1145002,active,Advantage descriptor,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Comparative,DISADVANTAGE,Type has disadvantage,,forward,,1,T,Technology,1145002,active,Disadvantage descriptor,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Comparative,INFERIOR_TO,Type is inferior to another type,,forward,,1,T,Technology,1145002,active,Inferiority comparison,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Comparative,SUPERIOR_TO,Type is superior to another type,,forward,,1,T,Technology,1145002,active,Superiority comparison,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Economic,AVAILABLE_TO,Type available to social group,,forward,,1,HB,Economics,902116,active,Social availability,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Economic,COST,Type has cost/value characteristic,,forward,,1,HB,Economics,902116,active,Cost descriptor,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Economic,RESTRICTED_TO,Type restricted to group,,forward,,1,HB,Economics,902116,active,Social restriction,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Economic,VALUED_AT,Type valued at amount,,forward,,1,HB,Economics,902116,active,Monetary value,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Evolution,DISPLACED_BY,Type was displaced by another type,,forward,,1,GN,Culture,885059,active,Displacement relationship,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Evolution,INTRODUCED_BY,Type was introduced by event,,forward,,1,QB,Time,1151043,active,Introduction event,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Evolution,OBSOLETE_DUE_TO,Type became obsolete due to reason,,forward,,1,GN,Culture,885059,active,Reason for obsolescence,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Evolution,PHASED_OUT_BECAUSE,Type was phased out because of reason,,forward,,1,GN,Culture,885059,active,Reason for phasing out,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Evolution,PREVALENT_DURING,Type was prevalent during period,,forward,,1,QB,Time,1151043,active,Period of common use with temporal bounds,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Familial,ADOPTED,Adopter legally adopted person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,ADOPTED_BY,Person was legally adopted by adopter,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,BROTHER_IN_LAW,Person is brother-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,BROTHER_IN_LAW_OF,Brother-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,DAUGHTER_IN_LAW,Person is daughter-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,DAUGHTER_IN_LAW_OF,Daughter-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,FAMILIAL_RELATION,Generic familial relationship,,unidirectional,,1,HQ,Family,1728849,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,FATHER_IN_LAW,Person is father-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,FATHER_IN_LAW_OF,Father-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,MOTHER_IN_LAW,Person is mother-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,MOTHER_IN_LAW_OF,Mother-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,SISTER_IN_LAW,Person is sister-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,SISTER_IN_LAW_OF,Sister-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,SON_IN_LAW,Person is son-in-law,,inverse,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Familial,SON_IN_LAW_OF,Son-in-law of person,,forward,FAMILIAL_RELATION,3,HQ,Family,1728849,active,,familial_expansion,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Functional,DESIGNED_FOR,Purpose for which type was designed,,forward,,1,T,Technology,1145002,active,Design purpose,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Functional,EFFECTIVE_AGAINST,Type is effective against target,,forward,,1,T,Technology,1145002,active,Effectiveness relationship,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Functional,INEFFECTIVE_AGAINST,Type is ineffective against target,,forward,,1,T,Technology,1145002,active,Ineffectiveness relationship,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Functional,OPTIMAL_IN,Type is optimal in context/situation,,forward,,1,T,Technology,1145002,active,Optimal context,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Moral,COMMITTED_SUICIDE,Person committed suicide,,forward,,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Moral,RESPONSIBILITY_OF,Atrocity/policy had person/regime responsible,,inverse,CAUSED,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Moral,RESPONSIBLE_FOR,Person or regime held responsible for atrocity/policy,,forward,CAUSED,3,BJ,Ethics,915833,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Political,PROSCRIPTION_OF,Subject of proscription,,inverse,LEGAL_ACTION,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Political,SUBJUGATED,Conquered/subdued and incorporated into empire,,forward,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Political,SUBJUGATED_BY,Was conquered/subdued and incorporated,,inverse,,1,JA,Political science,1069263,active,,extraction_appendix,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Political,TRIBUTARY_OF,Polity paid tribute to empire,,forward,CONTROLLED,3,JA,Political science,1069263,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Political,VETOED,Person blocked another's action,,forward,,1,JA,Political science,1069263,active,,roman_republic_csv,1.0,candidate,,,,,false,,medium,Likely Wikidata P exists; verify semantics/directionality
Position,COLLEAGUE_WITH,Shared office contemporaneously,,symmetric,RELATED_TO,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Position,COMMANDED,Commanded forces,,forward,POSITION_HELD,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Position,RESIGNATION_OF,Resignation from office by person,,inverse,POSITION_HELD,3,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Position,RESIGNED_FROM,Voluntarily resigned from office,,forward,POSITION_HELD,3,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Position,SERVED_AS,Served in role as,,forward,POSITION_HELD,2,JF,Public officers,1082238,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Production,REQUIRES_MATERIAL,Type requires material for production,,forward,,1,T,Technology,1145002,active,Required material,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Production,REQUIRES_SKILL,Type requires skill to make,,forward,,1,T,Technology,1145002,active,Required skill,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Reasoning,I1_INFERRED_FROM,Knowledge inferred from evidence,,forward,,1,,Reasoning,,active,CRMinf property - links evidence to inference,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Reasoning,I2_BELIEVED_TO_HOLD,Belief about a fact,,forward,,1,,Reasoning,,active,CRMinf property - links inference/belief to conclusion,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Reasoning,I3_HAS_NOTE,Has note or explanation,,forward,,1,,Reasoning,,active,CRMinf property - notes about inference,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Reasoning,I4_HAS_UNCERTAINTY,Has uncertainty quantification,,forward,,1,,Reasoning,,active,CRMinf property - uncertainty level,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Reasoning,I7_HAS_OBJECT,Old belief being revised,,forward,,1,,Reasoning,,active,CRMinf property - belief revision object,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Reasoning,I8_HAS_RESULT,New/revised belief,,forward,,1,,Reasoning,,active,CRMinf property - belief revision result,crminf_alignment,1.0,candidate,,,,,true,crminf_alignment,medium,Consider CRMinf/CIDOC relation before Wikidata P mapping
Relations,ALLY_OF,Was ally of,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,ALLY_OF_BY,Had ally,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,ENEMY_OF,Was enemy of,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,ENEMY_OF_BY,Had enemy,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,INFLUENCED,Influenced entity/person,,forward,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,INFLUENCED_BY,Was influenced by,,inverse,RELATED_TO,2,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Relations,RELATED_TO,Generic social/political relation,,unidirectional,,1,HM,Social relations,1122778,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Religious,DOMAIN_DEITY,Domain has this deity,,inverse,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Religious,GOD_OF,Deity is god of domain,,forward,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Religious,HAS_PATRON_DEITY,Group has patron/tutelary deity,,inverse,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Religious,PATRON_DEITY_OF,Deity is patron/tutelary god of group,,forward,,1,BL,Religion,1093763,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,CLIENT_OF,Client to patron,,inverse,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,FREED_BY,Manumission,,inverse,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,OWNED,Ownership of slaves,,forward,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,PATRON_OF,Patron-client relationship,,forward,,1,HM,Social structure,1123372,active,,roman_republic_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,WEARS,Person wears clothing or garment,,forward,,1,HM,Social structure,1123372,active,Wearing clothing,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Social,WORN_BY,Garment is worn by person,,inverse,,1,HM,Social structure,1123372,active,Inverse of WEARS,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Temporal,CONTAINS_EVENT,Period contains event,,inverse,,1,QB,Time,1151043,active,Inverse of DURING,temporal_corrections,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Temporal,DURING,Event occurred during period,,forward,,1,QB,Time,1151043,active,For events within time periods,temporal_corrections,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Temporal,OVERLAPS_WITH,Periods overlap temporally,,symmetric,,1,QB,Time,1151043,active,For temporal overlap between periods,temporal_corrections,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Temporal,WITHIN_TIMESPAN,Entity exists within timespan,,forward,,1,QB,Time,1151043,active,For entities with defined temporal bounds,temporal_corrections,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Trade,EXPORTED_TO,Exported goods to,,forward,,1,HF,Commerce,869279,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Trade,IMPORTED_FROM,Imported goods from,,forward,,1,HF,Commerce,869279,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Trade,MAJOR_TRADING_PARTNER,Country/region with significant bilateral trade,,symmetric,,1,HF,Commerce,869279,active,,bidirectional_csv,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Typological,ALTERNATIVE_TO,Alternative/equivalent to another type,,symmetric,,1,GN,Culture,885059,active,Equivalent alternatives,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Typological,HAS_VARIANT,Has variant or subtype,,inverse,,1,GN,Culture,885059,active,Inverse of VARIANT_OF,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
Typological,VARIANT_OF,Is variant or subtype of,,forward,,1,GN,Culture,885059,active,Subtype relationship for objects/materials,discovery_schema,1.0,candidate,,,,,false,,medium,May require no direct Wikidata property or custom relation
