item,itemLabel
http://www.wikidata.org/entity/Q1976109,language technology
http://www.wikidata.org/entity/Q1981839,New Testament studies
http://www.wikidata.org/entity/Q1995140,galaxy formation and evolution
http://www.wikidata.org/entity/Q2001895,music paleography
http://www.wikidata.org/entity/Q2007033,molecular phylogenetics
http://www.wikidata.org/entity/Q2056817,patholinguistics
http://www.wikidata.org/entity/Q2059515,agrogeology
http://www.wikidata.org/entity/Q2064531,occupational safety
http://www.wikidata.org/entity/Q2065951,television studies
http://www.wikidata.org/entity/Q2089905,circuit theory
http://www.wikidata.org/entity/Q2108944,press statistics
http://www.wikidata.org/entity/Q2116549,science of journalism
http://www.wikidata.org/entity/Q2122746,source criticism
http://www.wikidata.org/entity/Q2143054,material culture
http://www.wikidata.org/entity/Q2183341,history of science and technology
http://www.wikidata.org/entity/Q2208075,Suriname studies
http://www.wikidata.org/entity/Q2305240,social work science
http://www.wikidata.org/entity/Q2313213,language education
http://www.wikidata.org/entity/Q2313389,speech science
http://www.wikidata.org/entity/Q2327751,commercial sciences
http://www.wikidata.org/entity/Q2349677,road construction
http://www.wikidata.org/entity/Q2355242,personnel psychology
http://www.wikidata.org/entity/Q2358766,mechanical engineering studies
http://www.wikidata.org/entity/Q2414942,management science
http://www.wikidata.org/entity/Q2449515,transnational history
http://www.wikidata.org/entity/Q2474620,electrochemical engineering
http://www.wikidata.org/entity/Q2485457,science education
http://www.wikidata.org/entity/Q2495041,history of botany
http://www.wikidata.org/entity/Q2501507,history of costume
http://www.wikidata.org/entity/Q2516517,transport sciences
http://www.wikidata.org/entity/Q2522419,hard science
http://www.wikidata.org/entity/Q2555854,ethnochoreology
http://www.wikidata.org/entity/Q2690276,Cartographic Semiology
http://www.wikidata.org/entity/Q2703919,zymology
http://www.wikidata.org/entity/Q2725393,global health
http://www.wikidata.org/entity/Q2728012,neurobiology
http://www.wikidata.org/entity/Q2736989,science of public administration
http://www.wikidata.org/entity/Q2740627,heliophysics
http://www.wikidata.org/entity/Q2755197,zoomusicology
http://www.wikidata.org/entity/Q2777850,"Philosophy, Politics and Economics"
http://www.wikidata.org/entity/Q2860371,technical architecture
http://www.wikidata.org/entity/Q2878974,theoretical computer science
http://www.wikidata.org/entity/Q2901245,bibliology
http://www.wikidata.org/entity/Q2921001,art of drawing
http://www.wikidata.org/entity/Q2976200,Khâgne
http://www.wikidata.org/entity/Q2990593,animal behavior
http://www.wikidata.org/entity/Q3026765,neuropharmacology
http://www.wikidata.org/entity/Q3067311,reception aesthetics
http://www.wikidata.org/entity/Q3082422,francology
http://www.wikidata.org/entity/Q3110778,thracology
http://www.wikidata.org/entity/Q3123464,geohistory
http://www.wikidata.org/entity/Q3125341,noetics
http://www.wikidata.org/entity/Q3137572,history of science
http://www.wikidata.org/entity/Q3151005,cultural engineering
http://www.wikidata.org/entity/Q3155376,Islamology
http://www.wikidata.org/entity/Q3281534,modern period
http://www.wikidata.org/entity/Q3299046,Q3299046
http://www.wikidata.org/entity/Q3306816,freshwater biology
http://www.wikidata.org/entity/Q3307703,word processing
http://www.wikidata.org/entity/Q3349060,oceanology
http://www.wikidata.org/entity/Q3381164,Spanish philology
http://www.wikidata.org/entity/Q3409055,physical preparedness
http://www.wikidata.org/entity/Q3475802,economic and social sciences
http://www.wikidata.org/entity/Q3508531,experience design
http://www.wikidata.org/entity/Q3508604,genology
http://www.wikidata.org/entity/Q3510806,symptomatology
http://www.wikidata.org/entity/Q3523816,molecular medicine
http://www.wikidata.org/entity/Q3523861,molecular engineering
http://www.wikidata.org/entity/Q3537694,geographic information science
http://www.wikidata.org/entity/Q3621186,Arabic studies
http://www.wikidata.org/entity/Q3643037,systematic botany
http://www.wikidata.org/entity/Q3674740,coordination chemistry
http://www.wikidata.org/entity/Q3897665,special pathology
http://www.wikidata.org/entity/Q3908516,entrepreneurship
http://www.wikidata.org/entity/Q3931801,television direction
http://www.wikidata.org/entity/Q4027615,informatics
http://www.wikidata.org/entity/Q4076591,ballet studies
http://www.wikidata.org/entity/Q4086340,bibliography
http://www.wikidata.org/entity/Q4090659,Bulgarian studies
http://www.wikidata.org/entity/Q4116214,accounting
http://www.wikidata.org/entity/Q4120586,communications management
http://www.wikidata.org/entity/Q4210217,Kalmykology
http://www.wikidata.org/entity/Q4213801,Q4213801
http://www.wikidata.org/entity/Q4260703,railway engineering
http://www.wikidata.org/entity/Q411,astrobiology
http://www.wikidata.org/entity/Q420,biology
http://www.wikidata.org/entity/Q431,zoology
http://www.wikidata.org/entity/Q441,botany
http://www.wikidata.org/entity/Q521,physiology
http://www.wikidata.org/entity/Q735,art
http://www.wikidata.org/entity/Q1071,geography
http://www.wikidata.org/entity/Q2329,chemistry
http://www.wikidata.org/entity/Q2346,analytical chemistry
http://www.wikidata.org/entity/Q5891,philosophy
http://www.wikidata.org/entity/Q7173,marine biology
http://www.wikidata.org/entity/Q7553,translation
http://www.wikidata.org/entity/Q7754,mathematical analysis
http://www.wikidata.org/entity/Q7922,pedagogy
http://www.wikidata.org/entity/Q8134,economics
http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q8424,aerodynamics
http://www.wikidata.org/entity/Q8427,Turkology
http://www.wikidata.org/entity/Q11030,journalism
http://www.wikidata.org/entity/Q11190,medicine
http://www.wikidata.org/entity/Q11351,organic chemistry
http://www.wikidata.org/entity/Q11372,physical chemistry
http://www.wikidata.org/entity/Q12453,measurement
http://www.wikidata.org/entity/Q12483,statistics
http://www.wikidata.org/entity/Q21198,computer science
http://www.wikidata.org/entity/Q21201,sociology
http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q23498,archaeology
http://www.wikidata.org/entity/Q26643,commerce
http://www.wikidata.org/entity/Q27172,biological anthropology
http://www.wikidata.org/entity/Q27908,music education
http://www.wikidata.org/entity/Q27968,English studies
http://www.wikidata.org/entity/Q27997,Celtic studies
http://www.wikidata.org/entity/Q28617,Latin American studies
http://www.wikidata.org/entity/Q28793,film theory
http://www.wikidata.org/entity/Q31151,population genetics
http://www.wikidata.org/entity/Q33521,applied mathematics
http://www.wikidata.org/entity/Q34178,theology
http://www.wikidata.org/entity/Q34187,religious studies
http://www.wikidata.org/entity/Q35140,performance
http://www.wikidata.org/entity/Q35395,phonetics
http://www.wikidata.org/entity/Q36442,political science
http://www.wikidata.org/entity/Q36649,visual arts
http://www.wikidata.org/entity/Q37732,demography
http://www.wikidata.org/entity/Q38311,morphology
http://www.wikidata.org/entity/Q39645,semantics
http://www.wikidata.org/entity/Q40634,philology
http://www.wikidata.org/entity/Q41870,ethnic studies
http://www.wikidata.org/entity/Q42002,Jewish studies
http://www.wikidata.org/entity/Q43015,finance
http://www.wikidata.org/entity/Q43035,electrical engineering
http://www.wikidata.org/entity/Q43518,oceanography
http://www.wikidata.org/entity/Q46255,geophysics
http://www.wikidata.org/entity/Q47417,international economics
http://www.wikidata.org/entity/Q48803,horticulture
http://www.wikidata.org/entity/Q50636,media history
http://www.wikidata.org/entity/Q50641,history of art
http://www.wikidata.org/entity/Q52106,biogeography
http://www.wikidata.org/entity/Q52120,glaciology
http://www.wikidata.org/entity/Q59029,labor history
http://www.wikidata.org/entity/Q59115,philosophy of science
http://www.wikidata.org/entity/Q60195,semiotics
http://www.wikidata.org/entity/Q77590,civil engineering
http://www.wikidata.org/entity/Q80006,computer programming
http://www.wikidata.org/entity/Q80083,humanities
http://www.wikidata.org/entity/Q80993,software engineering
http://www.wikidata.org/entity/Q81009,rhetoric
http://www.wikidata.org/entity/Q83353,mineralogy
http://www.wikidata.org/entity/Q83588,chemical engineering
http://www.wikidata.org/entity/Q121176,nursing
http://www.wikidata.org/entity/Q126552,business informatics
http://www.wikidata.org/entity/Q127993,geothermal energy
http://www.wikidata.org/entity/Q131089,geodesy
http://www.wikidata.org/entity/Q131476,graph theory
http://www.wikidata.org/entity/Q134435,topography
http://www.wikidata.org/entity/Q145903,Egyptology
http://www.wikidata.org/entity/Q146326,environmental engineering
http://www.wikidata.org/entity/Q149013,spatial planning
http://www.wikidata.org/entity/Q149267,South Asian literature
http://www.wikidata.org/entity/Q155491,clinical pharmacy
http://www.wikidata.org/entity/Q157416,curriculum and instruction
http://www.wikidata.org/entity/Q160039,econometrics
http://www.wikidata.org/entity/Q161272,social psychology
http://www.wikidata.org/entity/Q161733,criminology
http://www.wikidata.org/entity/Q161764,geochemistry
http://www.wikidata.org/entity/Q162817,East Asian studies
http://www.wikidata.org/entity/Q164204,musicology
http://www.wikidata.org/entity/Q165650,media studies
http://www.wikidata.org/entity/Q165838,limnology
http://www.wikidata.org/entity/Q166542,international relations
http://www.wikidata.org/entity/Q170201,veterinary medicine
http://www.wikidata.org/entity/Q170978,robotics
http://www.wikidata.org/entity/Q173113,agronomy
http://www.wikidata.org/entity/Q178433,lexicology
http://www.wikidata.org/entity/Q180165,mechatronics
http://www.wikidata.org/entity/Q182468,hydrography
http://www.wikidata.org/entity/Q184631,ballistics
http://www.wikidata.org/entity/Q188462,canon law
http://www.wikidata.org/entity/Q188956,plant pathology
http://www.wikidata.org/entity/Q189329,liberal arts education
http://www.wikidata.org/entity/Q10309676,anthropology of tourism
http://www.wikidata.org/entity/Q10535277,inductive logic
http://www.wikidata.org/entity/Q10590700,music history
http://www.wikidata.org/entity/Q10978135,Lithuanian studies
http://www.wikidata.org/entity/Q11049265,manufacturing engineering
http://www.wikidata.org/entity/Q11333703,French language studies
http://www.wikidata.org/entity/Q11492827,computer science and engineering
http://www.wikidata.org/entity/Q11626477,Studies of Culture and Representation
http://www.wikidata.org/entity/Q11680831,communication studies
http://www.wikidata.org/entity/Q11723387,Javanology
http://www.wikidata.org/entity/Q11790583,modern philology
http://www.wikidata.org/entity/Q11857274,ecumenics
http://www.wikidata.org/entity/Q11943008,adolescent psychology
http://www.wikidata.org/entity/Q12041895,general biology
http://www.wikidata.org/entity/Q12096833,goniometry
http://www.wikidata.org/entity/Q12211529,Middle Eastern studies
http://www.wikidata.org/entity/Q12308624,digital systems and design
http://www.wikidata.org/entity/Q12310624,Greenlandic and Arctic Studies
http://www.wikidata.org/entity/Q12354186,psychoanthropology
http://www.wikidata.org/entity/Q12408688,Palestinian studies
http://www.wikidata.org/entity/Q12518544,Q12518544
http://www.wikidata.org/entity/Q12535586,bioecology
http://www.wikidata.org/entity/Q12746906,internet services technology
http://www.wikidata.org/entity/Q12765827,film direction
http://www.wikidata.org/entity/Q12766879,historical astronomy
http://www.wikidata.org/entity/Q12779382,agricultural entomology
http://www.wikidata.org/entity/Q12812953,human-centered computing
http://www.wikidata.org/entity/Q12823214,Q12823214
http://www.wikidata.org/entity/Q12996592,video production
http://www.wikidata.org/entity/Q13420675,library and information science
http://www.wikidata.org/entity/Q13439429,biomedical sciences
http://www.wikidata.org/entity/Q14565201,altmetrics
http://www.wikidata.org/entity/Q14565700,social studies
http://www.wikidata.org/entity/Q15078788,broadcasting
http://www.wikidata.org/entity/Q15609389,South Asian languages
http://www.wikidata.org/entity/Q15805624,German-language poetry
http://www.wikidata.org/entity/Q15812036,medieval German studies
http://www.wikidata.org/entity/Q15831440,political studies
http://www.wikidata.org/entity/Q15841966,Regensic science
http://www.wikidata.org/entity/Q16247567,humor studies
http://www.wikidata.org/entity/Q16267481,Greek studies
http://www.wikidata.org/entity/Q16323527,filigranology
http://www.wikidata.org/entity/Q16769609,communication arts
http://www.wikidata.org/entity/Q17002247,divinity
http://www.wikidata.org/entity/Q17027869,human services
http://www.wikidata.org/entity/Q17149027,Taiwan studies
http://www.wikidata.org/entity/Q17386174,astronautical engineering
http://www.wikidata.org/entity/Q17397651,supersonic aerodynamics
http://www.wikidata.org/entity/Q17634913,premilitary instruction
http://www.wikidata.org/entity/Q18088513,Q18088513
http://www.wikidata.org/entity/Q18281409,design culture
http://www.wikidata.org/entity/Q18392412,spongiology
http://www.wikidata.org/entity/Q18415368,socio-anthropology of adolescence
http://www.wikidata.org/entity/Q18420401,"mathematical, physical and natural sciences"
http://www.wikidata.org/entity/Q18564125,business management
http://www.wikidata.org/entity/Q18822510,jazz singing
http://www.wikidata.org/entity/Q19483216,organizational behavior studies
http://www.wikidata.org/entity/Q19924411,forestry science
http://www.wikidata.org/entity/Q20097254,peat chemistry
http://www.wikidata.org/entity/Q20431068,archaeological anthropology
http://www.wikidata.org/entity/Q20640426,Q20640426
http://www.wikidata.org/entity/Q20825773,textile engineering
http://www.wikidata.org/entity/Q20871691,Q20871691
http://www.wikidata.org/entity/Q21002563,Q21002563
http://www.wikidata.org/entity/Q21083421,New Hermeneutic
http://www.wikidata.org/entity/Q21112423,Q21112423
http://www.wikidata.org/entity/Q21572113,data entry and microcomputer applications
http://www.wikidata.org/entity/Q21572183,"modeling, virtual environments and simulation"
http://www.wikidata.org/entity/Q21583222,rabbinic studies
http://www.wikidata.org/entity/Q21698871,theory of machines
http://www.wikidata.org/entity/Q22811962,management studies
http://www.wikidata.org/entity/Q23010558,"area, ethnic, cultural, gender, and group studies"
http://www.wikidata.org/entity/Q23314441,geography and cartography
http://www.wikidata.org/entity/Q24550172,scientific culture
http://www.wikidata.org/entity/Q24901047,Bachelor of Letters
http://www.wikidata.org/entity/Q24962856,engineering studies
http://www.wikidata.org/entity/Q24963174,energy and environmental engineering
http://www.wikidata.org/entity/Q24965354,rangeland management
http://www.wikidata.org/entity/Q25111456,Renaissance studies
http://www.wikidata.org/entity/Q25340364,American literature
http://www.wikidata.org/entity/Q25419089,medical biotechnology
http://www.wikidata.org/entity/Q25472341,Turkic Kulturraum
http://www.wikidata.org/entity/Q26234216,demotics
http://www.wikidata.org/entity/Q26331146,Serbo-Croatian studies
http://www.wikidata.org/entity/Q26830783,Talmudic studies
http://www.wikidata.org/entity/Q27133094,vaccine development
http://www.wikidata.org/entity/Q28595119,television production expert
http://www.wikidata.org/entity/Q28950261,electrical and computer engineering
http://www.wikidata.org/entity/Q29573983,Saqafi
http://www.wikidata.org/entity/Q29585658,book publishing
http://www.wikidata.org/entity/Q29957723,neurobehavioral genetics
http://www.wikidata.org/entity/Q29980364,Hebrew Bible studies
http://www.wikidata.org/entity/Q30082957,Arabian philology
http://www.wikidata.org/entity/Q30671941,multimedia journalism
http://www.wikidata.org/entity/Q30899321,Q30899321
http://www.wikidata.org/entity/Q31837702,Geodesy and Geoinformatics
http://www.wikidata.org/entity/Q33122512,social sciences and humanities
http://www.wikidata.org/entity/Q35832005,Iberian studies
http://www.wikidata.org/entity/Q41607440,design studies
http://www.wikidata.org/entity/Q42170949,tungustology
http://www.wikidata.org/entity/Q42417332,critical university studies
http://www.wikidata.org/entity/Q43400663,natural resource science
http://www.wikidata.org/entity/Q45741429,art geography
http://www.wikidata.org/entity/Q47452440,geography and history
http://www.wikidata.org/entity/Q47489173,Bible as literature
http://www.wikidata.org/entity/Q47491145,historical phonology
http://www.wikidata.org/entity/Q48061040,vegetation ecology
http://www.wikidata.org/entity/Q48258816,history of textiles
http://www.wikidata.org/entity/Q48785284,cultural management
http://www.wikidata.org/entity/Q49840227,speculative fiction studies
http://www.wikidata.org/entity/Q50351536,deep-sea biology
http://www.wikidata.org/entity/Q50490180,protein science
http://www.wikidata.org/entity/Q50490353,protein crystallography
http://www.wikidata.org/entity/Q50840417,marital compatibility
http://www.wikidata.org/entity/Q55029126,scientific metrology
http://www.wikidata.org/entity/Q55033061,applied metrology
http://www.wikidata.org/entity/Q55070421,legal metrology
http://www.wikidata.org/entity/Q55213915,molecular design
http://www.wikidata.org/entity/Q55227852,textile archaeology
http://www.wikidata.org/entity/Q55336315,art
http://www.wikidata.org/entity/Q55338315,Contemporary Mediterranean Studies
http://www.wikidata.org/entity/Q55549024,national security and strategic studies
http://www.wikidata.org/entity/Q55584434,Old Nordic Religion
http://www.wikidata.org/entity/Q55584925,medical life sciences
http://www.wikidata.org/entity/Q55584926,international studies in education
http://www.wikidata.org/entity/Q55585049,Maltese studies
http://www.wikidata.org/entity/Q55585836,renewable energy
http://www.wikidata.org/entity/Q55586006,Viking and Medieval Norse Studies
http://www.wikidata.org/entity/Q55586008,Medieval Icelandic Studies
http://www.wikidata.org/entity/Q55586009,"literature, culture and media"
http://www.wikidata.org/entity/Q55586010,Inter-American Studies
http://www.wikidata.org/entity/Q55586011,Applied Inter-American Studies
http://www.wikidata.org/entity/Q55586091,West Nordic Studies: Governance and Sustainable Management
http://www.wikidata.org/entity/Q55586156,environmental and natural resources
http://www.wikidata.org/entity/Q55659895,conflict analysis & resolution
http://www.wikidata.org/entity/Q55659899,International Trade
http://www.wikidata.org/entity/Q55659900,political science and international relations
http://www.wikidata.org/entity/Q55659935,visual arts and visual communication design
http://www.wikidata.org/entity/Q55659937,"molecular biology, genetics, and bioengineering"
http://www.wikidata.org/entity/Q55659941,materials science and nanoengineering
http://www.wikidata.org/entity/Q55659958,business management for business manager
http://www.wikidata.org/entity/Q55693877,ecoeconomics and business
http://www.wikidata.org/entity/Q55693903,informatics: computer multimedia
http://www.wikidata.org/entity/Q55713991,tourism and hospitality management
http://www.wikidata.org/entity/Q55713996,accounting and auditing
http://www.wikidata.org/entity/Q55713999,information management
http://www.wikidata.org/entity/Q55714001,innovation and entrepreneurship
http://www.wikidata.org/entity/Q55714014,sport and health education
http://www.wikidata.org/entity/Q55714018,exercise science and coaching
http://www.wikidata.org/entity/Q55714778,natural resources law and international environmental law
http://www.wikidata.org/entity/Q57721430,geosciences
http://www.wikidata.org/entity/Q64348012,information and communication engineering
http://www.wikidata.org/entity/Q64687910,iTaukei Language and Culture
http://www.wikidata.org/entity/Q64689164,double major
http://www.wikidata.org/entity/Q64800615,literature and language
http://www.wikidata.org/entity/Q64800625,Pacific Policing
http://www.wikidata.org/entity/Q64800628,technology strand
http://www.wikidata.org/entity/Q64800769,quantum technology
http://www.wikidata.org/entity/Q64802419,industrial energy processes and sustainability
http://www.wikidata.org/entity/Q64803113,sustainable energy conversion processes
http://www.wikidata.org/entity/Q64803273,sustainable energy in buildings and built environment
http://www.wikidata.org/entity/Q64803586,sustainable energy systems and markets
http://www.wikidata.org/entity/Q64810360,politics/international affairs
http://www.wikidata.org/entity/Q64811445,networks and security
http://www.wikidata.org/entity/Q64811452,geospatial science
http://www.wikidata.org/entity/Q64812745,social policy and administration
http://www.wikidata.org/entity/Q64898507,molecular biosciences
http://www.wikidata.org/entity/Q65007471,Academic English Studies and Linguistics
http://www.wikidata.org/entity/Q65007494,classical studies and ancient history
http://www.wikidata.org/entity/Q65007508,communication
http://www.wikidata.org/entity/Q65007547,Huarahi Māori
http://www.wikidata.org/entity/Q65007594,primary teaching
http://www.wikidata.org/entity/Q65007799,green chemical science
http://www.wikidata.org/entity/Q65048723,Hellenic Culture
http://www.wikidata.org/entity/Q65096458,musical arts
http://www.wikidata.org/entity/Q65096488,clinical education
http://www.wikidata.org/entity/Q65096622,social and community leadership
http://www.wikidata.org/entity/Q66005025,Q66005025
http://www.wikidata.org/entity/Q66027248,"Zootechnics, biotechnology and selective breeding"
http://www.wikidata.org/entity/Q66027417,agro-industrial complex management
http://www.wikidata.org/entity/Q66816515,Q66816515
http://www.wikidata.org/entity/Q66816518,State Management of the National Economy
http://www.wikidata.org/entity/Q67167509,informatics duta wacana christian university
http://www.wikidata.org/entity/Q67168022,information system duta wacana christian university
http://www.wikidata.org/entity/Q67364833,biometry
http://www.wikidata.org/entity/Q73672877,history & literature
http://www.wikidata.org/entity/Q85884626,liberal studies
http://www.wikidata.org/entity/Q85906285,"informatics engineering, faculty of engineering, lampung university"
http://www.wikidata.org/entity/Q86619995,genre theory
http://www.wikidata.org/entity/Q87593377,globalization studies
http://www.wikidata.org/entity/Q89810840,Agricultural Mechanization
http://www.wikidata.org/entity/Q89811128,State and Local Government
http://www.wikidata.org/entity/Q90240997,Q90240997
http://www.wikidata.org/entity/Q90313860,Q90313860
http://www.wikidata.org/entity/Q92177358,"accounting, control and analysis of economic activity"
http://www.wikidata.org/entity/Q92197816,Finances and Credit
http://www.wikidata.org/entity/Q96379173,genome informatics
http://www.wikidata.org/entity/Q97112388,administration of marines and shipbuilding units
http://www.wikidata.org/entity/Q99284744,Q99284744
http://www.wikidata.org/entity/Q99284887,Q99284887
http://www.wikidata.org/entity/Q4314780,nationalism studies
http://www.wikidata.org/entity/Q4355306,moral psychology
http://www.wikidata.org/entity/Q4356367,philosophical theology
http://www.wikidata.org/entity/Q4364900,plethysmography
http://www.wikidata.org/entity/Q4387041,watershed management
http://www.wikidata.org/entity/Q4390239,counseling
http://www.wikidata.org/entity/Q4411719,sacred theology
http://www.wikidata.org/entity/Q4456813,technical chemistry
http://www.wikidata.org/entity/Q4489420,industrial engineering
http://www.wikidata.org/entity/Q4676302,Canadian studies
http://www.wikidata.org/entity/Q4693974,agricultural soil science
http://www.wikidata.org/entity/Q4781596,applied engineering
http://www.wikidata.org/entity/Q4782633,aquacultural engineering
http://www.wikidata.org/entity/Q4801095,artificial psychology
http://www.wikidata.org/entity/Q4806809,Asian studies
http://www.wikidata.org/entity/Q4817130,atmospherics
http://www.wikidata.org/entity/Q4828699,aeronautical engineering
http://www.wikidata.org/entity/Q4915151,biomolecular engineering
http://www.wikidata.org/entity/Q4917288,control engineering
http://www.wikidata.org/entity/Q4971458,British studies
http://www.wikidata.org/entity/Q5001829,business analytics
http://www.wikidata.org/entity/Q5001951,business studies
http://www.wikidata.org/entity/Q5051759,catchment hydrology
http://www.wikidata.org/entity/Q5060376,Central Asian studies
http://www.wikidata.org/entity/Q5141229,cognitive phonology
http://www.wikidata.org/entity/Q5157299,computational sustainability
http://www.wikidata.org/entity/Q5157307,computational criminology
http://www.wikidata.org/entity/Q5157316,computational geophysics
http://www.wikidata.org/entity/Q5157344,computational transportation science
http://www.wikidata.org/entity/Q5158531,concert production
http://www.wikidata.org/entity/Q5159047,Concrete Industry Management
http://www.wikidata.org/entity/Q5308718,early modern period
http://www.wikidata.org/entity/Q5333239,environmental humanities
http://www.wikidata.org/entity/Q5333289,ecology and evolutionary biology
http://www.wikidata.org/entity/Q5333460,economic entomology
http://www.wikidata.org/entity/Q5333597,economics of scientific knowledge
http://www.wikidata.org/entity/Q5341291,educational leadership
http://www.wikidata.org/entity/Q5362857,oral kinesiology
http://www.wikidata.org/entity/Q5374252,empirical psychology
http://www.wikidata.org/entity/Q5380492,Entertainment technology
http://www.wikidata.org/entity/Q5533546,genre studies
http://www.wikidata.org/entity/Q5533986,geodesign
http://www.wikidata.org/entity/Q5548545,geospatial engineering
http://www.wikidata.org/entity/Q5654877,international studies
http://www.wikidata.org/entity/Q5712543,hemorheology
http://www.wikidata.org/entity/Q5766501,Hindu studies
http://www.wikidata.org/entity/Q5774812,history and philosophy of science
http://www.wikidata.org/entity/Q5916079,metallurgical engineering
http://www.wikidata.org/entity/Q6005485,mass communication research
http://www.wikidata.org/entity/Q6024668,indigenous archaeology
http://www.wikidata.org/entity/Q6030887,information technology architecture
http://www.wikidata.org/entity/Q6031015,theater arts education
http://www.wikidata.org/entity/Q6054533,international communication
http://www.wikidata.org/entity/Q6060491,invertebrate paleontology
http://www.wikidata.org/entity/Q6067965,childhood pedagogy
http://www.wikidata.org/entity/Q6098912,Turkish Language and Literature
http://www.wikidata.org/entity/Q6457238,world history
http://www.wikidata.org/entity/Q6495391,late modern period
http://www.wikidata.org/entity/Q6497044,history of literature
http://www.wikidata.org/entity/Q6556376,lipidomics
http://www.wikidata.org/entity/Q6647565,literae humaniores
http://www.wikidata.org/entity/Q6701907,social communication
http://www.wikidata.org/entity/Q6745636,industrial chemistry
http://www.wikidata.org/entity/Q6785161,Master of Business Systems
http://www.wikidata.org/entity/Q6785172,Master of Commerce
http://www.wikidata.org/entity/Q6941977,music librarianship
http://www.wikidata.org/entity/Q6942562,musical performance
http://www.wikidata.org/entity/Q7007095,Land of Israel Studies and Archaeology
http://www.wikidata.org/entity/Q7132695,paper studies
http://www.wikidata.org/entity/Q7140480,particle-size analysis
http://www.wikidata.org/entity/Q7143049,pastoral counseling
http://www.wikidata.org/entity/Q7168264,performance studies
http://www.wikidata.org/entity/Q7170261,Persian studies
http://www.wikidata.org/entity/Q7180763,pharmaceutical sciences
http://www.wikidata.org/entity/Q7229751,popular culture studies
http://www.wikidata.org/entity/Q7234391,postmodernist anthropology
http://www.wikidata.org/entity/Q7256417,psychology of film
http://www.wikidata.org/entity/Q7281262,radioglaciology
http://www.wikidata.org/entity/Q7306175,redology
http://www.wikidata.org/entity/Q7478098,occupational health
http://www.wikidata.org/entity/Q7551361,social science education
http://www.wikidata.org/entity/Q7559155,Somali studies
http://www.wikidata.org/entity/Q7571745,Soviet and Communist studies
http://www.wikidata.org/entity/Q7628268,studio art
http://www.wikidata.org/entity/Q7661192,symbolic systems
http://www.wikidata.org/entity/Q7663779,systematic musicology
http://www.wikidata.org/entity/Q7683174,Tangutology
http://www.wikidata.org/entity/Q7782365,theoretical ecology
http://www.wikidata.org/entity/Q7782373,theoretical psychology
http://www.wikidata.org/entity/Q7833793,transatlantic studies
http://www.wikidata.org/entity/Q7878687,Nutritional Psychology
http://www.wikidata.org/entity/Q7884093,family and consumer science
http://www.wikidata.org/entity/Q8772471,educommunication
http://www.wikidata.org/entity/Q9259810,Latvian studies
http://www.wikidata.org/entity/Q9292847,history of cinema
http://www.wikidata.org/entity/Q9295368,aquatic botany
http://www.wikidata.org/entity/Q9299550,military history of Portugal
http://www.wikidata.org/entity/Q9378283,Q9378283
http://www.wikidata.org/entity/Q10296989,soft science
http://www.wikidata.org/entity/Q10308243,Q10308243
http://www.wikidata.org/entity/Q117227245,Q117227245
http://www.wikidata.org/entity/Q117812234,medieval art historian
http://www.wikidata.org/entity/Q118189177,human resources development
http://www.wikidata.org/entity/Q118744842,new technology
http://www.wikidata.org/entity/Q118987766,South and Southeast Asian languages
http://www.wikidata.org/entity/Q119950618,diatomology
http://www.wikidata.org/entity/Q120280116,theatre management
http://www.wikidata.org/entity/Q120829059,Q120829059
http://www.wikidata.org/entity/Q120986019,mental health counseling
http://www.wikidata.org/entity/Q121084857,global security
http://www.wikidata.org/entity/Q122705444,dairy science
http://www.wikidata.org/entity/Q123169615,Syracuse University Citizenship and Civic Engagement Undergraduate Program
http://www.wikidata.org/entity/Q123654087,nautical cartography
http://www.wikidata.org/entity/Q124169221,"Evaluation, Measurement and Research"
http://www.wikidata.org/entity/Q124468378,geoinformation science
http://www.wikidata.org/entity/Q124471792,geospatial information science
http://www.wikidata.org/entity/Q124623971,Geodesy and Geoinformation
http://www.wikidata.org/entity/Q124623978,Cartography & GIS
http://www.wikidata.org/entity/Q124624035,studies in cartography
http://www.wikidata.org/entity/Q124629477,Soil science and biogeography
http://www.wikidata.org/entity/Q125197414,transportation safety administration
http://www.wikidata.org/entity/Q125367668,Political Economy of Natural Resources
http://www.wikidata.org/entity/Q125464837,Galician studies
http://www.wikidata.org/entity/Q126481638,International Media Computing
http://www.wikidata.org/entity/Q127506551,Q127506551
http://www.wikidata.org/entity/Q127522898,oral biology
http://www.wikidata.org/entity/Q127598368,Management of Agro-Industrial Complex Enterprises
http://www.wikidata.org/entity/Q127656899,Pekingology
http://www.wikidata.org/entity/Q129254777,government studies
http://www.wikidata.org/entity/Q129978142,Sylheti studies
http://www.wikidata.org/entity/Q130427619,international health
http://www.wikidata.org/entity/Q131006663,Q131006663
http://www.wikidata.org/entity/Q131154259,video game composition
http://www.wikidata.org/entity/Q131289096,Computer technology
http://www.wikidata.org/entity/Q131782974,green biotechnology
http://www.wikidata.org/entity/Q132816556,Q132816556
http://www.wikidata.org/entity/Q133546019,English and Comparative Literature
http://www.wikidata.org/entity/Q134405160,multilateral diplomacy
http://www.wikidata.org/entity/Q134452785,folk crafts
http://www.wikidata.org/entity/Q134507581,Ethical Human-AI Interaction
http://www.wikidata.org/entity/Q134561626,administration and planning
