
item,itemLabel,itemDescription,enwiki,period,periodLabel,start,end,instance,instanceLabel
http://www.wikidata.org/entity/Q5748082,Canton of Tedote,"Guanche canton of La Palma, Canary Islands",,http://www.wikidata.org/entity/Q219995,Guanches,http://www.wikidata.org/.well-known/genid/12c6e603ff6e0158cd3d1bff258be399,1493-05-12T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q3517541,Temple of Bêl,"temple building located on the northwest side of Dura-Europos, Syria","Temple of Bel, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/174787c6c373d2336d1e0342e07b6af6,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q9904423,Dapeng,state during the late Shang dynasty,Dapeng (state),http://www.wikidata.org/entity/Q11761,Bronze Age,http://www.wikidata.org/.well-known/genid/45e555cb438320bdca0b79168a9b7209,-1059-01-01T00:00:00Z,http://www.wikidata.org/entity/Q836688,ancient Chinese state
http://www.wikidata.org/entity/Q10971,Gallia Lugdunensis,province of the Roman Empire (area now part of France),Gallia Lugdunensis,http://www.wikidata.org/entity/Q2277,Roman Empire,http://www.wikidata.org/.well-known/genid/490e2a059cf2c715cc93620f5e919f79,0486-01-01T00:00:00Z,http://www.wikidata.org/entity/Q182547,Roman province
http://www.wikidata.org/entity/Q5748085,Canton of Tigalate,,,http://www.wikidata.org/entity/Q219995,Guanches,http://www.wikidata.org/.well-known/genid/9d7d96337d60ca96143fa60bd0c30247,1493-05-12T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q11330143,hinamori,Ancient Japanese title,Hinamori (official),http://www.wikidata.org/entity/Q207858,Yayoi period,http://www.wikidata.org/.well-known/genid/b8dfa2c241a210057ce048e50307bf5e,http://www.wikidata.org/.well-known/genid/7a9cd00b12df434f3acc2b9aa40f7dbf,http://www.wikidata.org/entity/Q11452125,East Asian government position
http://www.wikidata.org/entity/Q11330143,hinamori,Ancient Japanese title,Hinamori (official),http://www.wikidata.org/entity/Q207858,Yayoi period,http://www.wikidata.org/.well-known/genid/b8dfa2c241a210057ce048e50307bf5e,http://www.wikidata.org/.well-known/genid/7a9cd00b12df434f3acc2b9aa40f7dbf,http://www.wikidata.org/entity/Q16631188,military position
http://www.wikidata.org/entity/Q21280826,Q21280826,,,http://www.wikidata.org/entity/Q185047,Spring and Autumn period,http://www.wikidata.org/.well-known/genid/ba677e0d9971ac45e74310a094a44928,http://www.wikidata.org/.well-known/genid/844a784aa76c8aabb3e49c2f4d462085,http://www.wikidata.org/entity/Q836688,ancient Chinese state
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q19860854,destroyed building or structure
http://www.wikidata.org/entity/Q86664800,Temple in Block X7,small temple located to the northeast inside the military sector at Dura-Europos,Dolicheneum,http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/ce4c1e958dd1b678f09dee6cefd76236,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q123587939,Dolichenum
http://www.wikidata.org/entity/Q11497452,Touma country,former country in Japan,Toumakoku,http://www.wikidata.org/entity/Q207858,Yayoi period,http://www.wikidata.org/.well-known/genid/ddabae1bc688bb7ab55ca05003bcf6d7,1000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3024240,historical country
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q44539,temple
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109607,ruins
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q210272,cultural heritage
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q814254,feature
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123437479,"Roman Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q123438122,"Arsacid Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q56293428,"Temple of Adonis, Dura-Europos","Temple attributed to the cult of Adonis on Block L5, Dura-Europos, Syria.","Temple of Adonis, Dura-Europos",http://www.wikidata.org/entity/Q124355469,"Hellenistic Period, Dura-Europos (Syria)",http://www.wikidata.org/.well-known/genid/fcfbb207a76620ff1df1998f3bf14dda,0256-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2065736,cultural property
http://www.wikidata.org/entity/Q1938548,Mirovia,hypothesized superocean surrounding the supercontinent Rodinia in the Neoproterozoic Era,Mirovia,http://www.wikidata.org/entity/Q191935,Neoproterozoic,-1100000000-01-01T00:00:00Z,-800000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q20018921,historic superocean
http://www.wikidata.org/entity/Q1144136,Marinoan glaciation,glaciation,Marinoan glaciation,http://www.wikidata.org/entity/Q507402,Cryogenian,-650000000-01-01T00:00:00Z,-635000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q602963,glacial period
http://www.wikidata.org/entity/Q581244,Iapetus Ocean,historic ocean,Iapetus Ocean,http://www.wikidata.org/entity/Q191935,Neoproterozoic,-600000000-01-01T00:00:00Z,-400000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11802343,historic ocean
http://www.wikidata.org/entity/Q581244,Iapetus Ocean,historic ocean,Iapetus Ocean,http://www.wikidata.org/entity/Q75507,Paleozoic,-600000000-01-01T00:00:00Z,-400000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11802343,historic ocean
http://www.wikidata.org/entity/Q5599717,Great Ordovician Biodiversification Event,evolutionary radiation of animal life throughout the Ordovician period,Great Ordovician Biodiversification Event,http://www.wikidata.org/entity/Q62100,Ordovician,-497050000-01-01T00:00:00Z,-467330000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q4914809,bioevent
http://www.wikidata.org/entity/Q840828,Variscan orogeny,Collision of tectonic plates resulting in the creation of mountains,Variscan orogeny,http://www.wikidata.org/entity/Q75507,Paleozoic,-380000000-01-01T00:00:00Z,-280000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11514315,historical period
http://www.wikidata.org/entity/Q840828,Variscan orogeny,Collision of tectonic plates resulting in the creation of mountains,Variscan orogeny,http://www.wikidata.org/entity/Q22158748,Upper Paleozoic,-380000000-01-01T00:00:00Z,-280000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11514315,historical period
http://www.wikidata.org/entity/Q136093216,Meliata Ocean,Ocean that existed in the Mesozoic eras,Meliata Ocean,http://www.wikidata.org/entity/Q375784,Oxfordian,-246000000-01-01T00:00:00Z,-161000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11802343,historic ocean
http://www.wikidata.org/entity/Q136093216,Meliata Ocean,Ocean that existed in the Mesozoic eras,Meliata Ocean,http://www.wikidata.org/entity/Q549024,Anisian,-246000000-01-01T00:00:00Z,-161000000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q11802343,historic ocean
http://www.wikidata.org/entity/Q127882377,Thousand Creek Formation,geological formation,,http://www.wikidata.org/entity/Q103924,Neogene,-10300000-01-01T00:00:00Z,-4900000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q736917,geological formation
http://www.wikidata.org/entity/Q127882377,Thousand Creek Formation,geological formation,,http://www.wikidata.org/entity/Q5712685,Hemphillian,-10300000-01-01T00:00:00Z,-4900000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q736917,geological formation
http://www.wikidata.org/entity/Q14663456,Riss glaciation,alpine glacial period in the Pleistocene epoch,Riss glaciation,http://www.wikidata.org/entity/Q25546,Pleistocene,-200000-01-01T00:00:00Z,-125000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q602963,glacial period
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q575630,Later Stone Age,-145000-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q626270,Middle Paleolithic,-145000-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q575630,Later Stone Age,-145000-01-01T00:00:00Z,-16000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q626270,Middle Paleolithic,-145000-01-01T00:00:00Z,-16000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q754949,Last Glacial Period,glacial period,Last Glacial Period,http://www.wikidata.org/entity/Q498831,Late Pleistocene,-113000-01-01T00:00:00Z,-9700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q602963,glacial period
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q575630,Later Stone Age,-38000-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q626270,Middle Paleolithic,-38000-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q575630,Later Stone Age,-38000-01-01T00:00:00Z,-16000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q204134,Aterian,archaeological culture,Aterian,http://www.wikidata.org/entity/Q626270,Middle Paleolithic,-38000-01-01T00:00:00Z,-16000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q1441331,Franchthi Cave,"cave in Peloponnese, Greece",Franchthi Cave,http://www.wikidata.org/entity/Q36422,Neolithic,-38000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q35509,cave
http://www.wikidata.org/entity/Q1441331,Franchthi Cave,"cave in Peloponnese, Greece",Franchthi Cave,http://www.wikidata.org/entity/Q40203,Paleolithic,-38000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q35509,cave
http://www.wikidata.org/entity/Q1441331,Franchthi Cave,"cave in Peloponnese, Greece",Franchthi Cave,http://www.wikidata.org/entity/Q36422,Neolithic,-38000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1441331,Franchthi Cave,"cave in Peloponnese, Greece",Franchthi Cave,http://www.wikidata.org/entity/Q40203,Paleolithic,-38000-01-01T00:00:00Z,-2999-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1497675,Xiaonanhai Culture,archaeological culture,,http://www.wikidata.org/entity/Q479505,Upper Paleolithic,-20650-01-01T00:00:00Z,-19650-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q60259056,African humid period,Holocene climate period during which Africa was wetter than today,African humid period,http://www.wikidata.org/entity/Q25445,Holocene,-13500-01-01T00:00:00Z,-3500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15401633,archaeological period
http://www.wikidata.org/entity/Q1540418,Nanzhuangtou,archaeological site,Nanzhuangtou,http://www.wikidata.org/entity/Q36422,Neolithic,-12600-01-01T00:00:00Z,-11300-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q4178402,Tell Qaramel,archaeological site in Syria,Tell Qaramel,http://www.wikidata.org/entity/Q36422,Neolithic,-10900-01-01T00:00:00Z,-8700-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q1427189,Mureybet,"archaeological site under Lake Assad in ar-Raqqah, Syria",Mureybet,http://www.wikidata.org/entity/Q733489,Natufian culture,-10200-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q1427189,Mureybet,"archaeological site under Lake Assad in ar-Raqqah, Syria",Mureybet,http://www.wikidata.org/entity/Q897323,Pre-Pottery Neolithic B,-10200-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q1427189,Mureybet,"archaeological site under Lake Assad in ar-Raqqah, Syria",Mureybet,http://www.wikidata.org/entity/Q1047444,Pre-Pottery Neolithic A,-10200-01-01T00:00:00Z,-8000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q1054046,Neolithic in the Near East,prehistoric period in West Asia,Neolithic in the Near East,http://www.wikidata.org/entity/Q36422,Neolithic,-10000-01-01T00:00:00Z,-6000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15401633,archaeological period
http://www.wikidata.org/entity/Q1047444,Pre-Pottery Neolithic A,archaeological culture,Pre-Pottery Neolithic A,http://www.wikidata.org/entity/Q1413970,10th millennium BC,-10000-01-01T00:00:00Z,-8800-01-01T00:00:00Z,http://www.wikidata.org/entity/Q465299,archaeological culture
http://www.wikidata.org/entity/Q21789801,Sant Gregori Archeological site,Stone age site in Catalonia,,http://www.wikidata.org/entity/Q36422,Neolithic,-10000-01-01T00:00:00Z,-6500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q21789801,Sant Gregori Archeological site,Stone age site in Catalonia,,http://www.wikidata.org/entity/Q479505,Upper Paleolithic,-10000-01-01T00:00:00Z,-6500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
http://www.wikidata.org/entity/Q21789801,Sant Gregori Archeological site,Stone age site in Catalonia,,http://www.wikidata.org/entity/Q36422,Neolithic,-10000-01-01T00:00:00Z,-6500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1149405,rock shelter
http://www.wikidata.org/entity/Q21789801,Sant Gregori Archeological site,Stone age site in Catalonia,,http://www.wikidata.org/entity/Q479505,Upper Paleolithic,-10000-01-01T00:00:00Z,-6500-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1149405,rock shelter
http://www.wikidata.org/entity/Q214944,Göbekli Tepe,neolithic archaeological site in Turkey,Göbekli Tepe,http://www.wikidata.org/entity/Q36422,Neolithic,-9999-01-01T00:00:00Z,-7000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q755017,tell
http://www.wikidata.org/entity/Q214944,Göbekli Tepe,neolithic archaeological site in Turkey,Göbekli Tepe,http://www.wikidata.org/entity/Q36422,Neolithic,-9999-01-01T00:00:00Z,-7000-01-01T00:00:00Z,http://www.wikidata.org/entity/Q839954,archaeological site
