item,itemLabel,parent,parentLabel
http://www.wikidata.org/entity/Q4896466,meaningful learning,http://www.wikidata.org/entity/Q133500,learning
http://www.wikidata.org/entity/Q4986688,built environment,http://www.wikidata.org/entity/Q486972,human settlement
http://www.wikidata.org/entity/Q4986688,built environment,http://www.wikidata.org/entity/Q2249676,environment
http://www.wikidata.org/entity/Q193181,observation,http://www.wikidata.org/entity/Q107339018,noticing
http://www.wikidata.org/entity/Q194152,parsing,http://www.wikidata.org/entity/Q500669,technical process
http://www.wikidata.org/entity/Q194152,parsing,http://www.wikidata.org/entity/Q3249551,process
http://www.wikidata.org/entity/Q201486,history of science,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q201486,history of science,http://www.wikidata.org/entity/Q1066186,study of history
http://www.wikidata.org/entity/Q202833,social media,http://www.wikidata.org/entity/Q340169,communications media
http://www.wikidata.org/entity/Q202833,social media,http://www.wikidata.org/entity/Q107307154,virtual place
http://www.wikidata.org/entity/Q206904,R,,
http://www.wikidata.org/entity/Q213891,geochronology,http://www.wikidata.org/entity/Q130788,chronology
http://www.wikidata.org/entity/Q214781,condensed matter physics,http://www.wikidata.org/entity/Q413,physics
http://www.wikidata.org/entity/Q214781,condensed matter physics,http://www.wikidata.org/entity/Q21213340,continuum physics
http://www.wikidata.org/entity/Q224055,abstraction,http://www.wikidata.org/entity/Q2695280,technique
http://www.wikidata.org/entity/Q272737,phenology,http://www.wikidata.org/entity/Q420,biology
http://www.wikidata.org/entity/Q294896,ecogenetics,,
http://www.wikidata.org/entity/Q294985,Ecological agricultural sciences,,
http://www.wikidata.org/entity/Q295354,law and economics,http://www.wikidata.org/entity/Q3296256,applied economics
http://www.wikidata.org/entity/Q295354,law and economics,http://www.wikidata.org/entity/Q4932206,jurisprudence
http://www.wikidata.org/entity/Q296210,ecotrophology,http://www.wikidata.org/entity/Q425694,home economics
http://www.wikidata.org/entity/Q296210,ecotrophology,http://www.wikidata.org/entity/Q17652193,nutritional science
http://www.wikidata.org/entity/Q297672,oenology,http://www.wikidata.org/entity/Q110735073,oenology and viticulture
http://www.wikidata.org/entity/Q324254,ontology,http://www.wikidata.org/entity/Q593744,knowledge base
http://www.wikidata.org/entity/Q324254,ontology,http://www.wikidata.org/entity/Q1172480,data model
http://www.wikidata.org/entity/Q324254,ontology,http://www.wikidata.org/entity/Q1397073,data schema
http://www.wikidata.org/entity/Q324254,ontology,http://www.wikidata.org/entity/Q2101564,specification
http://www.wikidata.org/entity/Q324254,ontology,http://www.wikidata.org/entity/Q6423319,knowledge organization system
http://www.wikidata.org/entity/Q330268,decision support system,http://www.wikidata.org/entity/Q121182,information system
http://www.wikidata.org/entity/Q330268,decision support system,http://www.wikidata.org/entity/Q1391080,business software
http://www.wikidata.org/entity/Q333657,communication design,,
http://www.wikidata.org/entity/Q334823,structural geology,http://www.wikidata.org/entity/Q128894857,physical geology
http://www.wikidata.org/entity/Q338346,microscale meteorology,http://www.wikidata.org/entity/Q25261,meteorology
http://www.wikidata.org/entity/Q386780,association rule learning,http://www.wikidata.org/entity/Q172491,data mining
http://www.wikidata.org/entity/Q387196,description logic,http://www.wikidata.org/entity/Q192161,formal language
http://www.wikidata.org/entity/Q396152,agrometeorology,http://www.wikidata.org/entity/Q25261,meteorology
http://www.wikidata.org/entity/Q396152,agrometeorology,http://www.wikidata.org/entity/Q1898366,bioclimatology
http://www.wikidata.org/entity/Q396152,agrometeorology,http://www.wikidata.org/entity/Q3606845,agricultural science
http://www.wikidata.org/entity/Q396338,agroecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q396338,agroecology,http://www.wikidata.org/entity/Q3606845,agricultural science
http://www.wikidata.org/entity/Q435608,ancient history,http://www.wikidata.org/entity/Q1066186,study of history
http://www.wikidata.org/entity/Q455928,paleornithology,http://www.wikidata.org/entity/Q7205,paleontology
http://www.wikidata.org/entity/Q455928,paleornithology,http://www.wikidata.org/entity/Q3634677,vertebrate paleontology
http://www.wikidata.org/entity/Q456632,information privacy,http://www.wikidata.org/entity/Q188728,privacy
http://www.wikidata.org/entity/Q456632,information privacy,http://www.wikidata.org/entity/Q23647168,data protection
http://www.wikidata.org/entity/Q456632,information privacy,http://www.wikidata.org/entity/Q59157175,information protection
http://www.wikidata.org/entity/Q456962,data fusion,http://www.wikidata.org/entity/Q1149776,data management
http://www.wikidata.org/entity/Q457396,ambient intelligence,,
http://www.wikidata.org/entity/Q461183,text corpus,http://www.wikidata.org/entity/Q386724,work
http://www.wikidata.org/entity/Q461183,text corpus,http://www.wikidata.org/entity/Q2668072,collection
http://www.wikidata.org/entity/Q461183,text corpus,http://www.wikidata.org/entity/Q3997298,training set
http://www.wikidata.org/entity/Q461183,text corpus,http://www.wikidata.org/entity/Q59157871,text database
http://www.wikidata.org/entity/Q483130,geographic information system,http://www.wikidata.org/entity/Q121182,information system
http://www.wikidata.org/entity/Q483130,geographic information system,http://www.wikidata.org/entity/Q166142,application
http://www.wikidata.org/entity/Q483130,geographic information system,http://www.wikidata.org/entity/Q2695280,technique
http://www.wikidata.org/entity/Q488059,philosophical anthropology,http://www.wikidata.org/entity/Q5891,philosophy
http://www.wikidata.org/entity/Q488059,philosophical anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q490354,engineering psychology,http://www.wikidata.org/entity/Q9418,psychology
http://www.wikidata.org/entity/Q501688,context awareness,,
http://www.wikidata.org/entity/Q502038,extragalactic astronomy,http://www.wikidata.org/entity/Q333,astronomy
http://www.wikidata.org/entity/Q515701,linked data,http://www.wikidata.org/entity/Q7094076,online database
http://www.wikidata.org/entity/Q515701,linked data,http://www.wikidata.org/entity/Q26813700,structured data
http://www.wikidata.org/entity/Q577555,ophiology,http://www.wikidata.org/entity/Q9307400,reptiliology
http://www.wikidata.org/entity/Q579716,user-generated content,http://www.wikidata.org/entity/Q3948731,web content
http://www.wikidata.org/entity/Q593744,knowledge base,http://www.wikidata.org/entity/Q8513,database
http://www.wikidata.org/entity/Q593744,knowledge base,http://www.wikidata.org/entity/Q788790,documentation
http://www.wikidata.org/entity/Q593744,knowledge base,http://www.wikidata.org/entity/Q1063801,tertiary source
http://www.wikidata.org/entity/Q593744,knowledge base,http://www.wikidata.org/entity/Q2623243,conceptual model
http://www.wikidata.org/entity/Q601854,digital anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q603944,data transformation,http://www.wikidata.org/entity/Q1799072,method
http://www.wikidata.org/entity/Q603944,data transformation,http://www.wikidata.org/entity/Q12202238,transformation
http://www.wikidata.org/entity/Q629350,labor studies,,
http://www.wikidata.org/entity/Q632897,digital preservation,http://www.wikidata.org/entity/Q48797981,data preservation
http://www.wikidata.org/entity/Q632897,digital preservation,http://www.wikidata.org/entity/Q123751128,gathering
http://www.wikidata.org/entity/Q632897,digital preservation,http://www.wikidata.org/entity/Q123819222,storing
http://www.wikidata.org/entity/Q635336,dependency injection,http://www.wikidata.org/entity/Q666438,inversion of control
http://www.wikidata.org/entity/Q635374,architectural education,http://www.wikidata.org/entity/Q8434,education
http://www.wikidata.org/entity/Q635374,architectural education,http://www.wikidata.org/entity/Q352842,teaching
http://www.wikidata.org/entity/Q638608,software development,http://www.wikidata.org/entity/Q739302,economic production
http://www.wikidata.org/entity/Q638608,software development,http://www.wikidata.org/entity/Q880371,software industry
http://www.wikidata.org/entity/Q638608,software development,http://www.wikidata.org/entity/Q1395034,new product development
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q38157,African studies
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q119190,medieval studies
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q1377029,European studies
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q4806809,Asian studies
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q12211529,Middle Eastern studies
http://www.wikidata.org/entity/Q648154,Byzantine studies,http://www.wikidata.org/entity/Q136980874,Roman studies
http://www.wikidata.org/entity/Q666438,inversion of control,http://www.wikidata.org/entity/Q846636,software architecture
http://www.wikidata.org/entity/Q700919,chemical ecology,http://www.wikidata.org/entity/Q2329,chemistry
http://www.wikidata.org/entity/Q700919,chemical ecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q722609,MARC standards,,
http://www.wikidata.org/entity/Q749647,interoperability,http://www.wikidata.org/entity/Q937228,property
http://www.wikidata.org/entity/Q772835,linguistic anthropology,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q772835,linguistic anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q780743,Tajwid,http://www.wikidata.org/entity/Q1680700,recitation
http://www.wikidata.org/entity/Q812540,Bayesian network,,
http://www.wikidata.org/entity/Q816826,information retrieval,http://www.wikidata.org/entity/Q11540953,search
http://www.wikidata.org/entity/Q816826,information retrieval,http://www.wikidata.org/entity/Q110458263,taking
http://www.wikidata.org/entity/Q818362,user modeling,,
http://www.wikidata.org/entity/Q840067,Defeasible reasoning,,
http://www.wikidata.org/entity/Q840400,evolutionary biology,http://www.wikidata.org/entity/Q5333289,ecology and evolutionary biology
http://www.wikidata.org/entity/Q842017,building information modeling,http://www.wikidata.org/entity/Q10843872,process
http://www.wikidata.org/entity/Q842017,building information modeling,http://www.wikidata.org/entity/Q12015335,branch of engineering
http://www.wikidata.org/entity/Q60195,semiotics,http://www.wikidata.org/entity/Q84771819,interdisciplinary program
http://www.wikidata.org/entity/Q77590,civil engineering,http://www.wikidata.org/entity/Q11023,engineering
http://www.wikidata.org/entity/Q77590,civil engineering,http://www.wikidata.org/entity/Q136580777,civil and environmental engineering
http://www.wikidata.org/entity/Q80083,humanities,http://www.wikidata.org/entity/Q33122512,social sciences and humanities
http://www.wikidata.org/entity/Q80993,software engineering,http://www.wikidata.org/entity/Q21198,computer science
http://www.wikidata.org/entity/Q80993,software engineering,http://www.wikidata.org/entity/Q682496,systems engineering
http://www.wikidata.org/entity/Q83353,mineralogy,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q83944,human evolution,http://www.wikidata.org/entity/Q1063,evolution
http://www.wikidata.org/entity/Q83944,human evolution,http://www.wikidata.org/entity/Q7206,paleoanthropology
http://www.wikidata.org/entity/Q94702,collaborative filtering,,
http://www.wikidata.org/entity/Q102066,navigation,http://www.wikidata.org/entity/Q205961,skill
http://www.wikidata.org/entity/Q102066,navigation,http://www.wikidata.org/entity/Q451967,intentional human activity
http://www.wikidata.org/entity/Q102904,volcanology,,
http://www.wikidata.org/entity/Q104499,planetary science,http://www.wikidata.org/entity/Q1195766,space sciences
http://www.wikidata.org/entity/Q114409,Turtle,http://www.wikidata.org/entity/Q44044,N-Triples
http://www.wikidata.org/entity/Q114409,Turtle,http://www.wikidata.org/entity/Q1424987,Notation3
http://www.wikidata.org/entity/Q118301,orthodontics,http://www.wikidata.org/entity/Q12128,dentistry
http://www.wikidata.org/entity/Q121176,nursing,http://www.wikidata.org/entity/Q11190,medicine
http://www.wikidata.org/entity/Q121176,nursing,http://www.wikidata.org/entity/Q2421951,care
http://www.wikidata.org/entity/Q131164,Web 2.0,,
http://www.wikidata.org/entity/Q131257,intellectual property,http://www.wikidata.org/entity/Q427581,intangible asset
http://www.wikidata.org/entity/Q131257,intellectual property,http://www.wikidata.org/entity/Q1400881,property
http://www.wikidata.org/entity/Q131476,graph theory,http://www.wikidata.org/entity/Q395,mathematics
http://www.wikidata.org/entity/Q131476,graph theory,http://www.wikidata.org/entity/Q17737,theory
http://www.wikidata.org/entity/Q131765,multimedia,http://www.wikidata.org/entity/Q34379,musical instrument
http://www.wikidata.org/entity/Q131765,multimedia,http://www.wikidata.org/entity/Q1209283,electronic media
http://www.wikidata.org/entity/Q132116,folkloristics,http://www.wikidata.org/entity/Q28598,cultural anthropology
http://www.wikidata.org/entity/Q134783,stratigraphy,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q136352,bird anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q136352,bird anatomy,http://www.wikidata.org/entity/Q10818163,vertebrate anatomy
http://www.wikidata.org/entity/Q141090,encryption,http://www.wikidata.org/entity/Q622821,calculation
http://www.wikidata.org/entity/Q141090,encryption,http://www.wikidata.org/entity/Q5375490,encoding
http://www.wikidata.org/entity/Q141090,encryption,http://www.wikidata.org/entity/Q124726263,cryptographic data processing
http://www.wikidata.org/entity/Q146326,environmental engineering,http://www.wikidata.org/entity/Q11023,engineering
http://www.wikidata.org/entity/Q146326,environmental engineering,http://www.wikidata.org/entity/Q136580777,civil and environmental engineering
http://www.wikidata.org/entity/Q147638,cognitive science,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q147638,cognitive science,http://www.wikidata.org/entity/Q9418,psychology
http://www.wikidata.org/entity/Q147638,cognitive science,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q147638,cognitive science,http://www.wikidata.org/entity/Q23407,philosophy of mind
http://www.wikidata.org/entity/Q147638,cognitive science,http://www.wikidata.org/entity/Q207011,neuroscience
http://www.wikidata.org/entity/Q160289,hearing,http://www.wikidata.org/entity/Q160402,perception
http://www.wikidata.org/entity/Q160289,hearing,http://www.wikidata.org/entity/Q14908172,sensory perception of mechanical stimulus
http://www.wikidata.org/entity/Q160402,perception,http://www.wikidata.org/entity/Q781413,cognitive process
http://www.wikidata.org/entity/Q160402,perception,http://www.wikidata.org/entity/Q855395,interpretation
http://www.wikidata.org/entity/Q160845,sociolinguistics,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q161733,criminology,http://www.wikidata.org/entity/Q34749,social science
http://www.wikidata.org/entity/Q162817,East Asian studies,http://www.wikidata.org/entity/Q4806809,Asian studies
http://www.wikidata.org/entity/Q163082,petrology,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q165194,application programming interface,http://www.wikidata.org/entity/Q23808,computer interface
http://www.wikidata.org/entity/Q165194,application programming interface,http://www.wikidata.org/entity/Q132364,communication protocol
http://www.wikidata.org/entity/Q165194,application programming interface,http://www.wikidata.org/entity/Q241317,computing platform
http://www.wikidata.org/entity/Q169411,Unified Modeling Language,,
http://www.wikidata.org/entity/Q169525,protein engineering,http://www.wikidata.org/entity/Q580689,bioengineering
http://www.wikidata.org/entity/Q170978,robotics,http://www.wikidata.org/entity/Q180165,mechatronics
http://www.wikidata.org/entity/Q170978,robotics,http://www.wikidata.org/entity/Q113104535,"control engineering, mechatronics and robotics"
http://www.wikidata.org/entity/Q172145,fluid mechanics,http://www.wikidata.org/entity/Q193463,continuum mechanics
http://www.wikidata.org/entity/Q177304,applied anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q177304,applied anthropology,http://www.wikidata.org/entity/Q28797,applied science
http://www.wikidata.org/entity/Q178512,public transport,http://www.wikidata.org/entity/Q2806437,transport service
http://www.wikidata.org/entity/Q179509,hydrogeology,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q179509,hydrogeology,http://www.wikidata.org/entity/Q42250,hydrology
http://www.wikidata.org/entity/Q179797,thesaurus,http://www.wikidata.org/entity/Q23622,dictionary
http://www.wikidata.org/entity/Q180046,space exploration,http://www.wikidata.org/entity/Q6502154,exploration
http://www.wikidata.org/entity/Q180046,space exploration,http://www.wikidata.org/entity/Q15706425,space research
http://www.wikidata.org/entity/Q180634,distributed computing,http://www.wikidata.org/entity/Q21198,computer science
http://www.wikidata.org/entity/Q180634,distributed computing,http://www.wikidata.org/entity/Q179310,computing
http://www.wikidata.org/entity/Q180634,distributed computing,http://www.wikidata.org/entity/Q232661,parallel computing
http://www.wikidata.org/entity/Q181505,astrometry,http://www.wikidata.org/entity/Q333,astronomy
http://www.wikidata.org/entity/Q188867,futures studies,http://www.wikidata.org/entity/Q42240,research
http://www.wikidata.org/entity/Q188961,decentralization,http://www.wikidata.org/entity/Q3249551,process
http://www.wikidata.org/entity/Q190524,eigenvectors and eigenvalues,http://www.wikidata.org/entity/Q188211,invariant
http://www.wikidata.org/entity/Q191776,apologetics,http://www.wikidata.org/entity/Q34178,theology
http://www.wikidata.org/entity/Q192694,paleobotany,http://www.wikidata.org/entity/Q441,botany
http://www.wikidata.org/entity/Q192694,paleobotany,http://www.wikidata.org/entity/Q1578310,paleobiology
http://www.wikidata.org/entity/Q5867949,History of health care,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q6018089,aeropalynology,http://www.wikidata.org/entity/Q212919,palynology
http://www.wikidata.org/entity/Q6018089,aeropalynology,http://www.wikidata.org/entity/Q381392,aerobiology
http://www.wikidata.org/entity/Q6027873,industrial engineering and operations research,http://www.wikidata.org/entity/Q11023,engineering
http://www.wikidata.org/entity/Q6031015,theater arts education,http://www.wikidata.org/entity/Q7922,pedagogy
http://www.wikidata.org/entity/Q6031015,theater arts education,http://www.wikidata.org/entity/Q910179,theatre pedagogy
http://www.wikidata.org/entity/Q6031015,theater arts education,http://www.wikidata.org/entity/Q1757598,visual art education
http://www.wikidata.org/entity/Q6031015,theater arts education,http://www.wikidata.org/entity/Q29585976,cultural education
http://www.wikidata.org/entity/Q6041275,neuroembryology,http://www.wikidata.org/entity/Q131683,embryology
http://www.wikidata.org/entity/Q6041275,neuroembryology,http://www.wikidata.org/entity/Q2728012,neurobiology
http://www.wikidata.org/entity/Q6060491,invertebrate paleontology,http://www.wikidata.org/entity/Q210369,paleozoology
http://www.wikidata.org/entity/Q6060491,invertebrate paleontology,http://www.wikidata.org/entity/Q12744095,invertebrate zoology
http://www.wikidata.org/entity/Q6499736,vocabulary,http://www.wikidata.org/entity/Q16887380,group
http://www.wikidata.org/entity/Q6546616,lightweight ontology,http://www.wikidata.org/entity/Q324254,ontology
http://www.wikidata.org/entity/Q6584132,Spatial–temporal reasoning,,
http://www.wikidata.org/entity/Q6647724,literature-based discovery,http://www.wikidata.org/entity/Q12772819,discovery
http://www.wikidata.org/entity/Q6771324,Markov logic network,http://www.wikidata.org/entity/Q176827,Markov random field
http://www.wikidata.org/entity/Q6822246,metadata management,http://www.wikidata.org/entity/Q872685,data governance
http://www.wikidata.org/entity/Q6822246,metadata management,http://www.wikidata.org/entity/Q1149776,data management
http://www.wikidata.org/entity/Q6822246,metadata management,http://www.wikidata.org/entity/Q29017603,control
http://www.wikidata.org/entity/Q7040750,Romî,,
http://www.wikidata.org/entity/Q7092335,one-shot learning,http://www.wikidata.org/entity/Q2539,machine learning
http://www.wikidata.org/entity/Q7092335,one-shot learning,http://www.wikidata.org/entity/Q110797734,few-shot learning
http://www.wikidata.org/entity/Q7126411,paleoepidemiology,http://www.wikidata.org/entity/Q133805,epidemiology
http://www.wikidata.org/entity/Q7126411,paleoepidemiology,http://www.wikidata.org/entity/Q676092,paleopathology
http://www.wikidata.org/entity/Q7135008,parallel parking problem,,
http://www.wikidata.org/entity/Q7143049,pastoral counseling,http://www.wikidata.org/entity/Q183257,psychotherapy
http://www.wikidata.org/entity/Q7143049,pastoral counseling,http://www.wikidata.org/entity/Q1081988,pastoral care
http://www.wikidata.org/entity/Q7143049,pastoral counseling,http://www.wikidata.org/entity/Q4390239,counseling
http://www.wikidata.org/entity/Q7189811,phytopharmacology,http://www.wikidata.org/entity/Q128406,pharmacology
http://www.wikidata.org/entity/Q7229751,popular culture studies,,
http://www.wikidata.org/entity/Q7234391,postmodernist anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q7242358,prevention science,,
http://www.wikidata.org/entity/Q7246002,privacy-enhancing technologies,http://www.wikidata.org/entity/Q21198,computer science
http://www.wikidata.org/entity/Q7281262,radioglaciology,http://www.wikidata.org/entity/Q52120,glaciology
http://www.wikidata.org/entity/Q7301272,reality mining,,
http://www.wikidata.org/entity/Q7309766,rehabilitation robotics,,
http://www.wikidata.org/entity/Q7310755,relationship extraction,http://www.wikidata.org/entity/Q676880,text mining
http://www.wikidata.org/entity/Q7433745,Scientific Assessment of Ozone Depletion,,
http://www.wikidata.org/entity/Q7445044,security management studies,,
http://www.wikidata.org/entity/Q7449072,Semantic matching,,
http://www.wikidata.org/entity/Q7550843,Social Semantic Web,http://www.wikidata.org/entity/Q54837,Semantic Web
http://www.wikidata.org/entity/Q7550843,Social Semantic Web,http://www.wikidata.org/entity/Q2724244,social web
http://www.wikidata.org/entity/Q7551096,social epidemiology,http://www.wikidata.org/entity/Q133805,epidemiology
http://www.wikidata.org/entity/Q7551361,social science education,http://www.wikidata.org/entity/Q8434,education
http://www.wikidata.org/entity/Q7552777,sociocultural anthropology,http://www.wikidata.org/entity/Q28598,cultural anthropology
http://www.wikidata.org/entity/Q7552777,sociocultural anthropology,http://www.wikidata.org/entity/Q29051,social anthropology
http://www.wikidata.org/entity/Q7554247,software archaeology,,
http://www.wikidata.org/entity/Q7577047,spider anatomy,http://www.wikidata.org/entity/Q2845653,arthropod anatomy
http://www.wikidata.org/entity/Q7577047,spider anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q7604413,statistical relational learning,http://www.wikidata.org/entity/Q2539,machine learning
http://www.wikidata.org/entity/Q7604413,statistical relational learning,http://www.wikidata.org/entity/Q32904781,relational learning
http://www.wikidata.org/entity/Q7663820,systemic functional linguistics,http://www.wikidata.org/entity/Q8162,linguistics
http://www.wikidata.org/entity/Q7681446,Tamilology,http://www.wikidata.org/entity/Q625510,Indology
http://www.wikidata.org/entity/Q7681446,Tamilology,http://www.wikidata.org/entity/Q1128227,Dravidian studies
http://www.wikidata.org/entity/Q7681446,Tamilology,http://www.wikidata.org/entity/Q105397778,South Asia studies
http://www.wikidata.org/entity/Q8034614,work design,,
http://www.wikidata.org/entity/Q8248157,fisheries biology,http://www.wikidata.org/entity/Q420,biology
http://www.wikidata.org/entity/Q8248157,fisheries biology,http://www.wikidata.org/entity/Q1420050,fisheries science
http://www.wikidata.org/entity/Q8248157,fisheries biology,http://www.wikidata.org/entity/Q1772875,wildlife biology
http://www.wikidata.org/entity/Q9033886,Q9033886,,
http://www.wikidata.org/entity/Q9158025,sexual anthropology,http://www.wikidata.org/entity/Q23404,anthropology
http://www.wikidata.org/entity/Q9158025,sexual anthropology,http://www.wikidata.org/entity/Q98929208,queer studies
http://www.wikidata.org/entity/Q9261228,segmental phonology,http://www.wikidata.org/entity/Q40998,phonology
http://www.wikidata.org/entity/Q9293033,historiology,http://www.wikidata.org/entity/Q1066186,study of history
http://www.wikidata.org/entity/Q9307400,reptiliology,http://www.wikidata.org/entity/Q174416,herpetology
http://www.wikidata.org/entity/Q9335841,vespology,http://www.wikidata.org/entity/Q4138441,hymenopterology
http://www.wikidata.org/entity/Q9361552,trichopterology,http://www.wikidata.org/entity/Q39286,entomology
http://www.wikidata.org/entity/Q9393074,Sindhology,http://www.wikidata.org/entity/Q7125797,Pakistan studies
http://www.wikidata.org/entity/Q10472873,cell engineering,http://www.wikidata.org/entity/Q580689,bioengineering
http://www.wikidata.org/entity/Q10476482,Q10476482,,
http://www.wikidata.org/entity/Q10579170,Q10579170,,
http://www.wikidata.org/entity/Q10818148,amphibian anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q10818148,amphibian anatomy,http://www.wikidata.org/entity/Q10818163,vertebrate anatomy
http://www.wikidata.org/entity/Q10818163,vertebrate anatomy,http://www.wikidata.org/entity/Q8198634,animal anatomy
http://www.wikidata.org/entity/Q10881532,molecular oncology,http://www.wikidata.org/entity/Q162555,oncology
http://www.wikidata.org/entity/Q10927554,image retrieval,,
http://www.wikidata.org/entity/Q11015354,anemology,http://www.wikidata.org/entity/Q25261,meteorology
http://www.wikidata.org/entity/Q11062968,applied meteorology,http://www.wikidata.org/entity/Q25261,meteorology
http://www.wikidata.org/entity/Q11062968,applied meteorology,http://www.wikidata.org/entity/Q28797,applied science
http://www.wikidata.org/entity/Q11492827,computer science and engineering,http://www.wikidata.org/entity/Q189533,academic degree
http://www.wikidata.org/entity/Q11492827,computer science and engineering,http://www.wikidata.org/entity/Q85753733,computing education
http://www.wikidata.org/entity/Q11603918,bookkeeping studies,,
http://www.wikidata.org/entity/Q11608188,reproductive ecology,http://www.wikidata.org/entity/Q7150,ecology
http://www.wikidata.org/entity/Q11608188,reproductive ecology,http://www.wikidata.org/entity/Q3640158,reproductive biology
http://www.wikidata.org/entity/Q11680018,astrochemistry,http://www.wikidata.org/entity/Q333,astronomy
http://www.wikidata.org/entity/Q11680018,astrochemistry,http://www.wikidata.org/entity/Q2329,chemistry
http://www.wikidata.org/entity/Q11680018,astrochemistry,http://www.wikidata.org/entity/Q37547,astrophysics
http://www.wikidata.org/entity/Q11680018,astrochemistry,http://www.wikidata.org/entity/Q11491273,applied chemistry
http://www.wikidata.org/entity/Q11680831,communication studies,http://www.wikidata.org/entity/Q34749,social science
http://www.wikidata.org/entity/Q11709699,heteropterology,http://www.wikidata.org/entity/Q25404245,hemipterology
http://www.wikidata.org/entity/Q11756836,limacology,http://www.wikidata.org/entity/Q190993,malacology
http://www.wikidata.org/entity/Q11790210,medical sciences,http://www.wikidata.org/entity/Q864928,life sciences
http://www.wikidata.org/entity/Q11830794,pteridology,http://www.wikidata.org/entity/Q441,botany
http://www.wikidata.org/entity/Q11943008,adolescent psychology,http://www.wikidata.org/entity/Q161272,social psychology
http://www.wikidata.org/entity/Q11943008,adolescent psychology,http://www.wikidata.org/entity/Q175002,developmental psychology
http://www.wikidata.org/entity/Q11944354,material chemistry,http://www.wikidata.org/entity/Q2329,chemistry
http://www.wikidata.org/entity/Q11944354,material chemistry,http://www.wikidata.org/entity/Q228736,materials science
http://www.wikidata.org/entity/Q11985702,expressiveness,http://www.wikidata.org/entity/Q1207505,quality
http://www.wikidata.org/entity/Q12021618,Q12021618,http://www.wikidata.org/entity/Q8434,education
http://www.wikidata.org/entity/Q843601,health sciences,http://www.wikidata.org/entity/Q28797,applied science
http://www.wikidata.org/entity/Q843601,health sciences,http://www.wikidata.org/entity/Q864928,life sciences
http://www.wikidata.org/entity/Q843909,Islamic studies,http://www.wikidata.org/entity/Q476294,oriental studies
http://www.wikidata.org/entity/Q847829,narrative structure,http://www.wikidata.org/entity/Q6671777,structure
http://www.wikidata.org/entity/Q853915,economic geology,http://www.wikidata.org/entity/Q1069,geology
http://www.wikidata.org/entity/Q856741,random walk,http://www.wikidata.org/entity/Q176737,stochastic process
http://www.wikidata.org/entity/Q857525,annotation,http://www.wikidata.org/entity/Q180160,metadata
http://www.wikidata.org/entity/Q857525,annotation,http://www.wikidata.org/entity/Q386724,work
http://www.wikidata.org/entity/Q861716,visual culture,http://www.wikidata.org/entity/Q11042,culture
http://www.wikidata.org/entity/Q864191,bioacoustics,http://www.wikidata.org/entity/Q82811,acoustics
http://www.wikidata.org/entity/Q864213,Conservative extension,,
http://www.wikidata.org/entity/Q864928,life sciences,http://www.wikidata.org/entity/Q7991,natural science
http://www.wikidata.org/entity/Q870895,health informatics,http://www.wikidata.org/entity/Q11190,medicine
http://www.wikidata.org/entity/Q870895,health informatics,http://www.wikidata.org/entity/Q21198,computer science
http://www.wikidata.org/entity/Q908604,social history,http://www.wikidata.org/entity/Q309,history
http://www.wikidata.org/entity/Q908604,social history,http://www.wikidata.org/entity/Q1066186,study of history
http://www.wikidata.org/entity/Q908656,preference,http://www.wikidata.org/entity/Q12888920,selection
http://www.wikidata.org/entity/Q909789,earthquake engineering,,
http://www.wikidata.org/entity/Q910067,chemometrics,http://www.wikidata.org/entity/Q2329,chemistry
