qid,label,list,backlinks
Q1920418,'big history',academic_only,0
Q4914591,'bio-geoengineering',academic_only,0
Q864191,'bioacoustics',academic_only,3
Q98247633,'bioanalytical chemistry',academic_only,0
Q3567622,'bioastronautics',academic_only,0
Q113114761,'bioavailability and ecotoxicology',academic_only,3
Q4086949,'biocenology',academic_only,0
Q7094,'biochemistry',academic_only,52
Q113042237,'biochemistry and cell biology',academic_only,3
Q134892016,'biochemorphology',academic_only,0
Q1898366,'bioclimatology',academic_only,3
Q3324096,'biocomplexity',academic_only,0
Q4914735,'biocultural anthropology',academic_only,0
Q4914754,'biodemography',academic_only,0
Q4914752,'biodemography of human longevity',academic_only,0
Q136483261,'biodiversity discovery',academic_only,0
Q864269,'biodiversity informatics',academic_only,0
Q111325032,'biodiversity science',academic_only,0
Q12535586,'bioecology',academic_only,0
Q580689,'bioengineering',academic_only,9
Q194294,'bioethics',academic_only,6
Q9171867,'biographistics',academic_only,0
Q27172,'biological anthropology',academic_only,6
Q119585104,'biological fluid mechanics',academic_only,0
Q18378619,'biological oceanography',academic_only,1
Q113071905,'biologically active molecules',academic_only,0
Q420,'biology',academic_only,195
Q105582462,'biology of colour',academic_only,3
Q64853831,'biomass refining',academic_only,0
Q864576,'biomechatronics',academic_only,0
Q85708797,'biomedical computation',academic_only,0
Q327092,'biomedical engineering',academic_only,15
Q110745305,'biomedical fluid mechanics',academic_only,0
Q1048526,'biomedical informatics',academic_only,0
Q13439429,'biomedical sciences',academic_only,0
Q67364833,'biometry',academic_only,4
Q130320558,'biomolecular archaeology',academic_only,0
Q4915151,'biomolecular engineering',academic_only,1
Q189131,'bionics',academic_only,9
Q1521926,'biopharmacology',academic_only,0
Q803860,'biopharmacy',academic_only,0
Q7100,'biophysics',academic_only,20
Q3657270,'biorobotics',academic_only,0
Q12535564,'biospherology',academic_only,0
Q214746,'biostatistics',academic_only,2
Q7108,'biotechnology',academic_only,51
Q864896,'biotypology',academic_only,2
Q136352,'bird anatomy',academic_only,8
Q111680421,'bird genetics',academic_only,0
Q111680396,'bird physiology',academic_only,0
Q133847525,'black engineering',academic_only,0
Q20514253,'blockchain',academic_only,68
Q130236442,'blood physiology',academic_only,0
Q135915149,'blue humanities',academic_only,0
Q1416259,'body psychotherapy',academic_only,14
Q104373905,'bog ecology',academic_only,1
Q135873358,'book sociology',academic_only,0
Q3707847,'bookkeeping',academic_only,14
Q63368312,'botanical historiography',academic_only,0
Q441,'botany',academic_only,150
Q104373884,'brackish water ecology',academic_only,1
Q108226334,'braided river ecology',academic_only,0
Q11612278,'brain science',academic_only,1
Q127601778,'branch of economics',academic_only,5
Q22811234,'branch of philosophy',academic_only,102
Q135923219,'brewing science',academic_only,0
Q12962335,'broadcast communication',academic_only,0
Q899719,'bryology',academic_only,2
Q113135108,'building industry studies',academic_only,0
Q3741966,'building science',academic_only,1
Q113129241,'built environment and design studies',academic_only,2
Q109727983,'burn surgery',academic_only,0
Q11418769,'business (subject area)',academic_only,3
Q2043282,'business administration',academic_only,58
Q8188423,'business administration and management',academic_only,1
Q101802668,'business administration and personnel management',academic_only,1
Q5001829,'business analytics',academic_only,6
Q64688008,'business and Irish',academic_only,0
Q64945533,'business and information technology',academic_only,0
Q113077118,'business and labour history',academic_only,2
Q111843526,'business anthropology',academic_only,0
Q3643219,'business architecture',academic_only,0
Q4115749,'business communication',academic_only,3
Q1017569,'business development',academic_only,4
Q24208053,'business economics',academic_only,11
Q104093595,'business finance',academic_only,1
Q126552,'business informatics',academic_only,4
Q3353185,'business intelligence',academic_only,4
Q18564125,'business management',academic_only,9
Q55659910,'business management for business manager',academic_only,0
Q350884,'business marketing',academic_only,0
Q8346141,'business science',academic_only,0
Q17992487,'business strategy',academic_only,3
Q113146197,'business systems research',academic_only,0
Q12874773,'byzantine archaeology',academic_only,0
Q5018754,'calceology',academic_only,0
Q113208892,'calculus of variations, systems theory and control theory',academic_only,3
Q62689,'cameralism',academic_only,1
Q168058,'campanology',academic_only,0
Q107278510,'canal ecology',academic_only,0
Q85709956,'cancer biology',academic_only,1
Q110324059,'cancer diagnosis',academic_only,1
Q110093561,'cancer genetics',academic_only,0
Q3421914,'cancer research',academic_only,3
Q63455747,'candidate program in history',academic_only,0
Q188462,'canon law',academic_only,20
Q811590,'canopy research',academic_only,0
Q5396690,'cantus',academic_only,3
Q5034471,'capability management',academic_only,0
Q1637543,'carcinogenesis',academic_only,2
Q235007,'cardiac surgery',academic_only,14
Q10379,'cardiology',academic_only,22
Q389735,'cardiovascular disease',academic_only,32
Q113129005,'cardiovascular medicine and haematology',academic_only,3
Q741939,'career counseling',academic_only,5
Q124622318,'carto semiotics',academic_only,0
Q104642147,'cartographic design',academic_only,5
Q124635338,'cartographic education',academic_only,0
Q42515,'cartography',academic_only,101
Q112269680,'cartooning',academic_only,1
Q2941393,'castellology',academic_only,0
Q24260742,'catalanistics',academic_only,1
Q113141551,'catalysis and mechanisms of reactions',academic_only,0
Q5051759,'catchment hydrology',academic_only,0
Q1735721,'catechetics',academic_only,0
Q104416694,'cave ecology',academic_only,0
Q135189433,'cave geology',academic_only,0
Q126368867,'cecidiology',academic_only,0
Q7141,'cell biology',academic_only,25
Q25631226,'cell cycle studies',academic_only,0
Q113042499,'cell development, proliferation and death',academic_only,3
Q10472873,'cell engineering',academic_only,0
Q113132905,'cell neurochemistry',academic_only,0
Q105279359,'cello music performance',academic_only,0
Q110495051,'cellular immunology',academic_only,0
Q75135440,'cellular physiology',academic_only,0
Q1936199,'ceramic engineering',academic_only,6
Q137424867,'ceramics technology',academic_only,0
Q3010315,'ceramology',academic_only,0
Q128994649,'cestodology',academic_only,0
Q57629717,'chaos engineering',academic_only,0
Q64808643,'chaplaincy studies & pastoral work',academic_only,0
Q113077033,'characterisation of biological macromolecules',academic_only,0
Q1726359,'chasmology',academic_only,0
Q24002214,'cheloniology',academic_only,1
Q108366378,'chemical and environmental toxicology',academic_only,0
Q64689283,'chemical and pharmaceutical sciences',academic_only,0
Q65043023,'chemical and process engineering',academic_only,0
Q700919,'chemical ecology',academic_only,1
Q83588,'chemical engineering',academic_only,17
Q1069192,'chemical reaction network theory',academic_only,0
Q911772,'chemical technology',academic_only,9
Q2329,'chemistry',academic_only,137
Q64809521,'chemistry and molecular sciences',academic_only,0
Q910067,'chemometrics',academic_only,3
Q64814361,'child and adolescent health care practice',academic_only,0
Q64814360,'child and adolescent nursing practice',academic_only,0
Q407784,'child development',academic_only,6
Q138315812,'child health',academic_only,0
Q69956337,'child nutrition sciences',academic_only,0
Q1029430,'child protection',academic_only,5
Q108352501,'childhood and youth studies',academic_only,0
Q6067965,'childhood pedagogy',academic_only,0
Q64814365,"children's and young adult literature",academic_only,0
Q11163999,"children's and young adult literature",academic_only,9
Q131539,"children's literature",academic_only,87
Q64804768,"children's nursing",academic_only,0
Q11581610,'chinese cataloging',academic_only,0
Q131344592,'chondrology',academic_only,0
Q64814371,'choral studies',academic_only,0
Q9190331,'choreology',academic_only,0
Q128284215,'chromosomology',academic_only,0
Q973297,'chronostratigraphy',academic_only,0
Q1800439,'church history',academic_only,5
Q124625929,'cinematic cartography',academic_only,0
Q60965006,'cinematographic heritage',academic_only,0
Q2089905,'circuit theory',academic_only,0
Q137263244,'circular design',academic_only,2
Q206276,'citation analysis',academic_only,2
Q1093434,'citizen science',academic_only,37
Q106669844,'citizenship and social development',academic_only,0
Q105071763,'city and regional planning',academic_only,0
Q837313,'civics',academic_only,4
Q77590,'civil engineering',academic_only,39
Q10453611,'civil engineering and teaching',academic_only,0
Q106372013,'civil engineering studies',academic_only,1
Q1052890,'civil procedural law',academic_only,0
Q106991653,'clarinet performance',academic_only,0
Q138010461,'class room research',academic_only,0
Q64898986,'class teacher',academic_only,0
Q495527,'classical philology',academic_only,4
Q10913068,'classical philology',academic_only,0
Q18206018,'classical reception studies',academic_only,0
Q65007494,'classical studies and ancient history',academic_only,0
Q841090,'classics',academic_only,8
Q107278364,'cliff ecology',academic_only,0
Q102133023,'climate change and cities',academic_only,0
Q105974518,'climate change and human mobility',academic_only,0
Q110477651,'climate change ecology',academic_only,0
Q30606503,'climate change education',academic_only,0
Q123844550,'climate change research',academic_only,0
Q124053338,'climate change sociology',academic_only,0
Q83420266,'climate mitigation',academic_only,0
Q114602980,'climate modeling',academic_only,0
Q10372740,'climatic geomorphology',academic_only,0
Q52139,'climatology',academic_only,45
Q130109910,'climatopathology',academic_only,0
Q113212893,'clinical and health psychology',academic_only,2
Q113884267,'clinical bacteriology',academic_only,0
Q113097664,'clinical child psychology',academic_only,0
Q121493590,'clinical dentistry',academic_only,0
Q65096488,'clinical education',academic_only,0
Q3275615,'clinical engineering',academic_only,0
Q4388032,'clinical medicine',academic_only,5
Q113077456,'clinical midwifery',academic_only,0
Q1774688,'clinical pharmacology',academic_only,0
Q10546286,'clinical physiology',academic_only,2
Q5133849,'clinical research',academic_only,10
Q105120394,'clinical science',academic_only,0
Q113129019,'clinical sciences',academic_only,17
Q5133889,'clinomics',academic_only,0
Q766002,'cliodynamics',academic_only,0
Q1433069,'cliometrics',academic_only,0
Q11626612,'clothing studies',academic_only,0
Q130798489,'cluster physics',academic_only,0
Q5137484,'co-operative studies',academic_only,1
Q106195625,'coaching',academic_only,4
Q104200509,'coastal ecology',academic_only,4
Q126368892,'coccidology',academic_only,0
Q134971503,'cochlear pharmacology',academic_only,0
Q1338164,'codicology',academic_only,3
Q2200417,'cognition',academic_only,42
Q2853045,'cognitive anthropology',academic_only,0
Q1147152,'cognitive behavioral therapy',academic_only,15
Q5141229,'cognitive phonology',academic_only,0
Q64854398,'cold climate engineering',academic_only,0
Q64808433,'collaborative and industrial design',academic_only,0
Q124608832,'collaborative cartography',academic_only,0
Q2668072,'collection',academic_only,504600
Q119204227,'college teaching',academic_only,0
Q11540642,'colonial studies',academic_only,0
Q5150824,'combinatorial design',academic_only,1
Q1320931,'combinatorial game theory',academic_only,1
Q1333872,'combinatorial optimization',academic_only,0
Q1481571,'combinatory logic',academic_only,1
Q24898950,'combustion engineering',academic_only,0
Q12029903,'comeniology',academic_only,0
Q131560888,'cometology',academic_only,0
Q26643,'commerce',academic_only,36
Q113043123,'commerce, management, tourism and services',academic_only,8
Q219186,'commercial law',academic_only,20
Q2327751,'commercial sciences',academic_only,0
Q113209366,'commercial services',academic_only,1
Q65007508,'communication',academic_only,1
Q16769609,'communication arts',academic_only,0
Q333657,'communication design',academic_only,0
Q1058691,'communication disorder',academic_only,19
Q5154137,'communication for social change',academic_only,0
Q1078351,'communication science',academic_only,7
Q11680831,'communication studies',academic_only,11
Q113208648,'communication technology and digital media studies',academic_only,2
Q83966,'communication theory',academic_only,11
Q3645429,'community archaeology',academic_only,1
Q124473401,'community culture',academic_only,0
Q5154949,'community education',academic_only,3
Q3473024,'community health',academic_only,1
Q67140949,'community health service',academic_only,4
Q113468986,'community mental health',academic_only,0
Q1500493,'community planning',academic_only,0
Q104777741,'community services',academic_only,5
Q5155068,'community studies',academic_only,1
Q113043899,'comparative and cross-cultural education',academic_only,1
Q2904159,'comparative biology',academic_only,3
Q113126650,'comparative government and politics',academic_only,2
Q2708569,'comparative history',academic_only,2
Q741338,'comparative law',academic_only,3
Q11126155,'comparative librarianship',academic_only,0
Q878226,'comparative linguistics',academic_only,6
Q22907418,'comparative medicine',academic_only,0
Q640280,'comparative mythology',academic_only,1
Q5862006,'comparative philology',academic_only,0
Q1284814,'comparative philosophy',academic_only,0
Q1075827,'comparative religion',academic_only,0
Q4208496,'comparative theology',academic_only,0
Q207628,'composed musical work',academic_only,227
Q113114652,'composite and hybrid materials',academic_only,0
Q2791145,'composition studies',academic_only,0
Q111327089,'compound semiconductors',academic_only,0
Q106626993,'comptrollership',academic_only,0
Q5157267,'computable measure theory',academic_only,0
Q110852808,'computational audiology',academic_only,0
Q177005,'computational biology',academic_only,16
Q205084,'computational complexity theory',academic_only,8
Q5157307,'computational criminology',academic_only,0
Q112956383,'computational ecology and phylogenetics',academic_only,0
Q362601,'computational engineering',academic_only,0
Q5157310,'computational epidemiology',academic_only,0
Q2091816,'computational genomics',academic_only,0
Q5157316,'computational geophysics',academic_only,0
Q5157318,'computational humor',academic_only,0
Q182557,'computational linguistics',academic_only,16
Q113095709,'computational modelling and simulation in earth sciences',academic_only,0
Q1122523,'computational philology',academic_only,0
Q105580397,'computational philosophy',academic_only,0
Q66360528,'computational protein engineering',academic_only,0
Q28134198,'computational social choice',academic_only,0
Q5157340,'computational statistics',academic_only,0
Q5157299,'computational sustainability',academic_only,0
Q5157344,'computational transportation science',academic_only,0
Q1122625,'computational visualistics',academic_only,0
Q97379428,'computer and information science',academic_only,0
Q5157412,'computer applications',academic_only,1
Q111681249,'computer applications',academic_only,1
Q428691,'computer engineering',academic_only,4
Q107327315,'computer information science',academic_only,0
Q1122550,'computer music',academic_only,3
Q10336440,'computer networking',academic_only,5
Q19367558,'computer networking',academic_only,1
Q80006,'computer programming',academic_only,67
Q21198,'computer science',academic_only,127
Q11492827,'computer science and engineering',academic_only,2
Q3510521,'computer security',academic_only,42
Q105981125,'computer systems',academic_only,0
Q55693885,'computer systems and\xa0applications',academic_only,0
Q107782168,'computer systems engineering',academic_only,0
Q844240,'computer vision',academic_only,9
Q113212481,'computer vision and multimedia computation',academic_only,2
Q1461602,'computer-supported cooperative work',academic_only,0
Q5157616,'computers and writing',academic_only,0
Q113127938,'computing applications in physical sciences',academic_only,0
Q120969792,'conceptual clustering trees',academic_only,0
Q120910065,'conceptual modeling',academic_only,0
Q5158431,'conceptual spaces',academic_only,0
Q126415892,'concrete mix design',academic_only,0
Q113209220,'condensed matter imaging',academic_only,0
Q214781,'condensed matter physics',academic_only,13
Q6989196,'conducting',academic_only,3
Q55659895,'conflict analysis & resolution',academic_only,1
Q1640893,'conflict management',academic_only,0
Q1194317,'conflict resolution',academic_only,16
Q1781444,'conflict studies',academic_only,2
Q19367549,'consciousness studies',academic_only,0
Q628403,'conservation',academic_only,69
Q17103917,'conservation and restoration of books, manuscripts, documents and ephemera',academic_only,0
Q24960282,'conservation behavior',academic_only,0
Q641498,'conservation biology',academic_only,2
Q105497417,'conservation education',academic_only,0
Q110252710,'conservation of Māori heritage',academic_only,0
Q5163001,'conservation science',academic_only,1
Q1489796,'constitutional economics',academic_only,0
Q120910075,'constraints',academic_only,0
Q2674423,'construction engineering',academic_only,11
Q3039678,'construction law',academic_only,0
Q811115,'construction management',academic_only,1
Q811501,'construction management',academic_only,1
Q138338122,'construction of identity',academic_only,0
Q110375097,'construction research',academic_only,0
Q811934,'construction surveying',academic_only,0
Q833495,'consumer choice',academic_only,0
Q105082676,'consumer psychology',academic_only,0
Q113093519,'consumer-oriented product or service development',academic_only,0
Q113208775,'consumption and everyday life',academic_only,0
Q186030,'contemporary art',academic_only,26
Q64808571,'contemporary design',academic_only,0
Q186075,'contemporary history',academic_only,4
Q3137989,'contemporary history',academic_only,0
Q105535151,'contemporary performance',academic_only,0
Q943303,'contemporary philosophy',academic_only,2
Q64814366,'contemporary screen industries',academic_only,0
Q64809297,'contemporary society',academic_only,0
Q113104535,'control engineering, mechatronics and robotics',academic_only,7
Q12778074,'control systems',academic_only,0
Q104376880,'coral reef biology',academic_only,1
Q104376780,'coral reef ecology',academic_only,0
Q1134763,'corporate finance',academic_only,4
Q2609670,'corporate law',academic_only,24
Q2498492,'corporate policy',academic_only,1
Q110419534,'corporations and associations law',academic_only,0
Q113115825,'correctional theory',academic_only,0
Q130304484,'correlative meteorology',academic_only,0
Q3511129,'corrosion engineering',academic_only,0
Q129261095,'cosmecology',academic_only,0
Q2474068,'cosmetology',academic_only,7
Q113884132,'cosmochronology',academic_only,0
Q631942,'cosmography',academic_only,1
Q338,'cosmology',academic_only,23
Q16331597,'costume design',academic_only,1
Q59379566,'costume interpretation',academic_only,0
Q105375581,'coulee ecology',academic_only,0
Q4390239,'counseling',academic_only,47
Q113192683,'counselling, wellbeing and community services',academic_only,3
Q67615463,'couselling studies',academic_only,0
Q113209507,'creative and professional writing',academic_only,12
Q64808704,'creative sustainability',academic_only,0
Q16930522,'creative technology',academic_only,1
Q586060,'creative writing',academic_only,3
Q13526509,'creolistics',academic_only,0
Q113115836,'crime and social justice',academic_only,0
Q3624786,'criminal anthropology',academic_only,0
Q106597211,'criminal justice',academic_only,0
Q5366855,'criminal law studies',academic_only,0
Q43504,'criminalistics',academic_only,13
Q113115842,'criminological theories',academic_only,1
Q161733,'criminology',academic_only,43
Q5281349,'crisis informatics',academic_only,0
Q118875373,'critical autism studies',academic_only,0
Q5186702,'critical cartography',academic_only,1
Q1789506,'critical criminology',academic_only,1
Q28455673,'critical data studies',academic_only,0
Q5186720,'critical geopolitics',academic_only,0
Q97161513,'critical museology',academic_only,0
Q131295143,'critical policing studies',academic_only,0
Q108352437,'critical race studies',academic_only,0
Q5186753,'critical race theory',academic_only,1
Q114342310,'croatology',academic_only,1
Q112940050,'crop and pasture improvement',academic_only,0
Q111326835,'crop and pasture nutrition',academic_only,0
Q110252479,'crop and pasture production',academic_only,6
Q113041955,'crop and pasture waste water use',academic_only,0
Q1283714,'crop production',academic_only,7
Q64822370,'crop science',academic_only,0
Q621368,'cross-cultural studies',academic_only,2
Q124628194,'crowdsourced science',academic_only,0
Q132583791,'cryoenzymology',academic_only,0
Q117613435,'cryostratigraphy',academic_only,0
Q8789,'cryptography',academic_only,32
Q160398,'crystallography',academic_only,13
Q64811480,'culinary arts',academic_only,1
Q13586578,'cultural analysis',academic_only,1
Q28598,'cultural anthropology',academic_only,24
Q5193267,'cultural communication',academic_only,0
Q1458822,'cultural ecology',academic_only,0
Q1041282,'cultural economics',academic_only,2
Q3151005,'cultural engineering',academic_only,0
Q997515,'cultural institutions studies',academic_only,0
Q48785284,'cultural management',academic_only,3
Q1645704,'cultural mediation',academic_only,0
Q5193391,'cultural neuroscience',academic_only,0
Q63455756,'cultural production and landscape studies',academic_only,0
Q136805602,'cultural rhetorics',academic_only,0
Q113128260,'cultural studies of nation and region',academic_only,0
Q64899361,'culture studies',academic_only,1
Q1791882,'culture theory',academic_only,2
Q98641248,'curatorial studies',academic_only,2
Q157416,'curriculum and instruction',academic_only,0
Q110542446,'curriculum and pedagogy',academic_only,9
Q5195144,'curriculum studies',academic_only,0
Q120910067,'cyber-physical systems',academic_only,0
Q124703956,'cybercartography',academic_only,0
Q123637,'cybernetics',academic_only,10
Q2905785,'cyberpsychology',academic_only,1
Q113208012,'cybersecurity and privacy',academic_only,3
Q100326540,'cybersecurity engineering',academic_only,1
Q465924,'cynology',academic_only,4
Q104774297,'cypress swamp ecology',academic_only,0
Q131626874,'cytherology',academic_only,0
Q3009543,'cytoarchitecture',academic_only,1
Q115254236,'cytobacteriology',academic_only,0
Q3009579,'cytology',academic_only,6
Q113884152,'cytomorphology',academic_only,0
Q122705444,'dairy science',academic_only,1
Q5215298,'dance science',academic_only,0
Q2393450,'dance studies',academic_only,4
Q5215311,'dance theory',academic_only,0
Q638422,'data architecture',academic_only,0
Q104659521,'data engineering',academic_only,0
Q21572113,'data entry and microcomputer applications',academic_only,1
Q42417149,'data exploration',academic_only,0
Q120910074,'data interlinking',academic_only,0
Q113212528,'data management and data science',academic_only,0
Q2330408,'data mapping',academic_only,9
Q64945680,'data protection and privacy law',academic_only,0
Q1757694,'data quality',academic_only,8
Q4368942,'data retrieval',academic_only,0
Q2374463,'data science',academic_only,16
Q113208079,'data security and protection',academic_only,2
Q112936830,'data visualisation and computational design',academic_only,2
Q6504956,'data visualization',academic_only,25
Q107643461,'database management',academic_only,0
Q4809258,'database theory',academic_only,0
Q5244958,'de novo protein structure prediction',academic_only,0
Q108509507,'deaconess studies',academic_only,0
Q5245796,'deaf studies',academic_only,0
Q330268,'decision support system',academic_only,12
Q177571,'decision theory',academic_only,11
Q631931,'decorative art',academic_only,3933
Q50351536,'deep-sea biology',academic_only,0
Q104774372,'deep-sea ecology',academic_only,0
Q11657089,'defense studies',academic_only,0
Q64814343,'dementia health care practice',academic_only,0
Q64814341,'dementia nursing practice',academic_only,0
Q73941450,'demographic anthropology',academic_only,0
Q1965979,'demographic statistics',academic_only,2
Q37732,'demography',academic_only,341
Q125470026,'demonology in Islam',academic_only,1
Q26234216,'demotics',academic_only,1
Q125994057,'dendropathology',academic_only,0
Q5700493,'dental anthropology',academic_only,0
Q64809894,'dental technology',academic_only,0
Q12128,'dentistry',academic_only,76
Q65273671,'department of environmental engineering',academic_only,0
Q904206,'dermatoglyphics',academic_only,2
Q171171,'dermatology',academic_only,17
Q112194858,'dermatooncology',academic_only,0
Q387196,'description logic',academic_only,202
Q120969809,'description logic reasoning systems',academic_only,0
Q777864,'descriptive linguistics',academic_only,1
Q130304622,'descriptive meteorology',academic_only,0
Q5264064,'desert ecology',academic_only,0
Q119175782,'desert science',academic_only,0
Q82604,'design',academic_only,159
Q110299057,'design anthropology',academic_only,0
Q18281409,'design culture',academic_only,0
Q110308446,'design for disaster relief',academic_only,0
Q64808799,'design for performing arts',academic_only,0
Q1200703,'design history',academic_only,0
Q110307213,'design history, theory and criticism',academic_only,0
Q2292993,'design method',academic_only,18
Q5264373,'design research',academic_only,8
Q41607440,'design studies',academic_only,4
Q18456254,'design studies department',academic_only,0
Q1200711,'design theory',academic_only,2
Q131344606,'desmidiology',academic_only,0
Q126364739,'desmology',academic_only,0
Q17997697,'development administration',academic_only,0
Q1345628,'development anthropology',academic_only,0
Q1127188,'development economics',academic_only,3
Q2347178,'development of the human body',academic_only,13
Q651571,'development studies',academic_only,9
Q16696200,'developmental genetics',academic_only,0
Q5266815,'developmental psychobiology',academic_only,0
Q91138683,'develpoment admistiration',academic_only,1
Q114770357,'diabetes education',academic_only,0
Q18384059,'diachronic comparative linguistics',academic_only,2
Q64814340,'diagnostics and precision medicine',academic_only,0
Q146893,'dialectology',academic_only,9
Q5272085,'diaspora studies',academic_only,2
Q2310131,'didactic method of game',academic_only,0
Q98033961,'didactics of computer science',academic_only,1
Q3026838,'didactics of the teaching of French',academic_only,0
Q130261998,'digestive physiology',academic_only,0
Q601854,'digital anthropology',academic_only,0
Q17539496,'digital art history',academic_only,2
Q107392206,'digital arts',academic_only,0
Q4115141,'digital cartography',academic_only,4
Q10481248,'digital communication',academic_only,2
Q105546529,'digital epidemiology',academic_only,0
Q64945890,'digital health and medical technologies',academic_only,0
Q336387,'digital history',academic_only,0
Q108552786,'digital human sciences',academic_only,0
Q1323528,'digital marketing',academic_only,16
Q10334763,'digital media',academic_only,1
Q136073938,'digital media design',academic_only,0
Q87660742,'digital media studies',academic_only,0
Q632897,'digital preservation',academic_only,24
Q16246050,'digital scholarship',academic_only,1
Q12308624,'digital systems and design',academic_only,0
Q18388542,'digitization economics',academic_only,0
Q1889,'diplomacy',academic_only,89
Q2177756,'diplomatic history',academic_only,1
Q107025633,'diplomatic history of the United States',academic_only,0
Q93438884,'directing',academic_only,1
Q3497519,'directional statistics',academic_only,1
Q110342395,'disability care',academic_only,2
Q627208,'disability studies',academic_only,6
Q135108968,'disaster research',academic_only,1
Q63645802,'disaster risk',academic_only,4
Q12773591,'discipline of pedagogy',academic_only,1
Q1129466,'discourse analysis',academic_only,6
Q121416,'discrete mathematics',academic_only,12
Q135538160,'disease modeling',academic_only,2
Q120910072,'disjointness learning',academic_only,0
Q5282696,'dispute resolution',academic_only,10
Q3153007,'distributed artificial intelligence',academic_only,0
Q180634,'distributed computing',academic_only,22
Q120910068,'distributed reasoning',academic_only,0
Q5283178,'distributed social network',academic_only,33
Q5283209,'distributional semantics',academic_only,0
Q17002247,'divinity',academic_only,0
Q12279058,'docimology',academic_only,0
Q938714,'dogmatic theology',academic_only,5
Q110470951,'domestic human rights law',academic_only,0
Q1595873,'domestic studies',academic_only,7
Q105237946,'double bass performance',academic_only,0
Q25372,'drama',academic_only,176
Q113093825,'drama, theatre and performance studies',academic_only,2
Q28874013,'drylands safety',academic_only,0
Q25631230,'dynamic biochemistry',academic_only,0
Q3630257,'dynamic geology',academic_only,1
Q130217834,'dynamic meteorology',academic_only,0
Q5318996,'dynamic network analysis',academic_only,0
Q10900967,'dynamical geomorphology',academic_only,0
Q2597879,'dynamics of machinery',academic_only,0
Q64811977,'early childhood',academic_only,0
Q1472055,'early childhood education',academic_only,1
Q107422155,'early medieval England',academic_only,0
Q116845132,'early performance',academic_only,0
Q107287417,'earth and planetary science',academic_only,1
Q106387954,'earth science studies',academic_only,11
Q909789,'earthquake engineering',academic_only,0
Q130111976,'eccrinology',academic_only,0
Q3046919,'ecdotics',academic_only,1
Q127420314,'echinology',academic_only,0
Q108757115,'ecogenomics',academic_only,0
Q114149090,'ecography',academic_only,0
Q2363192,'ecohydrology',academic_only,0
Q352681,'ecoinformatics',academic_only,0
Q2984315,'ecological anthropology',academic_only,0
Q113114755,'ecological applications',academic_only,6
Q130304428,'ecological climatology',academic_only,0
Q112309116,'ecological epidemiology',academic_only,0
Q110745557,'ecological impacts of climate change and ecological adaptation',academic_only,0
Q56754593,'ecological informatics',academic_only,0
Q7150,'ecology',academic_only,533
Q55693915,'ecology and environmental protection - eep',academic_only,0
Q5333289,'ecology and evolutionary biology',academic_only,2
Q17119209,'ecomusicology',academic_only,0
Q112955551,'econometric and statistical methods',academic_only,2
Q160039,'econometrics',academic_only,2
Q9150374,'economic analysis',academic_only,5
Q5333439,'economic and public affairs',academic_only,0
Q3475802,'economic and social sciences',academic_only,1
Q27841,'economic anthropology',academic_only,0
Q113125743,'economic development policy studies',academic_only,0
Q5333460,'economic entomology',academic_only,0
Q853915,'economic geology',academic_only,4
Q47398,'economic history',academic_only,68
Q2473359,'economic methodology',academic_only,0
Q112976881,'economic models and forecasting',academic_only,2
Q3391448,'economic planning',academic_only,20
Q582577,'economic policy',academic_only,183
Q8134,'economics',academic_only,199
Q55693902,'economics and management',academic_only,1
Q115161685,'economics and politics',academic_only,0
Q52894765,'economics in France',academic_only,0
Q118930251,'economics of communications',academic_only,2
Q108717770,'economics of defense',academic_only,0
Q58038005,'economics of insurance',academic_only,1
Q5333591,'economics of language',academic_only,0
Q5333597,'economics of scientific knowledge',academic_only,0
Q107745061,'economics of the firm',academic_only,0
Q113156817,'economics, business and management curriculum and pedagogy',academic_only,2
Q64687882,'economics, politics and law',academic_only,0
Q295425,'ecophysiology',academic_only,4
Q15088481,'ecopsychology',academic_only,0
Q295465,'ecosophy',academic_only,0
Q295835,'ecosystem function',academic_only,0
Q920939,'ecotheology',academic_only,0
Q1412144,'ecotoxicology',academic_only,2
Q11857274,'ecumenics',academic_only,0
Q1285373,'edition enlaces',academic_only,2
Q64814336,'education and training management',academic_only,0
Q113104072,'education assessment and evaluation',academic_only,2
Q10298771,'education communication',academic_only,0
Q861689,'education economics',academic_only,3
Q104903875,'education leadership and management',academic_only,0
Q452348,'education policy',academic_only,42
Q113210417,'education policy, sociology and philosophy',academic_only,3
Q64689270,'education studies',academic_only,0
Q5341232,'education theory',academic_only,13
Q105695033,'educational administration and supervision',academic_only,0
Q5341272,'educational anthropology',academic_only,0
Q2585724,'educational assessment',academic_only,8
Q119459871,'educational change',academic_only,0
Q861407,'educational geography',academic_only,0
Q861455,'educational management',academic_only,12
Q2614722,'educational neuroscience',academic_only,0
Q118135396,'educational personnel training',academic_only,1
Q861499,'educational planning',academic_only,2
Q861641,'educational sciences',academic_only,13
Q8772471,'educommunication',academic_only,0
Q5347364,'effects of climate change on humans',academic_only,0
Q1656208,'ego psychology',academic_only,1
Q120969820,'egocentric reference system',academic_only,0
Q116954296,'election science',academic_only,1
Q200928,'electric power transmission',academic_only,19
Q28950261,'electrical and computer engineering',academic_only,0
Q113161574,'electrical circuits and systems',academic_only,0
Q43035,'electrical engineering',academic_only,58
Q12346906,'electrical engineering',academic_only,0
Q383973,'electricity generation',academic_only,23
