place_id,pleiades_id,wikidata_qid,label,place_type,latitude,longitude,bbox,min_date,max_date,description,pleiades_uri,created,modified
plc_638753,638753,Q618495,Aphrodisias,settlement,37.7085024666,28.7238151978,"28.7182708, 37.7043002, 28.7302419, 37.7130961",-550,2099,Aphrodisias was a Greek city located in Caria. It is notable especially for the state of its archaeological preservation. The site was inscribed on UNESCO's World Heritage List in July 2017.,https://pleiades.stoa.org/places/638753,2025-11-04T19:55:51Z,2025-11-04T19:55:53Z
plc_707468,707468,Q22986886,Aphrodision,settlement,35.3994295,33.7364985,"33.733666, 35.397628, 33.739331, 35.401231",-330,640,"An ancient place, cited: BAtlas 72 D2 Aphrodision",https://pleiades.stoa.org/places/707468,2018-06-07T21:35:47Z,2018-06-07T21:35:49Z
plc_462097,462097,Q30029894,Apollonia,settlement,38.0324655,14.5956489,"14.5956489, 38.0324655, 14.5956489, 38.0324655",-330,2100,An ancient settlement in the modern S. Fratello commune in northern Sicily.,https://pleiades.stoa.org/places/462097,2018-06-08T11:05:03Z,2025-01-19T15:36:33Z
plc_491526,491526,Q15986565,Apollonia,"settlement, station",40.623703,23.469685,"23.469685, 40.623703, 23.469685, 40.623703",-550,850,"An ancient road station and settlement along the Via Egnatia in Mygdonia, between Amphipolis and Thessaoniki. Located near the modern municipality of Nea Apollonia in the Thessaloniki province of Greece. Possibly at a location now called Polina (Papazoglou) or a site between Nea Apollonia and Kokkalou excavated by Hatzopoulos in the early 1990s.",https://pleiades.stoa.org/places/491526,2024-10-02T14:57:23Z,2024-10-02T22:08:09Z
plc_216706,216706,Q271925,Apollonia Pontica/Sozopolis,settlement,42.420355,27.694272,"27.694272, 42.420355, 27.694272, 42.420355",-550,640,"An ancient place, cited: BAtlas 22 E6 Apollonia Pontica/Sozopolis",https://pleiades.stoa.org/places/216706,2018-06-08T10:00:03Z,2023-09-10T02:55:13Z
plc_373732,373732,Q45826,Apollonia/Sozousa,port,32.9023435505,21.9708306931,"20.436229705, 32.2258828212, 22.7562041857, 32.9030021",-750,2100,Apollonia was an ancient city in the Cyrenaica and a port of Cyrene. The city was one of the five cities of the Libyan Pentapolis in Cyrenaica.,https://pleiades.stoa.org/places/373732,2018-06-08T11:33:26Z,2023-09-17T00:57:04Z
plc_678025,678025,Q1024886,Apollonia/Sozousa,settlement,32.196401,34.810758,"34.806475, 32.195064, 34.815041, 32.197738",-30,1599,Apollonia/Sozousa was a coastal town located between Jaffa and Caesarea. It should not be confused with the similarly named ancient site located in Cyrenaica.,https://pleiades.stoa.org/places/678025,2018-06-08T00:28:20Z,2025-12-03T22:06:02Z
plc_785974,785974,Q239107,Apollonopolis Magna,"settlement, archaeological-site",24.9778875,32.872446,"32.872092, 24.977575, 32.8728, 24.9782",-750,2100,"The city of Apollonopolis Magna was located on the west bank of the Nile, south of Thebes. As the seat of Horus, Greeks regarded it as a site connected with Apollo. It served as the capital of the second nome of Upper Egypt.",https://pleiades.stoa.org/places/785974,2020-06-22T19:52:13Z,2023-03-24T18:37:32Z
plc_147993,147993,Q207632,Apta Iulia,settlement,43.876571,5.393684,"5.393684, 43.876571, 5.393684, 43.876571",-30,640,"Once the most important town of the Gallic Vulgientes, Romans destroyed the site ca. 125 BC and Iulius Caesar re-founded it as Apta Iulia.",https://pleiades.stoa.org/places/147993,2018-06-08T00:56:28Z,2025-11-21T18:50:15Z
plc_589704,589704,Q21774021,Aptera,settlement,35.462662374,24.1413973289,"24.1405648, 35.4609459, 24.1426011, 35.4642599",-1600,300,"An ancient place, cited: BAtlas 60 B2 Aptera",https://pleiades.stoa.org/places/589704,2018-06-07T19:41:00Z,2025-05-06T22:15:03Z
plc_79298,79298,Q971223,Aquae *Arnemetiae,bath,53.260551,-1.909625,"-1.909625, 53.260551, -1.909625, 53.260551",-30,640,"An ancient place, cited: BAtlas 8 F1 Aquae *Arnemetiae",https://pleiades.stoa.org/places/79298,2009-10-30T22:34:18Z,2021-02-01T03:58:22Z
plc_187289,187289,Q30023022,Aquae Bormiae,settlement,46.467537,10.378107,"10.378107, 46.467537, 10.378107, 46.467537",-30,2099,"An ancient place, cited: BAtlas 19 C3 Aquae Bormiae",https://pleiades.stoa.org/places/187289,2010-06-23T12:48:51Z,2026-01-26T18:48:29Z
plc_138186,138186,Q93351,Aquae Calidae,"settlement-modern, bath",46.131859,3.425488,"3.425488, 46.131859, 3.425488, 46.131859",-30,2100,Aquae Calidae was an ancient spa depicted on the Peutinger Map. Modern scholarship associates it with archaeological remains found in modern Vichy (France).,https://pleiades.stoa.org/places/138186,2010-06-21T12:15:58Z,2022-07-29T14:30:22Z
plc_108749,108749,Q1017,Aquae Granni,settlement,50.7759975,6.083743,"6.083597, 50.775417, 6.083889, 50.776578",-30,2100,"An ancient place, cited: BAtlas 11 G2 Aquae Granni",https://pleiades.stoa.org/places/108749,2009-11-02T15:47:02Z,2024-11-16T20:31:06Z
plc_177445,177445,Q22472048,Aquae Helveticae,bath,47.473503,8.30761,"8.30761, 47.473503, 8.30761, 47.473503",-30,2100,Aquae Helveticae was a Roman vicus on the river Limmat.,https://pleiades.stoa.org/places/177445,2010-06-23T12:37:06Z,2021-12-05T02:22:24Z
plc_108750,108750,Q1721,Aquae Mattiacorum,settlement,50.084206,8.238584,"8.238379, 50.084075, 8.238789, 50.084337",-30,2100,Aquae Mattiacorum (modern Wiesbaden) was the capital of the Civitas Mattiacorum.,https://pleiades.stoa.org/places/108750,2019-12-13T15:01:02Z,2025-02-08T02:15:29Z
plc_138185,138185,Q467294,Aquae Neri/*Neriomagus,station,46.288827,2.6599385,"2.658423, 46.287771, 2.661454, 46.289883",-330,2100,"An ancient place, cited: BAtlas 14 H2 Aquae Neri/*Neriomagus",https://pleiades.stoa.org/places/138185,2010-06-21T12:15:57Z,2023-01-06T00:45:11Z
plc_109330,109330,Q1381167,Aquae Segetae,"settlement, sanctuary, bath",48.1154269279,2.62280640866,"2.6218946, 48.1151395, 2.6239187, 48.1158064",-30,2100,An ancient settlement at modern Sceaux-du-Gâtinais in France (BAtlas 11 C4 Sceaux-du-Gâtinais),https://pleiades.stoa.org/places/109330,2020-04-13T18:01:50Z,2026-02-03T19:24:24Z
plc_167650,167650,Q181955,Aquae Sextiae,settlement,45.689096,5.915521,"5.915521, 45.689096, 5.915521, 45.689096",-30,2100,Aquae Sextiae (modern Aix-les-Bains) was a vicus of the city of Vienna.,https://pleiades.stoa.org/places/167650,2010-06-23T12:14:33Z,2024-07-16T02:50:45Z
plc_79299,79299,Q22889,Aquae Sulis,bath,51.381041,-2.359704,"-2.359704, 51.381041, -2.359704, 51.381041",-30,2100,An ancient Roman thermal spa and site of the Temple of Sulis Minerva.,https://pleiades.stoa.org/places/79299,2021-11-14T03:45:15Z,2025-04-29T00:15:01Z
plc_246173,246173,Q701083,Aquae Terebellicae,"settlement, bath",43.709216,-1.0525105,"-1.052997, 43.708476, -1.052024, 43.709956",-30,2100,"An ancient place, cited: BAtlas 25 D2 Aquae Terebellicae",https://pleiades.stoa.org/places/246173,2018-06-07T20:41:33Z,2018-06-07T20:41:36Z
plc_314886,314886,Q1324235,Aquilaria?,settlement,37.051811,11.011535,"11.011535, 37.051811, 11.011535, 37.051811",-330,300,"An ancient place, cited: BAtlas 32 G2 Aquilaria?",https://pleiades.stoa.org/places/314886,2010-09-28T04:54:38Z,2012-10-20T20:03:14Z
plc_187290,187290,Q53216,Aquileia,settlement,45.769631,13.370946,"13.370946, 45.769631, 13.370946, 45.769631",-330,640,"An ancient Roman city initially founded ca. 181/180 B.C., Aquileia is especially important in Late Antiquity and the Middle Ages.",https://pleiades.stoa.org/places/187290,2019-05-21T22:41:45Z,2025-01-24T21:23:10Z
plc_442471,442471,Q30022280,Aquilonia,"settlement, settlement-modern",41.052268,15.4245615,"15.423854, 41.051222, 15.425269, 41.053314",-30,2099,"An ancient place, cited: BAtlas 45 B2 Aquilonia",https://pleiades.stoa.org/places/442471,2010-11-11T20:38:20Z,2026-02-05T19:39:59Z
plc_197130,197130,Q292927,Aquincum,settlement,47.564075,19.049522,"19.049483, 47.564008, 19.049561, 47.564142",-30,2100,"An ancient city of Pannonia, Aquincum is now located within Budapest, Hungary. The ancient site was first settled by the Eravisci and later served as a Roman castrum along the frontier.",https://pleiades.stoa.org/places/197130,2018-06-07T23:17:52Z,2021-09-11T14:59:34Z
plc_432695,432695,Q30022281,Aquinum,settlement,41.492208,13.705626,"13.705626, 41.492208, 13.705626, 41.492208",-330,1999,Aquinum was a municipium by the time of Cicero. It was thought to be the place of birth for the satirist Juvenal and the emperor Pescennius Niger.,https://pleiades.stoa.org/places/432695,2018-06-08T00:44:13Z,2026-01-20T18:30:20Z
plc_981505,981505,Q715376,Aquitania (Roman province),province-2,43.381022419,0.433941646087,"-2.1706592, 42.6976738, 4.2765483, 47.9036077",-30,2100,"A Roman province formed in 27 B.C. by Augustus. According to Strabo, it incorporated the territories of the Aquitani and 14 other peoples whose territories were located between the Garumna and Liger rivers.",https://pleiades.stoa.org/places/981505,2019-07-20T15:28:24Z,2025-04-17T12:09:32Z
plc_1001942,1001942,Q221353,Arabia,province,32.5,37.5,"35.0, 30.0, 40.0, 35.0",,,"An ancient place, cited: BAtlas 102 G5 no. 56 (Arabia)",https://pleiades.stoa.org/places/1001942,2010-07-05T13:08:55Z,2012-07-20T17:30:29Z
plc_991408,991408,Q221353,Arabia (late Roman province),province-2,32.5,37.5,"35.0, 30.0, 40.0, 35.0",,,The post-Diocletianic province of Arabia according to the Verona List (ca. AD 303-324). It was assigned to the diocese of Oriens.,https://pleiades.stoa.org/places/991408,2019-09-27T22:47:46Z,2019-09-28T01:40:16Z
plc_39290,39290,Q23406,Arabicus Sinus/Erythr(ae)um/Rubrum Mare,water-open,19.0,39.5,"39.5, 19.0, 39.5, 19.0",-30,2100,Arabicus Sinus/Erythr(ae)um/Rubrum Mare (The Red Sea) is an inlet of the Indian Ocean located between Africa and Asia.,https://pleiades.stoa.org/places/39290,2025-11-04T19:49:25Z,2025-11-25T17:16:18Z
plc_479868441,479868441,Q24013513,Aracena,"settlement, settlement-modern",37.8949414,-6.5624496,"-6.5624496, 37.8949414, -6.5624496, 37.8949414",640,2100,A Spanish village located in the north of the province of Huelva that belonged to the kingdom of Alfonso X. The Roman sites of Arucci and Turobriga are located nearby.,https://pleiades.stoa.org/places/479868441,2017-10-27T18:33:02Z,2017-10-27T18:54:33Z
plc_570098,570098,Q24992945,Arachnaion (mountain),"mountain, church",37.66894618,22.98383586,"22.969195, 37.6404, 23.0295, 37.714636",-550,2100,"A mountain of the Argolid with a higher western peak (Profitis Ilias, 1199 masl) and a lower eastern peak (Mavrovouni or Arna, 1139 masl). Material from the Mycenaean, Archaic, and Classical periods has been found on the western peak and identified with altars of Zeus and Hera described by Pausanias. Aeschylus mentions its use as a signal station.",https://pleiades.stoa.org/places/570098,2025-10-14T22:41:39Z,2025-10-14T22:41:40Z
plc_59694,59694,Q173731,Arachosiorum Oppidum/Alexandria,settlement,33.498616,68.388483,"68.388483, 33.498616, 68.388483, 33.498616",-1200,2000,"An ancient place, cited: BAtlas 6 B3 Arachosiorum Oppidum/Alexandria",https://pleiades.stoa.org/places/59694,2010-09-23T04:31:55Z,2025-12-05T11:26:49Z
plc_668197,668197,Q377802,Arados,"settlement, island",34.8575864737,35.859431307,"35.8558299, 34.853576, 35.8622774, 34.8591184",-2000,2100,"Arados (modern Arwad, Syria) is located on Ruad Island in the Syrian Sea. The island was first settled by Phoenicians in the second millennium BC.",https://pleiades.stoa.org/places/668197,2018-06-07T23:33:17Z,2023-04-15T00:20:34Z
plc_118572,118572,Q82960,Arae Flaviae,settlement,48.166687,8.627925,"8.627918, 48.166684, 8.627932, 48.16669",-30,2100,Arae Flaviae (Rottweil) was founded as a Roman municipium in A.D. 73. by Cn. Pinarius Clemens.,https://pleiades.stoa.org/places/118572,2010-06-11T21:05:06Z,2025-06-02T14:10:43Z
plc_363924,363924,Q104734052,Arae Philaenorum,settlement,30.293895,18.788188,"18.788188, 30.293895, 18.788188, 30.293895",-330,640,"A site located near the bottom of the Great Syrtis which marked the boundary between the territories of Carthage and Cyrene, and later between Tripolitana and Cyrenaica.",https://pleiades.stoa.org/places/363924,2009-09-08T20:10:15Z,2025-09-28T09:22:58Z
plc_746712,746712,Q27121667,Aramaua,"cultural-landscape, settlement",29.573154,35.430265,"35.430265, 29.573154, 35.430265, 29.573154",-330,2100,"An ancient settlement located in the modern Wadi Ramm (Wadi Rum, Jordan): BAtlas 76 G2 Aramaua",https://pleiades.stoa.org/places/746712,2009-09-22T08:52:29Z,2023-02-28T22:41:48Z
plc_579876,579876,Q2127223,Araphen,"settlement, deme-attic",38.019987,24.00167,"23.995038, 38.019508, 24.008302, 38.020466",-550,300,"An ancient place, cited: BAtlas 59 D2 Araphen",https://pleiades.stoa.org/places/579876,2018-06-08T00:51:40Z,2024-02-26T04:49:27Z
plc_147997,147997,Q733258,Araura/Cessero,settlement,43.3945615,3.420181,"3.42009, 43.394529, 3.420272, 43.394594",-750,2100,"Araura/Cessero was originally a Celtic oppidum and, later, a road station on the Via Domitia.",https://pleiades.stoa.org/places/147997,2018-06-07T23:35:43Z,2022-10-19T15:55:39Z
plc_197133,197133,Q750427,Arausa,settlement,43.804229,15.79233,"15.79233, 43.804229, 15.79233, 43.804229",-30,640,"An ancient place, cited: BAtlas 20 C6 Arausa",https://pleiades.stoa.org/places/197133,2009-10-20T13:30:00Z,2017-05-02T18:28:22Z
plc_197134,197134,Q13277,Arba,settlement,44.754525,14.761834,"14.761834, 44.754525, 14.761834, 44.754525",-550,640,"An ancient place, cited: BAtlas 20 B5 Arba",https://pleiades.stoa.org/places/197134,2009-10-20T13:30:01Z,2023-12-01T18:37:41Z
plc_197135,197135,Q13277,Arba (island),island,44.7829934743,14.748754436,"14.6546014, 44.6988224, 14.8694291, 44.8525601",1700,2100,Rab island in the Adriatic Sea.,https://pleiades.stoa.org/places/197135,2009-10-20T13:30:02Z,2023-02-28T22:49:57Z
plc_89104,89104,Q279000,Arbeia,"fort-2, archaeological-site",55.0044065446,-1.43097072138,"-1.4331284, 55.0032781, -1.429097, 55.005466",-30,2100,A Roman fort at present-day South Shields.,https://pleiades.stoa.org/places/89104,2009-11-02T09:53:47Z,2025-01-15T04:14:52Z
plc_678028,678028,Q721441,Arbela,settlement,32.556411,35.848706,"35.848706, 32.556411, 35.848706, 32.556411",300,2100,"An ancient place, cited: BAtlas 69 C4 Arbela",https://pleiades.stoa.org/places/678028,2009-09-16T20:00:12Z,2022-11-30T19:07:42Z
plc_874341,874341,Q12233160,Arbela/Arba-ilu,"fortified-settlement, settlement, tell, settlement-modern",36.1913174532,44.0093802856,"44.0068677, 36.1897645, 44.0116582, 36.1930506",-3200,2100,An ancient Mesopotamian city located between the two Zab rivers (modern Erbel/Erbil in Iraq).,https://pleiades.stoa.org/places/874341,2024-07-05T22:27:07Z,2025-11-12T16:33:05Z
plc_187292,187292,Q22447975,Arbor Felix,"fort-2, settlement",47.515071,9.436868,"9.436868, 47.515071, 9.436868, 47.515071",-30,2100,Arbor Felix was a Roman settlement and fort where the emperor Gratian was based from A.D. 378 until 401.,https://pleiades.stoa.org/places/187292,2010-06-23T12:48:55Z,2025-07-02T16:20:29Z
plc_510671523,510671523,Q2889205,Arbēla,settlement,32.75,35.25,"35.0, 32.5, 35.5, 33.0",-330,2000,A place from the TAVO Index,https://pleiades.stoa.org/places/510671523,2013-08-22T16:24:17Z,2023-12-09T19:23:02Z
plc_570102,570102,Q170054,Arcadia,region,37.565025,22.299167,"21.839109, 37.3890361, 22.420672, 37.974",-750,300,The ancient region of Arcadia comprised the highlands at the center of the Peloponnese.,https://pleiades.stoa.org/places/570102,2024-02-09T20:20:14Z,2026-01-27T20:10:15Z
plc_874299107,874299107,Q5786,Arch of Constantine,arch,41.889892,12.4904941,"12.4904941, 41.889892, 12.4904941, 41.889892",300,2100,"The Arch of Constantine at Rome, a triumphal arch dedicated in A.D. 315.",https://pleiades.stoa.org/places/874299107,2013-02-13T02:24:14Z,2024-03-11T19:23:56Z
plc_568637774,568637774,Q2142241,Arch of Trajan at Benevento,arch,41.132531059,14.7791752004,"14.779059, 41.132467, 14.7792258, 41.1326132",-30,2100,A triumphal arch built in honor of Trajan at Beneventum; it marks the Trajanic extension of the Via Appia.,https://pleiades.stoa.org/places/568637774,2016-06-24T20:35:27Z,2024-07-03T15:46:26Z
plc_206933,206933,Q291013,Arcidava,fort,45.083611,21.543889,"21.543889, 45.083611, 21.543889, 45.083611",-30,640,"An ancient place, cited: BAtlas 21 D4 Arcidava",https://pleiades.stoa.org/places/206933,2009-10-20T13:54:42Z,2017-04-03T23:32:22Z
plc_431684923,431684923,Q72980901,Arco di Trevi,monument,41.8327568,13.2651998,"13.2651998, 41.8327568, 13.2651998, 41.8327568",-330,2100,An opus quadratum monument with an arched gateway perhaps marking a boundary between the territory of the Equi and the Hernicans.,https://pleiades.stoa.org/places/431684923,2014-02-19T04:29:09Z,2020-02-03T23:21:44Z
plc_255981,255981,Q24011952,Arcos de la Frontera,settlement,36.750651,-5.812505,"-5.812505, 36.750651, -5.812505, 36.750651",-30,1453,"An ancient place, cited: BAtlas 26 E5 Arcos de la Frontera",https://pleiades.stoa.org/places/255981,2010-11-09T19:31:16Z,2025-12-19T21:31:20Z
plc_884119,884119,Q180103,Ardabil,settlement,38.24647,48.295051,"48.295051, 38.24647, 48.295051, 38.24647",-2000,2100,[Ardabil] was an ancient city in Iranian Azerbaijan.,https://pleiades.stoa.org/places/884119,2010-10-05T20:16:41Z,2025-11-12T14:58:16Z
plc_922617,922617,Q720952,Ardashir-Khurra/Gur/[Firuzabad],settlement,28.8528648953,52.5326816606,"52.5231502, 28.8441234, 52.5426287, 28.8613167",-30,2100,"Ardashir-Khurra/Gur/[Firuzabad] was an ancient Persian city. Alexander of Macedonia destroyed the original settlement of Gōr, which was later revived by Ardashir I, founder of the Sassanid dynasty.",https://pleiades.stoa.org/places/922617,2010-10-06T16:28:18Z,2025-12-05T11:30:48Z
plc_422843,422843,Q49281016,Ardea,"urban, settlement",41.609389,12.547028,"12.547028, 41.609389, 12.547028, 41.609389",-750,640,Ardea was an ancient settlement of the Rutuli in Latium.,https://pleiades.stoa.org/places/422843,2018-06-08T09:59:53Z,2025-07-17T12:31:59Z
plc_79777,79777,Q383912,Ardotalia (Zerdotalia),fort-2,53.4522364373,-1.98778957995,"-1.9888, 53.451546, -1.986729, 53.452942",-30,2100,A Roman fort of the first and second centuries A.D. at present day Melandra Castle.,https://pleiades.stoa.org/places/79777,2024-12-15T19:58:20Z,2024-12-15T22:46:09Z
plc_300354627,300354627,Q2015695,Areni,"settlement, cave",39.7316742,45.2039262,"45.2039262, 39.7316742, 45.2039262, 39.7316742",850,2100,"The so-called ""Areni-1 cave complex"" is an archaeological site located near the Areni village in southern Armenia along the Arpa River. The site shows evidence for both ritual and occupational activity in the late Chalcolithic to Early Bronze Age.",https://pleiades.stoa.org/places/300354627,2013-08-22T10:16:54Z,2025-09-08T00:22:57Z
plc_668199,668199,Q1867822,Areth(o)usa,settlement,34.960169,36.735111,"36.735111, 34.960169, 36.735111, 34.960169",-330,640,"An ancient place, cited: BAtlas 68 C4 Areth(o)usa",https://pleiades.stoa.org/places/668199,2009-10-19T12:21:26Z,2015-02-26T04:25:41Z
plc_540658,540658,Q21504026,Argithea,settlement,39.347597,21.532157,"21.532157, 39.347597, 21.532157, 39.347597",-550,300,"An ancient place, cited: BAtlas 55 B2 Argithea",https://pleiades.stoa.org/places/540658,2023-12-19T21:30:57Z,2023-12-19T22:06:07Z
plc_570104,570104,Q191897,Argolis,"region, label",37.6263261493,22.9256944674,"22.7004093703, 37.5321482713, 23.1401337642, 37.6891926977",-750,300,"Argolis (also known as 'the Argolid') occupied the eastern part of the Peloponnese; comprising primarily the Argolid peninsula and the coastal region lying to the east of Arcadia, and north of Laconia.",https://pleiades.stoa.org/places/570104,2022-08-01T20:18:52Z,2023-07-11T00:31:06Z
plc_570106,570106,Q107346030,Argos,"settlement, archaeological-site",37.6310468893,22.7203802408,"22.7185762, 37.6297413, 22.7226049, 37.633384",-750,300,Argos was a city of ancient Greece that reached its cultural highpoint under Pheidon in the seventh century BC.,https://pleiades.stoa.org/places/570106,2024-07-01T18:57:54Z,2025-04-30T18:14:24Z
plc_481739,481739,Q1452998,Argos Orestikon,settlement,40.4737397349,21.2441603967,"21.2437907, 40.4733425, 21.2445873, 40.474177",-30,640,"An ancient place, cited: BAtlas 49 D3 Argos Orestikon",https://pleiades.stoa.org/places/481739,2018-06-08T00:10:31Z,2023-10-02T01:29:06Z
plc_422844,422844,Q30022336,Aricia,settlement,41.72139965,12.67334715,"12.6726413, 41.7211083, 12.674053, 41.721691",-750,2100,Aricia was an ancient Latin settlement and a member of the Latin League.,https://pleiades.stoa.org/places/422844,2018-06-08T11:49:50Z,2025-07-05T14:34:39Z
plc_393379,393379,Q13369,Ariminum,settlement,44.0589565,12.5631945,"12.563193, 44.058946, 12.563196, 44.058967",-550,2099,Ariminum (Rimini) is a Roman colony founded on the Adriatic coast in 268 BC.,https://pleiades.stoa.org/places/393379,2018-06-07T20:45:02Z,2025-08-11T15:09:46Z
plc_570107,570107,Q1158903,Aris (river),river,37.25,22.25,"22.0, 37.0, 22.5, 37.5",,,"An ancient place, cited: BAtlas 58 C3 Aris fl.",https://pleiades.stoa.org/places/570107,2017-10-27T20:49:25Z,2017-10-27T20:49:26Z
plc_723394918,723394918,Q49280709,Aristanis,"settlement, settlement-modern",39.9059497,8.5916112,"8.5916112, 39.9059497, 8.5916112, 39.9059497",640,2100,"A Byzantine site in western Sardinia, made important by the location of a bishopric there by Torcotorio in AD 1070; now the modern city of Oristano.",https://pleiades.stoa.org/places/723394918,2012-12-06T20:23:41Z,2023-12-18T21:45:03Z
plc_599517,599517,Q15649362,Arkesine,settlement,36.7993565,25.8117355,"25.802835, 36.786183, 25.820636, 36.81253",-750,640,"An ancient place, cited: BAtlas 61 B4 Arkesine",https://pleiades.stoa.org/places/599517,2018-06-08T10:54:38Z,2018-06-08T10:54:41Z
plc_599518,599518,Q2254939,Arkonnesos (island),island,36.9765382604,27.4583640778,"27.4238804, 36.9579118, 27.4928668, 36.9968306",-30,2100,"An island, known today as Kara Ada, that lies between ancient Halicarnassus (Bodrum, Turkey) and the Greek island of Kos.",https://pleiades.stoa.org/places/599518,2025-10-14T22:41:35Z,2025-10-14T22:41:36Z
plc_438050385,438050385,Q181189,Arles Amphitheatre,amphitheatre,43.6777518737,4.63092413315,"4.6302394, 43.6771389, 4.6316156, 43.6783635",-30,2100,"The Arles Roman amphitheater or Arènes d'Arles was built ca. A.D. 90 and could seat over 20,000 spectators.",https://pleiades.stoa.org/places/438050385,2016-07-01T13:55:37Z,2025-07-29T14:48:04Z
plc_981507,981507,Q1254480,Armenia (Roman province),province-2,37.5,42.5,"40.0, 35.0, 45.0, 40.0",,,"A Roman province formed under Trajan in 114 CE, but given up by Hadrian in 118 CE.",https://pleiades.stoa.org/places/981507,2019-07-26T16:47:45Z,2019-08-16T16:17:01Z
plc_540662,540662,Q16915621,Armenion,settlement,39.483449,22.639119,"22.639119, 39.483449, 22.639119, 39.483449",-750,640,"An ancient place, cited: BAtlas 55 D2 Armenion",https://pleiades.stoa.org/places/540662,2018-06-07T23:17:28Z,2024-07-24T12:51:55Z
plc_697634,697634,Q2120208,Arnon (river),river,31.4475734424,35.7000193382,"35.5631746, 31.4210443, 35.8289034, 31.467066",-30,2099,"An ancient place, cited: BAtlas 71 B3 Arnon fl.",https://pleiades.stoa.org/places/697634,2017-10-27T21:15:31Z,2025-08-21T22:06:14Z
plc_575823155,575823155,Q1615179,Aroche,"settlement, settlement-modern",37.9436167,-6.9539589,"-6.9539589, 37.9436167, -6.9539589, 37.9436167",640,2100,"A Spanish village located in the north of the province of Huelva, near Portugal, that belonged to the kingdom of Alfonso X.",https://pleiades.stoa.org/places/575823155,2016-09-29T19:43:53Z,2017-06-06T17:39:38Z
plc_122919705,122919705,Q7697511,Arpadda,settlement,36.4725818,37.0947397,"37.0947397, 36.4725818, 37.0947397, 36.4725818",-1000,2100,"A town mentioned in Neo-Assyrian sources. It has been identified modern Tell Rifʿat, which is about 25 km north of Aleppo.",https://pleiades.stoa.org/places/122919705,2016-04-07T14:15:16Z,2020-07-31T09:40:05Z
plc_432700,432700,Q30022361,Arpinum,"city-gate, settlement, archaeological-site",41.648422,13.609876,"13.609876, 41.648422, 13.609876, 41.648422",-330,2100,"An ancient center that originated as early as the seventh century B.C., which became a civitas sine suffragio in 305 B.C. Arpinum was the birthplace of Caius Marius and Marcus Tullius Cicero.",https://pleiades.stoa.org/places/432700,2018-06-07T19:43:45Z,2025-12-27T01:54:41Z
plc_868181684,868181684,Q24013289,Arquiellos,"settlement, settlement-modern",38.1809503,-3.4270554,"-3.4270554, 38.1809503, -3.4270554, 38.1809503",640,2100,A Spanish village located in the north of the province of Jaén that belonged to the kingdom of Alfonso X and is today known as Arquillos.,https://pleiades.stoa.org/places/868181684,2016-11-09T19:50:40Z,2017-11-29T17:18:13Z
plc_197141,197141,Q134494,Arrabona,settlement,47.5,17.5,"17.0, 47.0, 18.0, 48.0",-30,640,"An ancient place, cited: BAtlas 20 E2 Arrabona",https://pleiades.stoa.org/places/197141,2009-10-20T13:30:10Z,2013-07-04T16:14:23Z
plc_893941,893941,Q173310,Arrapha/Karkha de Beth Seluk,"settlement, archaeological-site, citadel",35.4694453243,44.3956185198,"44.3934962, 35.4678005, 44.3981016, 35.4725385",-2600000,2100,The name of the ancient city of Arrapha is first attested in the time of the Neo-Sumerian empire. It later became part of the Akkadian empire. Its location is thought to be that of modern Kirkuk in northeastern Iraq.,https://pleiades.stoa.org/places/893941,2024-07-07T19:27:17Z,2025-11-12T14:57:59Z
plc_413032,413032,Q16115,Arretium,settlement,43.471274,11.863048,"11.863048, 43.471274, 11.863048, 43.471274",-750,2100,"Arretium (the Etruscan Aritim) was one of the duodecim populi Etruriae and described by Livy as one of the ""Capitae Etruriae"". The Romans captured the city in 311 B.C. and it became a station on the via Cassia.",https://pleiades.stoa.org/places/413032,2018-06-08T11:40:50Z,2025-01-03T03:40:06Z
plc_197142,197142,Q1111760,Arsia (river),river,45.0493812969,14.0462497552,"14.0412014, 45.0353306, 14.0498872, 45.064056",-30,2100,Arsia fl. is a river of Istria that became the boundary between Italy and Illyricum.,https://pleiades.stoa.org/places/197142,2017-10-27T20:12:44Z,2024-12-05T16:17:16Z
plc_707485,707485,Q193190,Arsinoe?/Ammochostos?,settlement,35.118911,33.943765,"33.943765, 35.118911, 33.943765, 35.118911",-330,1599,"An ancient place, cited: BAtlas 72 D2 Arsinoe?/Ammochostos?",https://pleiades.stoa.org/places/707485,2018-06-08T10:29:35Z,2026-02-03T02:53:15Z
plc_511158,511158,Q3780284,Artace,settlement,40.402952,27.796268,"27.796268, 40.402952, 27.796268, 40.402952",-700,2000,"An ancient place, cited: BAtlas 52 B4 Artace",https://pleiades.stoa.org/places/511158,2009-10-15T08:13:23Z,2014-01-11T15:40:38Z
plc_874361,874361,Q39560,Artaxata,"settlement, hill",39.8818755331,44.5751884575,"44.5670294, 39.8769847, 44.5812475, 39.8871706",-330,2099,"An ancient city located on and around the hills known today as Khor Virap. This location is near the Armenian village of Lusarat, which is about 8 km south of modern Artashat.",https://pleiades.stoa.org/places/874361,2024-07-03T18:13:38Z,2025-09-16T17:41:04Z
