master_id,master_id_type,master_label,item_count,discipline_count,major_count
sh85078856,lcsh_id,geology of the Moon,1,1,0
sh85054133,lcsh_id,geometry,1,1,0
sh85054165,lcsh_id,geomorphology,1,1,0
sh85054185,lcsh_id,geophysics,1,1,0
sh85054192,lcsh_id,geopolitics,1,0,1
sh85054271,lcsh_id,geothermal energy,1,0,1
sh85054724,lcsh_id,gestalt therapy,1,1,0
sh85055077,lcsh_id,glaciology,1,0,1
sh85055284,lcsh_id,global analysis,1,1,0
sh85148199,lcsh_id,global health,1,1,0
sh99010179,lcsh_id,globalization,1,0,1
338.02,ddc,goods,1,1,0
sh85055892,lcsh_id,goodwill,1,1,0
sh00005941,lcsh_id,government,1,0,1
sh85056099,lcsh_id,government procurement,1,0,1
sh85056259,lcsh_id,grammar,1,1,0
sh85056471,lcsh_id,graph theory,1,1,0
300264849,aat_id,graphic arts,1,1,0
760,ddc,graphic design,1,0,1
sh85056474,lcsh_id,graphics,1,0,1
300404444,aat_id,group,1,1,0
sh85057493,lcsh_id,group psychotherapy,1,1,0
sh85058092,lcsh_id,gynaecology,1,0,1
sh91001894,lcsh_id,habitat conservation,1,1,0
sh85058192,lcsh_id,hadith,1,0,1
sh85058939,lcsh_id,harmonic analysis,1,1,0
sh85059518,lcsh_id,health,1,1,0
sh85059600,lcsh_id,health administration,1,0,1
sh00005607,lcsh_id,health care,1,1,0
sh85082915,lcsh_id,health economics,1,1,0
sh89005069,lcsh_id,health informatics,1,1,0
sh85083002,lcsh_id,health policy,1,1,0
sh86007745,lcsh_id,health psychology,1,1,0
610,ddc,health sciences,1,1,0
sh85009496,lcsh_id,hearing,1,1,0
697,ddc,"heating, ventilation, and air conditioning",1,0,1
sh85060075,lcsh_id,helminthology,1,1,0
sh85060103,lcsh_id,helping behavior,1,1,0
sh85060130,lcsh_id,hematology,1,1,0
sh88007874,lcsh_id,hemorheology,1,0,1
636.0895321,ddc,herbalism,1,0,1
sh85060464,lcsh_id,herpetology,1,1,0
sh85126190,lcsh_id,hispanism,1,0,1
sh85061084,lcsh_id,histology,1,1,0
sh85061091,lcsh_id,historian,1,0,1
sh92002913,lcsh_id,historic preservation,1,0,1
sh2002006230,lcsh_id,historical phonology,1,0,1
300265214,aat_id,historical reenactment,1,1,0
sh2020008754,lcsh_id,historically informed performance,1,1,0
sh85061211,lcsh_id,historiography,1,0,1
sh85061212,lcsh_id,history,1,1,0
BR140-BR1510,lcc,history of Christianity,1,0,1
sh85067895,lcsh_id,history of Iran,1,0,1
sh87000556,lcsh_id,history of Islam,1,0,1
sh85097166,lcsh_id,history of Palestine,1,0,1
7503709-9,gnd_id,history of art,1,0,1
sh87002438,lcsh_id,history of film,1,0,1
sh85067166,lcsh_id,history of ideas,1,0,1
sh85077519,lcsh_id,history of literature,1,0,1
109,ddc,history of philosophy,1,0,1
sh85112553,lcsh_id,history of religions,1,1,0
509,ddc,history of science,1,1,0
sh85090506,lcsh_id,history of the Middle East,1,0,1
sh85061308,lcsh_id,hobby,1,1,0
sh85061673,lcsh_id,home economics,1,0,1
sh85062868,lcsh_id,hominization,2,2,0
sh88006552,lcsh_id,homophobia,1,0,1
sh85062204,lcsh_id,horticulture,1,0,1
sh85062482,lcsh_id,hotel management,1,0,1
sh85062839,lcsh_id,human behavior,1,1,0
sh85062843,lcsh_id,human biology,1,1,0
sh85062856,lcsh_id,human ecology,1,1,0
sh85005570,lcsh_id,human geography,1,1,0
325,ddc,human migration,1,0,1
4015332-0,gnd_id,human nutrition,1,0,1
sh85062884,lcsh_id,human physiology,1,1,0
sh85100143,lcsh_id,human resource management,1,0,1
sh85026379,lcsh_id,human rights,1,0,1
4481515-3,gnd_id,human science,1,1,0
sh85062913,lcsh_id,humanities,1,1,0
sh88003229,lcsh_id,human–computer interaction,1,0,1
sh85145539,lcsh_id,hydrochemistry,1,1,0
sh85063439,lcsh_id,hydrogeology,1,1,0
sh85063443,lcsh_id,hydrography,1,1,0
sh85063460,lcsh_id,hydrology,1,1,0
4026312-5,gnd_id,hydromechanics,1,1,0
sh85063326,lcsh_id,hydrometry,1,1,0
sh85064050,lcsh_id,ichthyology,1,1,0
sh85064120,lcsh_id,idea,1,1,0
741.6,ddc,illustration,1,1,0
sh99001255,lcsh_id,illustration,1,0,1
sh86002614,lcsh_id,immunology,1,1,0
004.015113,ddc,inductive logic,1,0,1
sh85108476,lcsh_id,industrial and organizational psychology,1,0,1
660,ddc,industrial chemistry,1,0,1
sh85037199,lcsh_id,industrial design,1,0,1
sh97001369,lcsh_id,industrial manufacturing,1,1,0
sh85065909,lcsh_id,industrial organization,1,1,0
sh85065928,lcsh_id,industrial relations,1,0,1
4247120-5,gnd_id,inferential statistics,1,1,0
003.54,ddc,information,1,1,0
sh87002293,lcsh_id,information and communications technology,1,1,0
sh85066147,lcsh_id,information management,1,0,1
sh2021005721,lcsh_id,information privacy,1,1,0
4161678-9,gnd_id,information processing,1,1,0
sh85066148,lcsh_id,information retrieval,1,1,0
sh85066150,lcsh_id,information science,1,1,0
1217680330,gnd_id,information security,1,1,0
sh85066163,lcsh_id,information system,1,1,0
4026926-7,gnd_id,information technology,1,0,1
sh2008006980,lcsh_id,information technology management,1,0,1
sh2008112644,lcsh_id,innovation management,1,0,1
sh85023017,lcsh_id,inorganic chemistry,1,1,0
sh85066745,lcsh_id,institutional economics,1,1,0
sh85067088,lcsh_id,integral equation,1,1,0
300054397,aat_id,intellectual history,1,0,1
sh85067167,lcsh_id,intellectual property,1,1,0
sh85062836,lcsh_id,intentional human activity,1,1,0
158.2,ddc,interaction,1,1,0
sh85067222,lcsh_id,intercultural communication,1,0,1
747,ddc,interior design,1,0,1
sh85067347,lcsh_id,internal medicine,1,1,0
sh85029042,lcsh_id,international communication,1,0,1
327.17,ddc,international cooperation,1,1,0
sh85067395,lcsh_id,international economics,1,1,0
sh85067417,lcsh_id,international law,1,0,1
4072885-7,gnd_id,international politics,1,0,1
sh85067435,lcsh_id,international relations,1,0,1
sh85119471,lcsh_id,international security,1,0,1
sh87004890,lcsh_id,international trade,1,0,1
sh94007902,lcsh_id,internetworking,1,1,0
004.6,ddc,interoperability,1,1,0
121.68,ddc,interpretation,2,2,0
418.02,ddc,interpretation,1,0,1
sh85069833,lcsh_id,jazz,1,0,1
n2004079564,lcsh_id,jazz singing,1,0,1
sh85070643,lcsh_id,joiner,1,0,1
sh85070736,lcsh_id,journalism,1,0,1
4337135-8,gnd_id,journalism studies,1,0,1
sh85070788,lcsh_id,journalist,1,0,1
sh85071077,lcsh_id,jurisdiction,1,0,1
sh85071088,lcsh_id,jurisprudence,1,1,0
340.092,ddc,jurist,1,0,1
sh85071895,lcsh_id,kelp forest ecology,1,1,0
sh85072383,lcsh_id,kinesiology,1,1,0
001,ddc,knowledge,1,1,0
4002808-2,gnd_id,labor studies,1,0,1
sh85073687,lcsh_id,labour economics,1,1,0
sh95006396,lcsh_id,lake conservation,1,1,0
sh90002545,lcsh_id,landscape ecology,1,0,1
4034354-6,gnd_id,landscape planning,1,0,1
sh85074518,lcsh_id,language,1,0,1
4056505-1,gnd_id,language education,1,0,1
300387876,aat_id,languages of Asia,1,1,0
909.8,ddc,late modern period,1,0,1
sh85075119,lcsh_id,law,1,1,0
sh95009376,lcsh_id,law and economics,1,1,0
sh85075480,lcsh_id,leadership,1,0,1
sh85075520,lcsh_id,learning,1,1,0
658.1524402855,ddc,ledger,1,1,0
sh85075292,lcsh_id,legal anthropology,1,1,0
4128412-4,gnd_id,legal doctrine,1,1,0
sh85075133,lcsh_id,legal history,1,1,0
sh85075141,lcsh_id,legal psychology,1,1,0
4126505-1,gnd_id,legal theory,1,1,0
sh85076359,lcsh_id,lexicology,1,0,1
LC1001-LC1024,lcc,liberal arts education,1,0,1
Z664.2-Z718.85,lcc,library and information science,1,0,1
4306765-7,gnd_id,library history,1,0,1
sh85076723,lcsh_id,library science,1,1,0
sh85076841,lcsh_id,life sciences,1,1,0
sh85076844,lcsh_id,life skill,1,1,0
sh85077053,lcsh_id,limnology,1,1,0
4153097-4,gnd_id,linguistic anthropology,1,1,0
sh85077222,lcsh_id,linguistics,1,1,0
sh2013002090,lcsh_id,linked data,1,1,0
sh85077455,lcsh_id,list,1,1,0
sh85029406,lcsh_id,literary composing,1,1,0
sh85034149,lcsh_id,literary criticism,1,0,1
4036034-9,gnd_id,literary studies,1,1,0
sh85077509,lcsh_id,literary theory,1,1,0
sh85077507,lcsh_id,literature,1,1,0
sh2011000728,lcsh_id,lithosphere,1,1,0
sh85077734,lcsh_id,liturgy,1,0,1
sh85078106,lcsh_id,logic,1,1,0
sh85078128,lcsh_id,logistics,1,0,1
4168152-6,gnd_id,longitudinal wave,1,1,0
4041110-2,gnd_id,love for fellow humans,1,1,0
sh85079324,lcsh_id,machine learning,1,1,0
sh85079443,lcsh_id,macroeconomics,1,1,0
sh85079784,lcsh_id,magnetohydrodynamics,1,0,1
sh85079931,lcsh_id,maintenance,1,1,0
594,ddc,malacology,1,1,0
sh85080261,lcsh_id,mammal anatomy,1,1,0
sh2010100357,lcsh_id,mammalian ecology,1,1,0
sh96010388,lcsh_id,mammalogy,1,1,0
sh85080336,lcsh_id,management,1,1,0
4070102-5,gnd_id,management control system,1,0,1
sh85080363,lcsh_id,management science,1,0,1
sh85081138,lcsh_id,marine biology,1,1,0
sh91005227,lcsh_id,marine chemical ecology,1,1,0
sh85081156,lcsh_id,marine ecology,1,1,0
sh85081193,lcsh_id,marine geophysics,1,1,0
sh98000806,lcsh_id,marine mammalogy,1,1,0
sh85081307,lcsh_id,maritime anthropology,1,1,0
sh85081333,lcsh_id,marketing,1,0,1
sh85081339,lcsh_id,marketing management,1,0,1
4037875-5,gnd_id,mass communication,1,0,1
sh2006007647,lcsh_id,mass customization,1,1,0
sh85081863,lcsh_id,mass media,1,0,1
4706762-7,gnd_id,master's degree,1,0,1
4051157-1,gnd_id,material culture,1,0,1
sh85082094,lcsh_id,materials science,1,1,0
sh85082086,lcsh_id,materials testing,1,1,0
sh85082116,lcsh_id,mathematical analysis,1,1,0
sh85082119,lcsh_id,mathematical anthropology,1,1,0
sh85014235,lcsh_id,mathematical biology,1,0,1
sh85082122,lcsh_id,mathematical linguistics,1,1,0
sh85003435,lcsh_id,mathematical logic,1,1,0
sh85082139,lcsh_id,mathematics,1,1,0
4169187-8,gnd_id,means of communication,1,0,1
530.8,ddc,measurement,1,1,0
sh85082767,lcsh_id,mechanics,1,1,0
sh93001518,lcsh_id,mechatronics,1,1,0
4114544-6,gnd_id,media history,1,0,1
4875411-0,gnd_id,media informatics,1,0,1
sh96010160,lcsh_id,media literacy,1,0,1
4169194-5,gnd_id,media studies,1,0,1
sh85082846,lcsh_id,mediation,1,0,1
sh85082859,lcsh_id,medical anthropology,1,1,0
4270817-5,gnd_id,medical assistant,1,0,1
sh85037489,lcsh_id,medical diagnosis,1,1,0
sh85037507,lcsh_id,medical imaging,1,0,1
sh85082955,lcsh_id,medical jurisprudence,1,1,0
sh85082974,lcsh_id,medical microbiology,1,1,0
sh85083001,lcsh_id,medical physics,1,0,1
sh85083022,lcsh_id,medical sciences,1,1,0
sh85134723,lcsh_id,medical treatment,1,1,0
sh85083064,lcsh_id,medicine,1,1,0
616.8009,ddc,medicine of the nerves,1,1,0
sh85054412,lcsh_id,medieval German studies,1,0,1
477,ddc,medieval Latin,1,0,1
sh85006512,lcsh_id,medieval archaeology,1,0,1
sh85085002,lcsh_id,medieval studies,1,0,1
4047698-4,gnd_id,mental hygiene,1,0,1
4127996-7,gnd_id,message,1,1,0
sh96000740,lcsh_id,metadata,1,1,0
sh85084158,lcsh_id,metallurgy,1,0,1
sh85084286,lcsh_id,metaphysics,1,1,0
sh85084334,lcsh_id,meteorology,1,1,0
sh2001008470,lcsh_id,metrology,1,1,0
4221617-5,gnd_id,micro system technology,1,0,1
sh85084783,lcsh_id,microbiology,1,1,0
sh85084819,lcsh_id,microeconomics,1,1,0
sh85084822,lcsh_id,microelectronics,1,0,1
sh85084862,lcsh_id,microscale meteorology,1,1,0
sh85001371,lcsh_id,military aviation,1,0,1
sh85085207,lcsh_id,military history,1,0,1
sh85140338,lcsh_id,military history of the United States,1,0,1
sh85085264,lcsh_id,military policy,1,1,0
350,ddc,military science,1,0,1
sh85128514,lcsh_id,military strategy,1,0,1
sh85085589,lcsh_id,mineralogy,1,1,0
622,ddc,mining,1,0,1
4170151-3,gnd_id,missiology,1,0,1
sh85086422,lcsh_id,modeling,1,0,1
sh85061236,lcsh_id,modern period,1,0,1
sh85086577,lcsh_id,molecular biology,1,0,1
4265444-0,gnd_id,molecular design,1,0,1
sh2003004725,lcsh_id,molecular phylogenetics,1,0,1
205,ddc,moral theology,1,0,1
415.9,ddc,morphology,1,1,0
sh85087347,lcsh_id,morphology,1,1,0
4140696-5,gnd_id,morphometrics,1,0,1
sh85087350,lcsh_id,morphophonology,1,1,0
sh85088079,lcsh_id,movie theater,1,0,1
sh85088722,lcsh_id,museology,1,0,1
sh85088762,lcsh_id,music,1,1,0
sh85088796,lcsh_id,music education,1,1,0
4456406-5,gnd_id,music history,1,0,1
sh85097089,lcsh_id,music paleography,1,0,1
4235850-4,gnd_id,music production,1,0,1
4127817-3,gnd_id,music psychology,1,1,0
sh85088826,lcsh_id,music theory,1,0,1
sh85064678,lcsh_id,musical improvisation,1,0,1
300262956,aat_id,musical performance,1,1,0
4040874-7,gnd_id,musical theater,1,0,1
sh85089048,lcsh_id,musicology,1,1,0
sh85089188,lcsh_id,mycology,1,1,0
sh2002000242,lcsh_id,nanoscience,1,1,0
sh85038364,lcsh_id,narratology,1,0,1
4063885-6,gnd_id,national economy,1,0,1
sh85090122,lcsh_id,national security,1,0,1
sh2017004703,lcsh_id,natural language generation,1,1,0
sh88002425,lcsh_id,natural language processing,1,1,0
sh2001000588,lcsh_id,natural resource management,1,1,0
500,ddc,natural science,1,1,0
sh85090284,lcsh_id,nature conservation,1,1,0
623.8922,ddc,nautical cartography,1,0,1
sh85090425,lcsh_id,navigation,1,1,0
sh85091113,lcsh_id,neuroanatomy,1,1,0
sh85091114,lcsh_id,neurobiology,1,1,0
sh2005008805,lcsh_id,neuroeconomics,1,0,1
sh85091118,lcsh_id,neuroendocrinology,1,1,0
sh2021003848,lcsh_id,neuroethology,1,1,0
sh85091139,lcsh_id,neurology,1,1,0
sh85091159,lcsh_id,neurophysiology,1,1,0
sh85091163,lcsh_id,neuropsychology,1,1,0
sh91006099,lcsh_id,neuroscience,1,1,0
302.231,ddc,new media,1,0,1
4113418-7,gnd_id,new media art,1,0,1
4139402-1,gnd_id,new product development,1,1,0
sh85092349,lcsh_id,non-parametric statistics,1,0,1
sh85082118,lcsh_id,nonstandard analysis,1,1,0
sh85092368,lcsh_id,nonverbal communication,1,1,0
sh85093024,lcsh_id,nuclear physics,1,0,1
sh85093222,lcsh_id,number theory,1,1,0
sh85093362,lcsh_id,nursing,1,1,0
7603053-2,gnd_id,nursing science,1,0,1
4068817-3,gnd_id,occupational safety,1,0,1
4152718-5,gnd_id,occurrence,1,1,0
sh85093882,lcsh_id,ocean circulation,1,1,0
sh85093937,lcsh_id,oceanography,1,1,0
663.2001,ddc,oenology,1,1,0
sh85094724,lcsh_id,oncology,1,1,0
sh85094813,lcsh_id,onomastics,1,1,0
sh85094833,lcsh_id,ontology,1,1,0
sh85095071,lcsh_id,ophthalmology,1,0,1
sh85095181,lcsh_id,optics,1,0,1
sh85095209,lcsh_id,optometry,1,0,1
sh85087992,lcsh_id,oral hygiene,1,0,1
sh85128280,lcsh_id,oral medicine,1,0,1
sh85088002,lcsh_id,oral surgery,1,0,1
sh85126460,lcsh_id,oration,1,1,0
sh85095299,lcsh_id,oratory,1,1,0
sh85023022,lcsh_id,organic chemistry,1,1,0
sh85095524,lcsh_id,organizational behavior studies,1,0,1
658.402,ddc,organizational development,1,1,0
sh2010113533,lcsh_id,organizational psychology,1,1,0
sh91002392,lcsh_id,organizational theory,1,0,1
sh86004134,lcsh_id,organometallic chemistry,1,0,1
sh85008624,lcsh_id,oriental studies,1,1,0
sh85095726,lcsh_id,ornithology,1,1,0
sh85095770,lcsh_id,orthodontics,1,1,0
573.76,ddc,osteology,1,1,0
sh85096050,lcsh_id,otolaryngology,1,0,1
300161986,aat_id,painting,1,0,1
sh85097061,lcsh_id,palaeogeography,1,1,0
sh2001004516,lcsh_id,paleoanthropology,1,1,0
sh85097024,lcsh_id,paleobiology,1,1,0
sh85097026,lcsh_id,paleobotany,1,1,0
sh85097123,lcsh_id,paleontology,2,2,0
sh85097270,lcsh_id,palynology,1,1,0
300260338,aat_id,paper studies,1,0,1
091,ddc,papyrology,1,1,0
sh85097826,lcsh_id,parallel computing,1,1,0
sh85097922,lcsh_id,parasitology,1,1,0
300379895,aat_id,particle-size analysis,1,0,1
sh99001711,lcsh_id,patent,1,1,0
4075929-5,gnd_id,patholinguistics,1,0,1
sh85098685,lcsh_id,pathology,1,1,0
370,ddc,pedagogy,3,3,0
sh85099163,lcsh_id,pediatric nursing,1,0,1
sh85023483,lcsh_id,pediatric surgery,1,0,1
sh85099185,lcsh_id,pediatrics,1,1,0
sh85099708,lcsh_id,perception,1,1,0
sh00005755,lcsh_id,performance,1,1,0
sh2008109057,lcsh_id,performance management,1,0,1
sh85099818,lcsh_id,performing arts,1,0,1
sh85099922,lcsh_id,periodontology,1,0,1
300055607,aat_id,personal property,1,1,0
4075996-9,gnd_id,personality psychology,1,1,0
sh85100472,lcsh_id,petrology,1,1,0
4418449-9,gnd_id,pharmacoeconomics,1,1,0
sh85100596,lcsh_id,pharmacognosy,1,0,1
sh85100599,lcsh_id,pharmacology,1,1,0
sh85100603,lcsh_id,pharmacy,1,0,1
sh85100623,lcsh_id,pharmacy technician,1,0,1
sh85102793,lcsh_id,phenology,1,1,0
sh85100821,lcsh_id,philology,1,1,0
sh85100845,lcsh_id,philosophical anthropology,1,1,0
sh85100849,lcsh_id,philosophy,1,1,0
sh2008102562,lcsh_id,philosophy and economics,1,0,1
4070955-3,gnd_id,philosophy of education,1,0,1
sh2002006356,lcsh_id,philosophy of history,1,1,0
sh85075139,lcsh_id,philosophy of law,1,1,0
sh85082153,lcsh_id,philosophy of mathematics,1,1,0
sh89004340,lcsh_id,philosophy of mind,1,1,0
sh85112554,lcsh_id,philosophy of religion,1,1,0
sh85118582,lcsh_id,philosophy of science,1,1,0
sh85101053,lcsh_id,phonetics,1,1,0
sh99005585,lcsh_id,phonology,1,1,0
sh85001264,lcsh_id,photogeology,1,1,0
sh85101206,lcsh_id,photography,1,0,1
sh85101288,lcsh_id,photojournalism,1,0,1
sh85003477,lcsh_id,phycology,1,1,0
300222722,aat_id,physical activity,1,1,0
sh85023027,lcsh_id,physical chemistry,1,1,0
sh85101517,lcsh_id,physical education,1,0,1
sh85101552,lcsh_id,physical geography,1,1,0
sh85101560,lcsh_id,physical geology,1,1,0
sh91000759,lcsh_id,physical medicine and rehabilitation,1,1,0
sh2021001476,lcsh_id,physical oceanography,1,1,0
sh89005705,lcsh_id,physical science,1,1,0
sh85101653,lcsh_id,physics,1,1,0
sh85101667,lcsh_id,physics education,1,0,1
sh85101679,lcsh_id,physiology,1,1,0
sh85101568,lcsh_id,physiotherapy,1,0,1
sh85015961,lcsh_id,phytochemistry,1,1,0
sh85101689,lcsh_id,phytogeography,1,1,0
581.7,ddc,phytosociology,2,1,1
sh85101720,lcsh_id,pianist,1,0,1
sh85101722,lcsh_id,piano,1,0,1
sh85101747,lcsh_id,piano performance,1,1,0
sh88000316,lcsh_id,planetary geology,1,1,0
sh85102652,lcsh_id,planetary science,1,1,0
sh85102696,lcsh_id,planning,1,1,0
sh85015978,lcsh_id,plant anatomy,1,1,0
sh85102720,lcsh_id,plant conservation,1,1,0
sh85015985,lcsh_id,plant ecology,1,1,0
sh88005635,lcsh_id,plant ecophysiology,1,1,0
sh85102745,lcsh_id,plant genetics,1,1,0
sh85102865,lcsh_id,plant microbiology,1,1,0
sh85015992,lcsh_id,plant morphology,1,1,0
sh85102732,lcsh_id,plant pathology,1,1,0
sh85102796,lcsh_id,plant physiology,1,1,0
4046277-8,gnd_id,plastic arts,1,0,1
sh85104345,lcsh_id,political anthropology,1,1,0
sh85054025,lcsh_id,political geography,1,0,1
sh88004669,lcsh_id,political philosophy,1,1,0
sh85104425,lcsh_id,political psychology,1,1,0
sh85104440,lcsh_id,political science,1,1,0
4182687-5,gnd_id,political science and government,1,0,1
sh85104457,lcsh_id,political sociology,1,0,1
4046563-9,gnd_id,political theory,1,1,0
sh2002011436,lcsh_id,politics,1,0,1
4168684-6,gnd_id,polymer chemistry,1,1,0
sh85104920,lcsh_id,population genetics,1,0,1
4277297-7,gnd_id,postgraduate education,1,0,1
sh85106058,lcsh_id,pragmatics,1,1,0
4121886-3,gnd_id,prehistory and early history,1,0,1
sh85142502,lcsh_id,preservation,1,1,0
sh99002416,lcsh_id,prevention,1,1,0
sh85083162,lcsh_id,preventive medicine,1,1,0
sh85041077,lcsh_id,primary education,1,0,1
300131119,aat_id,printmaking,1,0,1
323.448,ddc,privacy,1,1,0
sh85030965,lcsh_id,private international law,1,0,1
346,ddc,private law,1,0,1
333.3,ddc,private property,1,1,0
4079013-7,gnd_id,probability theory,1,1,0
300053001,aat_id,process,1,1,0
sh85028954,lcsh_id,product,1,1,0
sh85123160,lcsh_id,professional skill,1,1,0
sh85028378,lcsh_id,professor,1,0,1
sh85107313,lcsh_id,programming language,1,1,0
sh85107319,lcsh_id,progressive education,1,0,1
sh85065919,lcsh_id,project management,1,0,1
sh85107437,lcsh_id,proof theory,1,0,1
4151179-7,gnd_id,property,1,1,0
sh85107496,lcsh_id,property,1,1,0
sh85107552,lcsh_id,proposition,1,1,0
sh85108376,lcsh_id,psychiatric social work,1,1,0
sh85108381,lcsh_id,psychiatry,1,1,0
sh85108410,lcsh_id,psychoacoustics,1,0,1
sh85108411,lcsh_id,psychoanalysis,1,1,0
sh85108427,lcsh_id,psychodiagnostics,1,1,0
sh85108432,lcsh_id,psycholinguistics,1,1,0
155.89,ddc,psychological anthropology,1,1,0
sh85108459,lcsh_id,psychology,1,1,0
sh85108485,lcsh_id,psychology of religion,1,1,0
sh85108490,lcsh_id,psychometrics,1,1,0
sh86001417,lcsh_id,psychoneuroimmunology,1,1,0
sh85108479,lcsh_id,psychopathology,1,1,0
370.15,ddc,psychopedagogy,1,0,1
sh85108498,lcsh_id,psychopharmacology,1,1,0
sh85108484,lcsh_id,psychophysiology,1,0,1
sh85108516,lcsh_id,psychotherapy,1,1,0
sh85108611,lcsh_id,public administration,1,0,1
sh85048270,lcsh_id,public finance,1,0,1
sh85108638,lcsh_id,public health,1,1,0
sh85108696,lcsh_id,public law,1,0,1
4276243-1,gnd_id,public order,1,0,1
sh85056091,lcsh_id,public policy,1,1,0
4188515-6,gnd_id,public property,1,1,0
sh85108753,lcsh_id,public relations,1,0,1
sh2004003366,lcsh_id,publication,1,1,0
sh85108871,lcsh_id,publishing,1,0,1
4122323-8,gnd_id,pulmonology,1,0,1
300252561,aat_id,purchasing manager,1,0,1
sh98001235,lcsh_id,qualia,1,1,0
4125835-6,gnd_id,qualification,1,1,0
530.12,ddc,quantum physics,1,0,1
sh2021005718,lcsh_id,queer musicology,1,1,0
sh95001341,lcsh_id,queer studies,1,1,0
sh85110385,lcsh_id,radio,1,0,1
sh85110774,lcsh_id,radiology,1,0,1
sh85111355,lcsh_id,random variable,1,1,0
sh85111357,lcsh_id,random walk,1,1,0
sh85111362,lcsh_id,rangeland management,1,1,0
sh2001000752,lcsh_id,rapid prototyping,1,1,0
sh85111662,lcsh_id,reading,1,1,0
333.33,ddc,real estate economics,1,1,0
153.43,ddc,reasoning,1,1,0
sh85111945,lcsh_id,recreation,1,1,0
4076605-6,gnd_id,regional development,1,0,1
sh92000704,lcsh_id,reinforcement learning,1,1,0
sh85112549,lcsh_id,religion,1,0,1
4030746-3,gnd_id,religious law,1,0,1
sh85112556,lcsh_id,religious studies,1,1,0
4171041-1,gnd_id,remote communication,1,1,0
sh94003448,lcsh_id,reproducibility,1,1,0
sh85112953,lcsh_id,reproduction,1,1,0
300265209,aat_id,reproductive biology,1,1,0
sh85112965,lcsh_id,reptile anatomy,1,1,0
4172069-6,gnd_id,rescue archaeology,1,0,1
sh85113021,lcsh_id,research,1,1,0
658.57,ddc,research and development,1,1,0
4400948-3,gnd_id,resource economics,1,1,0
531.1134,ddc,rheology,1,1,0
sh85113628,lcsh_id,rhetoric,1,1,0
sh88000877,lcsh_id,rheumatology,1,0,1
4048822-6,gnd_id,rights policy,1,1,0
sh85114491,lcsh_id,road construction,1,0,1
sh85114628,lcsh_id,robotics,1,1,0
1180403177,gnd_id,rocket science,1,0,1
4177368-8,gnd_id,rule,1,1,0
sh85115899,lcsh_id,rural development,1,0,1
300055282,aat_id,safety,1,1,0
sh85118553,lcsh_id,science,1,1,0
sh85118587,lcsh_id,science education,1,1,0
4126878-7,gnd_id,science of journalism,1,0,1
4137670-5,gnd_id,science of public administration,1,1,0
sh85118622,lcsh_id,science policy,1,1,0
001.4,ddc,science project,1,1,0
4129377-0,gnd_id,science studies,1,0,1
sh85118691,lcsh_id,scientific literature,1,1,0
sh85088064,lcsh_id,screenplay,1,0,1
4221436-1,gnd_id,search,1,1,0
sh85041082,lcsh_id,secondary education,1,0,1
sh85119431,lcsh_id,secrecy,1,1,0
1112677186,gnd_id,security science,1,1,0
sh85119634,lcsh_id,seismology,1,1,0
378.17943,ddc,self-education,1,1,0
sh2009007899,lcsh_id,semantic computing,1,1,0
sh92004914,lcsh_id,semantic network,1,1,0
sh85119870,lcsh_id,semantics,1,1,0
sh85119950,lcsh_id,semiotics,1,1,0
300055181,aat_id,sensation,1,1,0
sh85120063,lcsh_id,sentence,1,1,0
sh85120145,lcsh_id,sequence,1,1,0
sh2001004460,lcsh_id,sequence stratigraphy,1,1,0
sh85120300,lcsh_id,serology,1,1,0
338.47,ddc,service,1,1,0
sh85120387,lcsh_id,set theory,1,1,0
sh85120542,lcsh_id,sewing,1,0,1
sh90004841,lcsh_id,sexology,1,1,0
sh85052948,lcsh_id,show,1,1,0
634.95,ddc,silviculture,1,1,0
sh85122827,lcsh_id,singing,1,1,0
sh85024195,lcsh_id,sinology,1,1,0
4016895-5,gnd_id,skill,1,1,0
7525182-6,gnd_id,smart device,1,1,0
306,ddc,social anthropology,2,2,0
304.2,ddc,social geography,1,0,1
sh85123948,lcsh_id,social history,1,0,1
sh2006006990,lcsh_id,social networking service,1,1,0
4055864-2,gnd_id,social pedagogy,1,0,1
301.01,ddc,social philosophy,1,1,0
sh85123985,lcsh_id,social policy,1,1,0
sh85123994,lcsh_id,social psychology,1,1,0
sh85124003,lcsh_id,social science,1,1,0
sh85124011,lcsh_id,social science methodology,1,1,0
sh85124049,lcsh_id,social services,1,1,0
sh85124019,lcsh_id,social studies,1,0,1
4055676-1,gnd_id,social work,1,0,1
sh85124195,lcsh_id,sociolinguistics,1,1,0
sh85124200,lcsh_id,sociology,1,1,0
sh85041146,lcsh_id,sociology of education,1,1,0
sh85072731,lcsh_id,sociology of knowledge,1,1,0
sh85124198,lcsh_id,sociology of law,1,1,0
4043788-7,gnd_id,sociology of organisations,1,1,0
sh85112587,lcsh_id,sociology of religion,1,1,0
4066615-3,gnd_id,sociology of science,1,1,0
306.36,ddc,sociology of work,1,1,0
sh2015002635,lcsh_id,sociotechnical system,1,1,0
sh85029534,lcsh_id,software,1,1,0
sh85029535,lcsh_id,software development,1,1,0
sh85029538,lcsh_id,software industry,1,1,0
sh85124299,lcsh_id,software maintenance,1,1,0
sh85124376,lcsh_id,soil science,1,0,1
531,ddc,solid mechanics,1,0,1
sh85124636,lcsh_id,solid-state chemistry,1,1,0
