cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels
12.0406,Make-Up Artist/Specialist.,12,04,06,6-digit,Q935666,make-up artist,"person who applies make-up, style and applies special effects make-up, prosthetic make-up",Q28640,,Q55187,,,,,,,,,,,,Q131207,,,,Q2752318,,Q22001375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0409,Aesthetician/Esthetician and Skin Care Specialist.,12,04,09,6-digit,Q21550346,aesthetician,philosopher,Q28640,,Q4964182,,,,,,,,,,,,,,,,Q12367504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0410,Nail Technician/Specialist and Manicurist.,12,04,10,6-digit,Q11325221,nail technician,nail technician or manicurist,Q28640,,Q2752318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0503,Culinary Arts/Chef Training.,12,05,03,6-digit,Q64811480,culinary arts,,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0509,Culinary Science/Culinology.,12,05,09,6-digit,Q1637030,food science,applied science devoted to the study of food,Q28797,,Q336,,Q420,,,,,,,,,,,,,,,,,,,,,,Q2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0510,Wine Steward/Sommelier.,12,05,10,6-digit,Q191493,sommelier,person with proficiency in wine tasting,Q28640,,Q104590991,,,,,,,,,,,,,,,,Q833899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0101,"Education, General.",13,01,01,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0202,Multicultural Education.,13,02,02,6-digit,Q3719890,multicultural education,set of educational strategies,Q11862829,,Q22952179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0406,Higher Education/Higher Education Administration.,13,04,06,6-digit,Q136822,higher education,"academic tertiary education, such as from colleges and universities",Q18189,,Q9166713,,Q446760,,,,,,,,Q42240,,,,,,,,Q2657718,,,,,,,,,,Q13006147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0607,Learning Sciences.,13,06,07,6-digit,Q98442705,learning sciences,field of research,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0701,International and Comparative Education.,13,07,01,6-digit,Q63718196,International and Comparative Education,Chinese journal,Q737498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1003,Education/Teaching of Individuals with Hearing Impairments Including Deafness.,13,10,03,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1004,Education/Teaching of the Gifted and Talented.,13,10,04,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1005,Education/Teaching of Individuals with Emotional Disturbances.,13,10,05,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1006,Education/Teaching of Individuals with Mental Retardation.,13,10,06,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1007,Education/Teaching of Individuals with Multiple Disabilities.,13,10,07,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1008,Education/Teaching of Individuals with Orthopedic and Other Physical Health Impairments.,13,10,08,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1009,Education/Teaching of Individuals with Vision Impairments Including Blindness.,13,10,09,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1011,Education/Teaching of Individuals with Specific Learning Disabilities.,13,10,11,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1012,Education/Teaching of Individuals with Speech or Language Impairments.,13,10,12,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1013,Education/Teaching of Individuals with Autism.,13,10,13,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1014,Education/Teaching of Individuals Who are Developmentally Delayed.,13,10,14,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1015,Education/Teaching of Individuals in Early Childhood Special Education Programs.,13,10,15,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1016,Education/Teaching of Individuals with Traumatic Brain Injuries.,13,10,16,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1017,Education/Teaching of Individuals in Elementary Special Education Programs.,13,10,17,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1018,Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.,13,10,18,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1019,Education/Teaching of Individuals in Secondary Special Education Programs.,13,10,19,6-digit,Q8434,education,transmission of knowledge and skills,Q130303173,,Q7406919,,,,,,Q7922,,,,Q61788126,,,,,,Q5340858,,Q135913667,,Q2120372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1101,Counselor Education/School Counseling and Guidance Services.,13,11,01,6-digit,Q5176625,Counselor education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1206,"Teacher Education, Multiple Levels.",13,12,06,6-digit,Q1374230,teacher education,training for prospective or practising teachers to develop skills and knowledge to teach effectively,Q11862829,,Q828812,,,,,,,,,,,,,,,,,,Q123625363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1308,Family and Consumer Sciences/Home Economics Teacher Education.,13,13,08,6-digit,Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community,Q4671286,,Q1047113,,Q425694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1309,Technology Teacher Education/Industrial Arts Teacher Education.,13,13,09,6-digit,Q132602172,Technology Teacher Education Programs In Colleges Of Engineering And Technology: A Strategic Link With K 12 Education,scientific article published on 03 September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1319,Technical Teacher Education.,13,13,19,6-digit,Q120264271,technical teacher education,teacher education for technical teachers,,,Q1374230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1338,Environmental Education.,13,13,38,6-digit,Q948732,environmental education,branch of pedagogy,Q1047113,,Q7922,,,,,,,,Q832237,,,,,,,,,,Q103892210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1401,Teaching English as a Second or Foreign Language/ESL Language Instructor.,13,14,01,6-digit,Q7691272,teaching English as a second or foreign language,teaching of English to students whose first language is not English,Q11862829,,Q1455196,,,,,,,,,,,,,,,,,,,,Q131147241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.1501,Teacher Assistant/Aide.,13,15,01,6-digit,Q7691294,teaching assistant,in the United Kingdom,Q28640,,Q2070313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0101,"Engineering, General.",14,01,01,6-digit,Q11023,engineering,type of applied science,Q627436,,Q28797,,Q1881523,,,,Q108375738,,,,,,Q413,,,,,,Q867541,,,,,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0401,Architectural Engineering.,14,04,01,6-digit,Q150737,architectural engineering,application of engineering principles and technology to building design and construction,Q268592,,Q12271,,Q11023,,,,,,,,Q1924856,,,,,,Q12271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0501,Biomedical/Medical Engineering.,14,05,01,6-digit,Q864601,biomedicine,branch of medical science that applies biological and physiological principles to clinical practice,Q4671286,,Q420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0601,Ceramic Sciences and Engineering.,14,06,01,6-digit,Q96700141,Ceramic Sciences and Engineering,scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0701,Chemical Engineering.,14,07,01,6-digit,Q83588,chemical engineering,"branch of science that applies physical sciences and life sciences together with applied mathematics and economics to produce, transform, transport, and properly use chemicals, materials and energy",Q28797,,Q11023,,,,,,,,,,,,Q1420676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0702,Chemical and Biomolecular Engineering.,14,07,02,6-digit,Q96700311,Chemical and Biomolecular Engineering,US scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0801,"Civil Engineering, General.",14,08,01,6-digit,Q77590,civil engineering,"engineering discipline specializing in design, construction and maintenance of the built environment",Q2267705,,Q136580777,,,,,,Q106372013,,,,Q2674423,,,,,,Q5638464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0802,Geotechnical Engineering.,14,08,02,6-digit,Q1349130,geotechnical engineering,scientific study of earth materials in engineering problems; branch of civil engineering concerned with the engineering behavior of earth materials,Q592230,,Q2674423,,Q77590,,,,,,,,,,,,,,Q12539010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0803,Structural Engineering.,14,08,03,6-digit,Q633538,structural engineering,a sub-discipline of civil engineering dealing with the design and analysis of load-bearing structures,Q627436,,,,Q77590,,,,,,,,,,,,Q6671777,,Q77590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0805,Water Resources Engineering.,14,08,05,6-digit,Q106372193,water resources engineering and management,field of study,Q11862829,,Q9347372,,Q24962856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0901,"Computer Engineering, General.",14,09,01,6-digit,Q428691,computer engineering,engineering discipline specializing in the design of computer hardware and software systems,Q1047113,,Q11023,,Q21198,,,,Q21198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0902,Computer Hardware Engineering.,14,09,02,6-digit,Q5656403,hardware architecture,identification of a system's physical components and their interrelationships,,,Q11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1004,Telecommunications Engineering.,14,10,04,6-digit,Q1061219,telecommunications engineering,"subfield of electrical engineering that deals with the recording, transmission, processing and storage of communication",Q4671286,,Q43035,,Q11023,,,,,,,,,,,,,,,,,,,,,,Q1780543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1101,Engineering Mechanics.,14,11,01,6-digit,Q96329007,Engineering Mechanics,Chinese journal,Q5633421,,,,,,,,,,Q19801895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1201,Engineering Physics.,14,12,01,6-digit,Q770766,engineering physics,"study of the combined disciplines of physics, mathematics and combined with engineering studies in computer, electrical, materials or mechanical engineering",Q12015335,,Q11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1301,Engineering Science.,14,13,01,6-digit,Q770766,engineering physics,"study of the combined disciplines of physics, mathematics and combined with engineering studies in computer, electrical, materials or mechanical engineering",Q12015335,,Q11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1401,Environmental/Environmental Health Engineering.,14,14,01,6-digit,Q15766990,Environmental Pollution,scientific journal,Q5633421,,,,,,,,,,Q58734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1801,Materials Engineering.,14,18,01,6-digit,Q1710723,materials engineering,field of study,Q11862829,,Q11023,,,,,,,,,,Q11098568,,,,,,Q228736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1901,Mechanical Engineering.,14,19,01,6-digit,Q101333,mechanical engineering,type of engineering discipline (not the studies),Q12015335,,Q11023,,,,,,Q2358766,,,,,,,,,,Q77590,,Q2657718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2001,Metallurgical Engineering.,14,20,01,6-digit,Q11467,metallurgy,domain of materials science that studies the physical and chemical behavior of metals,Q2465832,,Q228736,,,,,,Q136918332,,,,,,,,,,Q11777633,,Q602358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2201,Naval Architecture and Marine Engineering.,14,22,01,6-digit,Q101910631,naval architecture and marine engineering,engineering discipline,Q11862829,,Q118291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2301,Nuclear Engineering.,14,23,01,6-digit,Q83504,nuclear engineering,applied science,Q28797,,Q11023,,,,,,,,,,,,,,,,,,Q123625363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2401,Ocean Engineering.,14,24,01,6-digit,Q26229359,ocean engineering,engineering of devices within the ocean environment,Q11862829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2501,Petroleum Engineering.,14,25,01,6-digit,Q1273174,petroleum engineering,"field of engineering concerned with the activities related to the production of hydrocarbons, which can be either crude oil or natural gas",Q1047113,,,,Q3353193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2701,Systems Engineering.,14,27,01,6-digit,Q682496,systems engineering,interdisciplinary field of engineering and engineering management that focuses on how to design and manage complex systems over their life cycles,Q11016,,Q11023,,,,,,,,,,,,,,,,,,,,Q730920,,,,Q994895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3201,Polymer/Plastics Engineering.,14,32,01,6-digit,Q3395619,Polymer,British journal,Q41298,,,,,,,,,,Q3456979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3301,Construction Engineering.,14,33,01,6-digit,Q2674423,construction engineering,"professional discipline dealing with the designing, planning, construction and management of infrastructures",Q627436,,Q11023,,Q77590,,,,,,,,Q811115,,,,,,Q633538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3401,Forest Engineering.,14,34,01,6-digit,Q6083293,forest engineering,subclass of engineering,Q1047113,,Q11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3501,Industrial Engineering.,14,35,01,6-digit,Q4489420,industrial engineering,branch of engineering which deals with the optimization of complex processes or systems,Q268592,,Q6027873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3601,Manufacturing Engineering.,14,36,01,6-digit,Q11049265,manufacturing engineering,"discipline of engineering dealing with various manufacturing sciences and practices including the research, design and development of systems, processes, machines, tools, and equipment",Q4671286,,Q2144042,,,,,,,,,,,,,,,,Q353396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3701,Operations Research.,14,37,01,6-digit,Q194292,operations research,discipline that deals with the application of advanced analytical methods to help make better decisions,Q11862829,,Q2167061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3901,Geological/Geophysical Engineering.,14,39,01,6-digit,Q736917,geological formation,body of rock identified by lithic characteristics and stratigraphic position; it is usually but not necessarily tabular and is mappable at the Earth's surface or traceable in the subsurface. Smaller than a subgroup,,,Q3550897,,Q11755860,,,,,,Q134783,,Q2092603,,,,,,Q631305,,Q19219752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4101,Electromechanical Engineering.,14,41,01,6-digit,Q12176496,electromechanical engineering,branch of engineering,Q12015335,,Q11023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4201,"Mechatronics, Robotics, and Automation Engineering.",14,42,01,6-digit,Q180165,mechatronics,combination of electronics and mechanics,Q2465832,,Q11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4301,Biochemical Engineering.,14,43,01,6-digit,Q2487696,biochemical engineering,interdisciplinary field that applies biological and engineering principles to develop and manufacture products using biological systems,Q12015335,,Q217577,,Q7094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4401,Engineering Chemistry.,14,44,01,6-digit,Q121316255,Engineering Chemistry with Laboratory Experiments,a 2016 book by Kumar Ranjan Mohapatra,Q47461344,,,,,,,,,,Q64331382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
