cip_id,cip_label,cip_type,cip_header,cip_category,cip_subclass
22.0201,"Advanced Legal Research/Studies, General (LL.M., M.C.L., M.L.I., M.S.L., J.S.D./S.J.D.)",main,22,02,01
22.0202,"Programs for Foreign Lawyers (LL.M., M.C.L.)",main,22,02,02
22.0203,"American/U.S. Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)",main,22,02,03
22.0204,"Canadian Law/Legal Studies/Jurisprudence (LL.M., M.C.J., J.S.D./S.J.D.)",main,22,02,04
22.0205,"Banking, Corporate, Finance, and Securities Law (LL.M., J.S.D./S.J.D.)",main,22,02,05
22.0206,"Comparative Law (LL.M., M.C.L., J.S.D./S.J.D.)",main,22,02,06
22.0207,"Energy, Environment, and Natural Resources Law (LL.M., M.S., J.S.D./S.J.D.)",main,22,02,07
22.0208,"Health Law (LL.M., M.J., J.S.D./S.J.D.)",main,22,02,08
22.0209,"International Law and Legal Studies (LL.M., J.S.D./S.J.D.)",main,22,02,09
22.0210,"International Business, Trade, and Tax Law (LL.M., J.S.D./S.J.D.)",main,22,02,10
22.0211,"Tax Law/Taxation (LL.M, J.S.D./S.J.D.)",main,22,02,11
22.0212,Intellectual Property Law.,main,22,02,12
22.0301,Legal Administrative Assistant/Secretary.,main,22,03,01
22.0302,Legal Assistant/Paralegal.,main,22,03,02
22.0303,Court Reporting/Court Reporter.,main,22,03,03
23.0101,"English Language and Literature, General.",main,23,01,01
23.1301,"Writing, General.",main,23,13,01
23.1302,Creative Writing.,main,23,13,02
23.1303,Technical and Business Writing.,main,23,13,03
23.1304,Rhetoric and Composition.,main,23,13,04
23.1401,General Literature.,main,23,14,01
23.1402,American Literature (United States).,main,23,14,02
23.1403,American Literature (Canadian).,main,23,14,03
23.1404,English Literature (British and Commonwealth).,main,23,14,04
23.1405,Children's and Adolescent Literature.,main,23,14,05
24.0101,Liberal Arts and Sciences/Liberal Studies.,main,24,01,01
24.0102,General Studies.,main,24,01,02
24.0103,Humanities/Humanistic Studies.,main,24,01,03
25.0101,Library Science/Librarianship.,main,25,01,01
25.0102,Children and Youth Library Services.,main,25,01,02
25.0103,Archives/Archival Administration.,main,25,01,03
25.0301,Library Assistant/Technician.,main,25,03,01
26.0101,"Biology/Biological Sciences, General.",main,26,01,01
26.0102,"Biomedical Sciences, General.",main,26,01,02
26.0202,Biochemistry.,main,26,02,02
26.0203,Biophysics.,main,26,02,03
26.0204,Molecular Biology.,main,26,02,04
26.0205,Molecular Biochemistry.,main,26,02,05
26.0206,Molecular Biophysics.,main,26,02,06
26.0207,Structural Biology.,main,26,02,07
26.0208,Photobiology.,main,26,02,08
26.0209,Radiation Biology/Radiobiology.,main,26,02,09
26.0210,Biochemistry/Biophysics and Molecular Biology.,main,26,02,10
26.0301,Botany/Plant Biology.,main,26,03,01
26.0305,Plant Pathology/Phytopathology.,main,26,03,05
26.0307,Plant Physiology.,main,26,03,07
26.0308,Plant Molecular Biology.,main,26,03,08
26.0401,Cell/Cellular Biology and Histology.,main,26,04,01
26.0403,Anatomy.,main,26,04,03
26.0404,Developmental Biology and Embryology.,main,26,04,04
26.0406,Cell/Cellular and Molecular Biology.,main,26,04,06
26.0407,Cell Biology and Anatomy.,main,26,04,07
26.0502,"Microbiology, General.",main,26,05,02
26.0503,Medical Microbiology and Bacteriology.,main,26,05,03
26.0504,Virology.,main,26,05,04
26.0505,Parasitology.,main,26,05,05
26.0506,Mycology.,main,26,05,06
26.0507,Immunology.,main,26,05,07
26.0508,Microbiology and Immunology.,main,26,05,08
26.0701,Zoology/Animal Biology.,main,26,07,01
26.0702,Entomology.,main,26,07,02
26.0707,Animal Physiology.,main,26,07,07
26.0708,Animal Behavior and Ethology.,main,26,07,08
26.0709,Wildlife Biology.,main,26,07,09
26.0801,"Genetics, General.",main,26,08,01
26.0802,Molecular Genetics.,main,26,08,02
26.0803,Microbial and Eukaryotic Genetics.,main,26,08,03
26.0804,Animal Genetics.,main,26,08,04
26.0805,Plant Genetics.,main,26,08,05
26.0806,Human/Medical Genetics.,main,26,08,06
26.0807,Genome Sciences/Genomics.,main,26,08,07
26.0901,"Physiology, General.",main,26,09,01
26.0902,Molecular Physiology.,main,26,09,02
26.0903,Cell Physiology.,main,26,09,03
26.0904,Endocrinology.,main,26,09,04
26.0905,Reproductive Biology.,main,26,09,05
26.0907,Cardiovascular Science.,main,26,09,07
26.0908,Exercise Physiology.,main,26,09,08
26.0909,Vision Science/Physiological Optics.,main,26,09,09
26.0910,Pathology/Experimental Pathology.,main,26,09,10
26.0911,Oncology and Cancer Biology.,main,26,09,11
26.0912,Aerospace Physiology and Medicine.,main,26,09,12
26.1001,Pharmacology.,main,26,10,01
26.1002,Molecular Pharmacology.,main,26,10,02
26.1003,Neuropharmacology.,main,26,10,03
26.1004,Toxicology.,main,26,10,04
26.1005,Molecular Toxicology.,main,26,10,05
26.1006,Environmental Toxicology.,main,26,10,06
26.1007,Pharmacology and Toxicology.,main,26,10,07
26.1101,Biometry/Biometrics.,main,26,11,01
26.1102,Biostatistics.,main,26,11,02
26.1103,Bioinformatics.,main,26,11,03
26.1104,Computational Biology.,main,26,11,04
26.1201,Biotechnology.,main,26,12,01
26.1301,Ecology.,main,26,13,01
26.1302,Marine Biology and Biological Oceanography.,main,26,13,02
26.1303,Evolutionary Biology.,main,26,13,03
26.1304,Aquatic Biology/Limnology.,main,26,13,04
26.1305,Environmental Biology.,main,26,13,05
26.1306,Population Biology.,main,26,13,06
26.1307,Conservation Biology.,main,26,13,07
26.1308,Systematic Biology/Biological Systematics.,main,26,13,08
26.1309,Epidemiology.,main,26,13,09
26.1310,Ecology and Evolutionary Biology.,main,26,13,10
26.1401,Molecular Medicine.,main,26,14,01
26.1501,Neuroscience.,main,26,15,01
26.1502,Neuroanatomy.,main,26,15,02
26.1503,Neurobiology and Neurophysiology.,main,26,15,03
26.1504,Neurobiology and Behavior.,main,26,15,04
27.0101,"Mathematics, General.",main,27,01,01
27.0102,Algebra and Number Theory.,main,27,01,02
27.0103,Analysis and Functional Analysis.,main,27,01,03
27.0104,Geometry/Geometric Analysis.,main,27,01,04
27.0105,Topology and Foundations.,main,27,01,05
27.0301,Applied Mathematics.,main,27,03,01
27.0303,Computational Mathematics.,main,27,03,03
27.0304,Computational and Applied Mathematics.,main,27,03,04
27.0305,Financial Mathematics.,main,27,03,05
27.0306,Mathematical Biology.,main,27,03,06
27.0501,"Statistics, General.",main,27,05,01
27.0502,Mathematical Statistics and Probability.,main,27,05,02
27.0503,Mathematics and Statistics.,main,27,05,03
28.0101,Air Force JROTC/ROTC.,main,28,01,01
28.0301,Army JROTC/ROTC.,main,28,03,01
28.0401,Navy/Marine Corps JROTC/ROTC.,main,28,04,01
28.0501,Air Science/Airpower Studies.,main,28,05,01
28.0502,Air and Space Operational Art and Science.,main,28,05,02
28.0503,Military Operational Art and Science/Studies.,main,28,05,03
28.0504,Advanced Military and Operational Studies.,main,28,05,04
28.0505,Naval Science and Operational Studies.,main,28,05,05
28.0506,"Special, Irregular and Counterterrorist Operations.",main,28,05,06
28.0601,"Strategic Studies, General.",main,28,06,01
28.0602,Military and Strategic Leadership.,main,28,06,02
28.0603,Military and International Operational Law.,main,28,06,03
28.0604,Joint Operations Planning and Strategy.,main,28,06,04
28.0605,Weapons of Mass Destruction.,main,28,06,05
28.0701,National Resource Strategy and Policy.,main,28,07,01
28.0702,Industry Studies.,main,28,07,02
28.0703,Military Installation Management.,main,28,07,03
29.0201,"Intelligence, General.",main,29,02,01
29.0202,Strategic Intelligence.,main,29,02,02
29.0203,Signal/Geospatial Intelligence.,main,29,02,03
29.0204,"Command & Control (C3, C4I) Systems and Operations.",main,29,02,04
29.0205,Information Operations/Joint Information Operations.,main,29,02,05
29.0206,Information/Psychological Warfare and Military Media Relations.,main,29,02,06
29.0207,Cyber/Electronic Operations and Warfare.,main,29,02,07
29.0301,Combat Systems Engineering.,main,29,03,01
29.0302,Directed Energy Systems.,main,29,03,02
29.0303,Engineering Acoustics.,main,29,03,03
29.0304,Low-Observables and Stealth Technology.,main,29,03,04
29.0305,Space Systems Operations.,main,29,03,05
29.0306,Operational Oceanography.,main,29,03,06
29.0307,Undersea Warfare.,main,29,03,07
29.0401,Aerospace Ground Equipment Technology.,main,29,04,01
29.0402,Air and Space Operations Technology.,main,29,04,02
29.0403,Aircraft Armament Systems Technology.,main,29,04,03
29.0404,Explosive Ordinance/Bomb Disposal.,main,29,04,04
29.0405,"Joint Command/Task Force (C3, C4I) Systems.",main,29,04,05
29.0406,Military Information Systems Technology.,main,29,04,06
29.0407,Missile and Space Systems Technology.,main,29,04,07
29.0408,Munitions Systems/Ordinance Technology.,main,29,04,08
29.0409,Radar Communications and Systems Technology.,main,29,04,09
30.0000,"Multi-/Interdisciplinary Studies, General.",main,30,00,00
30.0101,Biological and Physical Sciences.,main,30,01,01
30.0501,Peace Studies and Conflict Resolution.,main,30,05,01
30.0601,Systems Science and Theory.,main,30,06,01
30.0801,Mathematics and Computer Science.,main,30,08,01
30.1001,Biopsychology.,main,30,10,01
30.1101,Gerontology.,main,30,11,01
30.1201,Historic Preservation and Conservation.,main,30,12,01
30.1202,Cultural Resource Management and Policy Analysis.,main,30,12,02
30.1301,Medieval and Renaissance Studies.,main,30,13,01
30.1401,Museology/Museum Studies.,main,30,14,01
30.1501,"Science, Technology and Society.",main,30,15,01
30.1601,Accounting and Computer Science.,main,30,16,01
30.1701,Behavioral Sciences.,main,30,17,01
30.1801,Natural Sciences.,main,30,18,01
30.1901,Nutrition Sciences.,main,30,19,01
30.2001,International/Global Studies.,main,30,20,01
30.2101,Holocaust and Related Studies.,main,30,21,01
30.2201,Ancient Studies/Civilization.,main,30,22,01
30.2202,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology.",main,30,22,02
30.2301,Intercultural/Multicultural and Diversity Studies.,main,30,23,01
30.2501,Cognitive Science.,main,30,25,01
30.2601,Cultural Studies/Critical Theory and Analysis.,main,30,26,01
30.2701,Human Biology.,main,30,27,01
30.2801,Dispute Resolution.,main,30,28,01
30.2901,Maritime Studies.,main,30,29,01
30.3001,Computational Science.,main,30,30,01
30.3101,Human Computer Interaction.,main,30,31,01
30.3201,Marine Sciences.,main,30,32,01
30.3301,Sustainability Studies.,main,30,33,01
31.0101,"Parks, Recreation and Leisure Studies.",main,31,01,01
31.0301,"Parks, Recreation and Leisure Facilities Management.",main,31,03,01
31.0302,Golf Course Operation and Grounds Management.,main,31,03,02
31.0501,"Health and Physical Education, General.",main,31,05,01
31.0504,Sport and Fitness Administration/Management.,main,31,05,04
31.0505,Kinesiology and Exercise Science.,main,31,05,05
31.0507,Physical Fitness Technician.,main,31,05,07
31.0508,Sports Studies.,main,31,05,08
31.0601,Outdoor Education.,main,31,06,01
32.0101,"Basic Skills, General.",main,32,01,01
32.0104,Numeracy and Computational Skills.,main,32,01,04
32.0105,Job-Seeking/Changing Skills.,main,32,01,05
32.0107,Career Exploration/Awareness Skills.,main,32,01,07
32.0108,Literacy and Communication Skills.,main,32,01,08
32.0109,Second Language Learning.,main,32,01,09
32.0110,Basic Computer Skills.,main,32,01,10
32.0111,Workforce Development and Training.,main,32,01,11
33.0101,"Citizenship Activities, General.",main,33,01,01
33.0102,American Citizenship Education.,main,33,01,02
33.0103,Community Awareness.,main,33,01,03
33.0104,Community Involvement.,main,33,01,04
33.0105,Canadian Citizenship Education.,main,33,01,05
34.0102,Birthing and Parenting Knowledge and Skills.,main,34,01,02
34.0103,Personal Health Improvement and Maintenance.,main,34,01,03
34.0104,Addiction Prevention and Treatment.,main,34,01,04
35.0101,"Interpersonal and Social Skills, General.",main,35,01,01
35.0102,Interpersonal Relationships Skills.,main,35,01,02
35.0103,Business and Social Skills.,main,35,01,03
36.0101,"Leisure and Recreational Activities, General.",main,36,01,01
36.0102,Handicrafts and Model-Making.,main,36,01,02
36.0103,"Board, Card and Role-Playing Games.",main,36,01,03
36.0105,Home Maintenance and Improvement.,main,36,01,05
36.0106,Nature Appreciation.,main,36,01,06
36.0107,Pet Ownership and Care.,main,36,01,07
36.0108,Sports and Exercise.,main,36,01,08
36.0109,Travel and Exploration.,main,36,01,09
36.0110,Art.,main,36,01,10
36.0111,Collecting.,main,36,01,11
36.0112,Cooking and Other Domestic Skills.,main,36,01,12
36.0113,Computer Games and Programming Skills.,main,36,01,13
36.0114,Dancing.,main,36,01,14
36.0115,Music.,main,36,01,15
36.0116,Reading.,main,36,01,16
36.0117,Theatre/Theater.,main,36,01,17
36.0118,Writing.,main,36,01,18
36.0119,Aircraft Pilot (Private).,main,36,01,19
37.0101,Self-Awareness and Personal Assessment.,main,37,01,01
37.0102,Stress Management and Coping Skills.,main,37,01,02
37.0103,Personal Decision-Making Skills.,main,37,01,03
37.0104,Self-Esteem and Values Clarification.,main,37,01,04
38.0001,"Philosophy and Religious Studies, General.",main,38,00,01
38.0101,Philosophy.,main,38,01,01
38.0102,Logic.,main,38,01,02
38.0103,Ethics.,main,38,01,03
38.0104,Applied and Professional Ethics.,main,38,01,04
38.0201,Religion/Religious Studies.,main,38,02,01
38.0202,Buddhist Studies.,main,38,02,02
38.0203,Christian Studies.,main,38,02,03
38.0204,Hindu Studies.,main,38,02,04
38.0205,Islamic Studies.,main,38,02,05
38.0206,Jewish/Judaic Studies.,main,38,02,06
39.0201,Bible/Biblical Studies.,main,39,02,01
39.0301,Missions/Missionary Studies and Missiology.,main,39,03,01
39.0401,Religious Education.,main,39,04,01
39.0501,Religious/Sacred Music.,main,39,05,01
39.0601,Theology/Theological Studies.,main,39,06,01
39.0602,"Divinity/Ministry (BD, MDiv.)",main,39,06,02
39.0604,Pre-Theology/Pre-Ministerial Studies.,main,39,06,04
39.0605,Rabbinical Studies (M.H.L./Rav),main,39,06,05
39.0606,Talmudic Studies.,main,39,06,06
39.0701,Pastoral Studies/Counseling.,main,39,07,01
39.0702,Youth Ministry.,main,39,07,02
39.0703,Urban Ministry.,main,39,07,03
39.0704,Women's Ministry.,main,39,07,04
39.0705,Lay Ministry.,main,39,07,05
40.0101,Physical Sciences.,main,40,01,01
40.0201,Astronomy.,main,40,02,01
40.0202,Astrophysics.,main,40,02,02
40.0203,Planetary Astronomy and Science.,main,40,02,03
40.0401,"Atmospheric Sciences and Meteorology, General.",main,40,04,01
40.0402,Atmospheric Chemistry and Climatology.,main,40,04,02
40.0403,Atmospheric Physics and Dynamics.,main,40,04,03
40.0404,Meteorology.,main,40,04,04
40.0501,"Chemistry, General.",main,40,05,01
40.0502,Analytical Chemistry.,main,40,05,02
40.0503,Inorganic Chemistry.,main,40,05,03
40.0504,Organic Chemistry.,main,40,05,04
40.0506,Physical and Theoretical Chemistry.,main,40,05,06
40.0507,Polymer Chemistry.,main,40,05,07
40.0508,Chemical Physics.,main,40,05,08
40.0509,Environmental Chemistry.,main,40,05,09
40.0510,Forensic Chemistry.,main,40,05,10
40.0511,Theoretical Chemistry.,main,40,05,11
40.0601,"Geology/Earth Science, General.",main,40,06,01
40.0602,Geochemistry.,main,40,06,02
40.0603,Geophysics and Seismology.,main,40,06,03
40.0604,Paleontology.,main,40,06,04
40.0605,Hydrology and Water Resources Science.,main,40,06,05
40.0606,Geochemistry and Petrology.,main,40,06,06
40.0607,"Oceanography, Chemical and Physical.",main,40,06,07
40.0801,"Physics, General.",main,40,08,01
40.0802,Atomic/Molecular Physics.,main,40,08,02
40.0804,Elementary Particle Physics.,main,40,08,04
40.0805,Plasma and High-Temperature Physics.,main,40,08,05
40.0806,Nuclear Physics.,main,40,08,06
40.0807,Optics/Optical Sciences.,main,40,08,07
40.0808,Solid State and Low-Temperature Physics.,main,40,08,08
40.0809,Acoustics.,main,40,08,09
40.0810,Theoretical and Mathematical Physics.,main,40,08,10
40.1001,Materials Science.,main,40,10,01
40.1002,Materials Chemistry.,main,40,10,02
41.0000,"Science Technologies/Technicians, General.",main,41,00,00
41.0101,Biology Technician/Biotechnology Laboratory Technician.,main,41,01,01
41.0204,Industrial Radiologic Technology/Technician.,main,41,02,04
41.0205,Nuclear/Nuclear Power Technology/Technician.,main,41,02,05
41.0301,Chemical Technology/Technician.,main,41,03,01
41.0303,Chemical Process Technology.,main,41,03,03
42.0101,"Psychology, General.",main,42,01,01
42.2701,Cognitive Psychology and Psycholinguistics.,main,42,27,01
42.2702,Comparative Psychology.,main,42,27,02
42.2703,Developmental and Child Psychology.,main,42,27,03
42.2704,Experimental Psychology.,main,42,27,04
42.2705,Personality Psychology.,main,42,27,05
42.2706,Physiological Psychology/Psychobiology.,main,42,27,06
42.2707,Social Psychology.,main,42,27,07
42.2708,Psychometrics and Quantitative Psychology.,main,42,27,08
42.2709,Psychopharmacology.,main,42,27,09
42.2801,Clinical Psychology.,main,42,28,01
42.2802,Community Psychology.,main,42,28,02
42.2803,Counseling Psychology.,main,42,28,03
42.2804,Industrial and Organizational Psychology.,main,42,28,04
42.2805,School Psychology.,main,42,28,05
42.2806,Educational Psychology.,main,42,28,06
42.2807,Clinical Child Psychology.,main,42,28,07
42.2808,Environmental Psychology.,main,42,28,08
42.2809,Geropsychology.,main,42,28,09
42.2810,Health/Medical Psychology.,main,42,28,10
42.2811,Family Psychology.,main,42,28,11
42.2812,Forensic Psychology.,main,42,28,12
42.2813,Applied Psychology.,main,42,28,13
42.2814,Applied Behavior Analysis.,main,42,28,14
43.0102,Corrections.,main,43,01,02
43.0103,Criminal Justice/Law Enforcement Administration.,main,43,01,03
43.0104,Criminal Justice/Safety Studies.,main,43,01,04
43.0106,Forensic Science and Technology.,main,43,01,06
43.0107,Criminal Justice/Police Science.,main,43,01,07
43.0109,Security and Loss Prevention Services.,main,43,01,09
43.0110,Juvenile Corrections.,main,43,01,10
43.0111,Criminalistics and Criminal Science.,main,43,01,11
43.0112,Securities Services Administration/Management.,main,43,01,12
43.0113,Corrections Administration.,main,43,01,13
43.0114,Law Enforcement Investigation and Interviewing.,main,43,01,14
43.0115,Law Enforcement Record-Keeping and Evidence Management.,main,43,01,15
43.0116,Cyber/Computer Forensics and Counterterrorism.,main,43,01,16
43.0117,Financial Forensics and Fraud Investigation.,main,43,01,17
43.0118,Law Enforcement Intelligence Analysis.,main,43,01,18
43.0119,Critical Incident Response/Special Police Operations.,main,43,01,19
43.0120,Protective Services Operations.,main,43,01,20
43.0121,Suspension and Debarment Investigation.,main,43,01,21
43.0122,Maritime Law Enforcement.,main,43,01,22
43.0123,Cultural/Archaelogical Resources Protection.,main,43,01,23
43.0201,Fire Protection and Safety Technology/Technician.,main,43,02,01
43.0202,Fire Services Administration.,main,43,02,02
43.0203,Fire Science/Fire-fighting.,main,43,02,03
43.0204,Fire Systems Technology.,main,43,02,04
43.0205,Fire/Arson Investigation and Prevention.,main,43,02,05
43.0206,Wildland/Forest Firefighting and Investigation.,main,43,02,06
43.0301,Homeland Security.,main,43,03,01
43.0302,Crisis/Emergency/Disaster Management.,main,43,03,02
43.0303,Critical Infrastructure Protection.,main,43,03,03
43.0304,Terrorism and Counterterrorism Operations.,main,43,03,04
44.0000,"Human Services, General.",main,44,00,00
44.0201,Community Organization and Advocacy.,main,44,02,01
44.0401,Public Administration.,main,44,04,01
44.0501,Public Policy Analysis.,main,44,05,01
44.0502,Education Policy Analysis.,main,44,05,02
44.0503,Health Policy Analysis.,main,44,05,03
44.0504,International Policy Analysis.,main,44,05,04
44.0701,Social Work.,main,44,07,01
44.0702,Youth Services/Administration.,main,44,07,02
45.0101,"Social Sciences, General.",main,45,01,01
45.0102,Research Methodology and Quantitative Methods.,main,45,01,02
45.0201,Anthropology.,main,45,02,01
45.0202,Physical Anthropology.,main,45,02,02
45.0203,Medical Anthropology.,main,45,02,03
45.0204,Cultural Anthropology.,main,45,02,04
45.0301,Archeology.,main,45,03,01
45.0401,Criminology.,main,45,04,01
45.0501,Demography and Population Studies.,main,45,05,01
45.0601,"Economics, General.",main,45,06,01
45.0602,Applied Economics.,main,45,06,02
45.0603,Econometrics and Quantitative Economics.,main,45,06,03
45.0604,Development Economics and International Development.,main,45,06,04
45.0605,International Economics.,main,45,06,05
45.0701,Geography.,main,45,07,01
45.0702,Cartography.,main,45,07,02
45.0901,International Relations and Affairs.,main,45,09,01
45.0902,National Security Policy Studies.,main,45,09,02
45.1001,"Political Science and Government, General.",main,45,10,01
45.1002,American Government and Politics (United States).,main,45,10,02
45.1003,Canadian Government and Politics.,main,45,10,03
45.1004,Political Economy.,main,45,10,04
45.1101,Sociology.,main,45,11,01
45.1201,Urban Studies/Affairs.,main,45,12,01
45.1301,Sociology and Anthropology.,main,45,13,01
45.1401,Rural Sociology.,main,45,14,01
46.0000,"Construction Trades, General.",main,46,00,00
46.0101,Mason/Masonry.,main,46,01,01
46.0201,Carpentry/Carpenter.,main,46,02,01
46.0301,"Electrical and Power Transmission Installation/Installer, General.",main,46,03,01
46.0302,Electrician.,main,46,03,02
46.0303,Lineworker.,main,46,03,03
46.0401,Building/Property Maintenance and Management.,main,46,04,01
46.0402,Concrete Finishing/Concrete Finisher.,main,46,04,02
46.0403,Building/Home/Construction Inspection/Inspector.,main,46,04,03
46.0404,Drywall Installation/Drywaller.,main,46,04,04
46.0406,Glazier.,main,46,04,06
46.0408,Painting/Painter and Wall Coverer.,main,46,04,08
46.0410,Roofer.,main,46,04,10
46.0411,Metal Building Assembly/Assembler.,main,46,04,11
46.0412,Building/Construction Site Management/Manager.,main,46,04,12
46.0413,"Carpet, Floor, and Tile Worker.",main,46,04,13
46.0414,Insulator.,main,46,04,14
46.0415,Building Construction Technology.,main,46,04,15
46.0502,Pipefitting/Pipefitter and Sprinkler Fitter.,main,46,05,02
46.0503,Plumbing Technology/Plumber.,main,46,05,03
46.0504,Well Drilling/Driller.,main,46,05,04
46.0505,Blasting/Blaster.,main,46,05,05
47.0000,"Mechanics and Repairers, General.",main,47,00,00
47.0101,"Electrical/Electronics Equipment Installation and Repair, General.",main,47,01,01
47.0102,Business Machine Repair.,main,47,01,02
47.0103,Communications Systems Installation and Repair Technology.,main,47,01,03
47.0104,Computer Installation and Repair Technology/Technician.,main,47,01,04
47.0105,Industrial Electronics Technology/Technician.,main,47,01,05
47.0106,Appliance Installation and Repair Technology/Technician.,main,47,01,06
47.0110,"Security System Installation, Repair, and Inspection Technology/Technician.",main,47,01,10
47.0201,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).",main,47,02,01
47.0302,Heavy Equipment Maintenance Technology/Technician.,main,47,03,02
47.0303,Industrial Mechanics and Maintenance Technology.,main,47,03,03
47.0402,Gunsmithing/Gunsmith.,main,47,04,02
47.0403,Locksmithing and Safe Repair.,main,47,04,03
47.0404,Musical Instrument Fabrication and Repair.,main,47,04,04
47.0408,Watchmaking and Jewelrymaking.,main,47,04,08
47.0409,Parts and Warehousing Operations and Maintenance Technology/Technician.,main,47,04,09
47.0600,"Vehicle Maintenance and Repair Technologies, General.",main,47,06,00
47.0603,Autobody/Collision and Repair Technology/Technician.,main,47,06,03
47.0604,Automobile/Automotive Mechanics Technology/Technician.,main,47,06,04
47.0605,Diesel Mechanics Technology/Technician.,main,47,06,05
47.0606,Small Engine Mechanics and Repair Technology/Technician.,main,47,06,06
47.0607,Airframe Mechanics and Aircraft Maintenance Technology/Technician.,main,47,06,07
47.0608,Aircraft Powerplant Technology/Technician.,main,47,06,08
47.0609,Avionics Maintenance Technology/Technician.,main,47,06,09
47.0610,Bicycle Mechanics and Repair Technology/Technician.,main,47,06,10
47.0611,Motorcycle Maintenance and Repair Technology/Technician.,main,47,06,11
47.0612,Vehicle Emissions Inspection and Maintenance Technology/Technician.,main,47,06,12
47.0613,Medium/Heavy Vehicle and Truck Technology/Technician.,main,47,06,13
47.0614,Alternative Fuel Vehicle Technology/Technician.,main,47,06,14
47.0615,Engine Machinist.,main,47,06,15
47.0616,Marine Maintenance/Fitter and Ship Repair Technology/Technician.,main,47,06,16
47.0617,High Performance and Custom Engine Technician/Mechanic.,main,47,06,17
47.0618,Recreation Vehicle (RV) Service Technician.,main,47,06,18
48.0000,"Precision Production Trades, General.",main,48,00,00
48.0303,Upholstery/Upholsterer.,main,48,03,03
48.0304,"Shoe, Boot and Leather Repair.",main,48,03,04
48.0501,Machine Tool Technology/Machinist.,main,48,05,01
48.0503,Machine Shop Technology/Assistant.,main,48,05,03
48.0506,Sheet Metal Technology/Sheetworking.,main,48,05,06
48.0507,Tool and Die Technology/Technician.,main,48,05,07
48.0508,Welding Technology/Welder.,main,48,05,08
48.0509,Ironworking/Ironworker.,main,48,05,09
48.0510,Computer Numerically Controlled (CNC) Machinist Technology/CNC Machinist.,main,48,05,10
48.0511,Metal Fabricator.,main,48,05,11
48.0701,"Woodworking, General.",main,48,07,01
48.0702,Furniture Design and Manufacturing.,main,48,07,02
48.0703,Cabinetmaking and Millwork/Millwright.,main,48,07,03
48.0801,Boilermaking/Boilermaker.,main,48,08,01
49.0101,"Aeronautics/Aviation/Aerospace Science and Technology, General.",main,49,01,01
49.0102,Airline/Commercial/Professional Pilot and Flight Crew.,main,49,01,02
49.0104,Aviation/Airway Management and Operations.,main,49,01,04
49.0105,Air Traffic Controller.,main,49,01,05
49.0106,Airline Flight Attendant.,main,49,01,06
49.0108,Flight Instructor.,main,49,01,08
49.0202,Construction/Heavy Equipment/Earthmoving Equipment Operation.,main,49,02,02
49.0205,Truck and Bus Driver/Commercial Vehicle Operation.,main,49,02,05
49.0206,Mobil Crane Operation/Operator.,main,49,02,06
49.0207,Flagging and Traffic Control.,main,49,02,07
49.0208,Railroad and Railway Transportation.,main,49,02,08
49.0303,Commercial Fishing.,main,49,03,03
49.0304,"Diver, Professional and Instructor.",main,49,03,04
49.0309,Marine Science/Merchant Marine Officer.,main,49,03,09
50.0101,"Visual and Performing Arts, General.",main,50,01,01
50.0102,Digital Arts.,main,50,01,02
50.0201,"Crafts/Craft Design, Folk Art and Artisanry.",main,50,02,01
50.0301,"Dance, General.",main,50,03,01
50.0302,Ballet.,main,50,03,02
50.0401,"Design and Visual Communications, General.",main,50,04,01
50.0402,Commercial and Advertising Art.,main,50,04,02
50.0404,Industrial Design.,main,50,04,04
50.0406,Commercial Photography.,main,50,04,06
50.0407,Fashion/Apparel Design.,main,50,04,07
50.0408,Interior Design.,main,50,04,08
50.0409,Graphic Design.,main,50,04,09
50.0410,Illustration.,main,50,04,10
50.0411,Game and Interactive Media Design.,main,50,04,11
50.0501,"Drama and Dramatics/Theatre Arts, General.",main,50,05,01
50.0502,Technical Theatre/Theatre Design and Technology.,main,50,05,02
50.0504,Playwriting and Screenwriting.,main,50,05,04
50.0505,"Theatre Literature, History and Criticism.",main,50,05,05
50.0506,Acting.,main,50,05,06
50.0507,Directing and Theatrical Production.,main,50,05,07
50.0509,Musical Theatre.,main,50,05,09
50.0510,Costume Design.,main,50,05,10
50.0601,Film/Cinema Studies.,main,50,06,01
50.0602,Cinematography and Film/Video Production.,main,50,06,02
50.0605,Photography.,main,50,06,05
50.0607,Documentary Production.,main,50,06,07
50.0701,"Art/Art Studies, General.",main,50,07,01
50.0702,"Fine/Studio Arts, General.",main,50,07,02
50.0703,"Art History, Criticism and Conservation.",main,50,07,03
50.0705,Drawing.,main,50,07,05
50.0706,Intermedia/Multimedia.,main,50,07,06
50.0708,Painting.,main,50,07,08
50.0709,Sculpture.,main,50,07,09
50.0710,Printmaking.,main,50,07,10
50.0711,Ceramic Arts and Ceramics.,main,50,07,11
50.0712,"Fiber, Textile and Weaving Arts.",main,50,07,12
50.0713,Metal and Jewelry Arts.,main,50,07,13
50.0901,"Music, General.",main,50,09,01
50.0902,"Music History, Literature, and Theory.",main,50,09,02
50.0903,"Music Performance, General.",main,50,09,03
50.0904,Music Theory and Composition.,main,50,09,04
