cip_id,cip_label,cip_header,cip_category,cip_subclass,cip_level,qid,qid_label,qid_description,P31_qids,P31_labels,P279_qids,P279_labels,P361_qids,P361_labels,P101_qids,P101_labels,P2579_qids,P2579_labels,P921_qids,P921_labels,P527_qids,P527_labels,P2283_qids,P2283_labels,P366_qids,P366_labels,P1889_qids,P1889_labels,P1343_qids,P1343_labels,P1269_qids,P1269_labels,P1268_qids,P1268_labels,P2578_qids,P2578_labels,P228_qids,P228_labels,P155_qids,P155_labels,P156_qids,P156_labels,P170_qids,P170_labels,P176_qids,P176_labels,P178_qids,P178_labels,P138_qids,P138_labels,P2348_qids,P2348_labels,P580_qids,P580_labels,P582_qids,P582_labels,P585_qids,P585_labels,P793_qids,P793_labels,P276_qids,P276_labels,P17_qids,P17_labels,P131_qids,P131_labels,P625_qids,P625_labels,P2043_qids,P2043_labels,P2048_qids,P2048_labels,P2049_qids,P2049_labels,P2054_qids,P2054_labels,P2068_qids,P2068_labels,P2101_qids,P2101_labels,P2102_qids,P2102_labels,P2325_qids,P2325_labels,P2326_qids,P2326_labels,P2327_qids,P2327_labels,P4511_qids,P4511_labels,P4512_qids,P4512_labels,P4513_qids,P4513_labels,P215_qids,P215_labels,P2114_qids,P2114_labels,P2115_qids,P2115_labels,P2120_qids,P2120_labels,P1538_qids,P1538_labels,P1539_qids,P1539_labels,P1540_qids,P1540_labels,P2669_qids,P2669_labels,P1419_qids,P1419_labels,P1880_qids,P1880_labels,node_type,subject_type
40.0503,Inorganic Chemistry.,40,05,03,6-digit,Q902828,Inorganic Chemistry,peer-reviewed scientific journal,Q737498,,,,,,,,,,Q11165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
40.0507,Polymer Chemistry.,40,05,07,6-digit,Q7226540,Polymer Chemistry,journal,Q5633421,,,,,,,,,,Q2329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
40.0508,Chemical Physics.,40,05,08,6-digit,Q2944313,Chemical Physics,journal,Q737498,,,,,,,,,,Q2001702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
40.0806,Nuclear Physics.,40,08,06,6-digit,Q1134929,Nuclear Physics,scientific journal,Q737498,,,,,,,,,,Q81197,,Q2339050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-01-01T00:00:00Z,,1966-01-01T00:00:00Z,,,,,,,,Q29999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
40.0810,Theoretical and Mathematical Physics.,40,08,10,6-digit,Q4679014,Theoretical and Mathematical Physics,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
42.2709,Psychopharmacology.,42,27,09,6-digit,Q1422802,Psychopharmacology,scientific journal,Q5633421,,,,,,,,,,Q128406,,,,,,,,,,,,,,,,,,,,Q27712861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
42.2807,Clinical Child Psychology.,42,28,07,6-digit,Q5133753,Clinical Child Psychology and Psychiatry,journal,Q5633421,,,,,,,,,,Q175002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
44.0502,Education Policy Analysis.,44,05,02,6-digit,Q5340911,Education Policy Analysis Archives,journal,Q737498,,,,,,,,,,Q8434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
44.0701,Social Work.,44,07,01,6-digit,Q205398,social work,academic discipline and profession,Q30109942,,Q11862829,,,,,,Q2305240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
45.0203,Medical Anthropology.,45,02,03,6-digit,Q15759469,Medical Anthropology,journal,Q5633421,,,,,,,,,,Q23404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
45.0602,Applied Economics.,45,06,02,6-digit,Q4781535,Applied Economics,journal,Q5633421,,,,,,,,,,Q3296256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
45.1101,Sociology.,45,11,01,6-digit,Q21201,sociology,social science that studies human society and its development,Q11862829,,Q34749,,,,,,Q113884047,,,,Q105760881,,,,,,,,Q19219752,,,,,,Q2672648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,
46.0302,Electrician.,46,03,02,6-digit,Q165029,electrician,tradesperson specializing in electrical wiring,Q28640,,Q1391083,,,,,,,,,,,,,,,,Q691225,,Q19219752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
46.0303,Lineworker.,46,03,03,6-digit,Q691225,lineworker,"person who constructs and maintains electrical, distribution, or telecommunications lines",Q28640,,Q2588761,,,,,,,,,,,,,,,,Q165029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
49.0108,Flight Instructor.,49,01,08,6-digit,Q379318,flight instructor,person who teaches others to operate aircraft,Q28640,,Q777952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
50.1002,Arts Management.,50,10,02,6-digit,Q3285163,arts administration,field in the arts sector that facilitates programming within cultural organizations,Q11862829,,Q48785284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,
51.0201,"Communication Disorders, General.",51,02,01,6-digit,Q5154095,Communication Disorders Quarterly,journal,Q737498,,,,,,,,,,Q1058691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.0202,Audiology/Audiologist and Hearing Sciences.,51,02,02,6-digit,Q569965,audiology,"branch of science that studies hearing, balance, and related disorders",Q28640,,Q11790210,,,,,,Q569965,,,,,,,,,,Q103884376,,,,,,,,Q160289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0204,Audiology/Audiologist and Speech-Language Pathology/Pathologist.,51,02,04,6-digit,Q569965,audiology,"branch of science that studies hearing, balance, and related disorders",Q28640,,Q11790210,,,,,,Q569965,,,,,,,,,,Q103884376,,,,,,,,Q160289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0712,Medical Reception/Receptionist.,51,07,12,6-digit,Q69945260,medical receptionist,individual who receives patients in a medical office,Q28640,,Q1722406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0719,Clinical Research Coordinator.,51,07,19,6-digit,Q5133846,clinical research coordinator,,Q28640,,Q20481199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0803,Occupational Therapist Assistant.,51,08,03,6-digit,Q7309756,rehabilitation assistant,"person who, under the supervision of a licensed rehabilitation therapist, provides patient treatment using rehabilitation techniques",Q28640,,Q55071047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0805,Pharmacy Technician/Assistant.,51,08,05,6-digit,Q543219,pharmacy technician,profession,Q28640,,Q5352191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0806,Physical Therapist Assistant.,51,08,06,6-digit,Q7309756,rehabilitation assistant,"person who, under the supervision of a licensed rehabilitation therapist, provides patient treatment using rehabilitation techniques",Q28640,,Q55071047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.0911,Radiologic Technology/Science - Radiographer.,51,09,11,6-digit,Q27712906,Radiologic technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.1002,Cytotechnology/Cytotechnologist.,51,10,02,6-digit,Q15752151,Cytotechnology,scientific journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.1005,Clinical Laboratory Science/Medical Technology/Technologist.,51,10,05,6-digit,Q26839402,Clinical laboratory science : journal of the American Society for Medical Technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.1502,Psychiatric/Mental Health Services Technician.,51,15,02,6-digit,Q7256227,Psychiatric Services,journal,Q5633421,,,,,,,,,,Q7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.2007,"Pharmacoeconomics/Pharmaceutical Economics (MS, PhD).",51,20,07,6-digit,Q7180778,PharmacoEconomics,journal,Q5633421,,,,,,,,,,Q1567856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.2201,"Public Health, General (MPH, DPH).",51,22,01,6-digit,Q189603,public health,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals",Q268378,,Q34749,,,,,,Q31218,,,,,,,,,,,,Q124737632,,Q189447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,
51.2202,Environmental Health.,51,22,02,6-digit,Q15733766,Environmental Health,journal,Q737498,,,,,,,,,,Q932068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.2209,Maternal and Child Health.,51,22,09,6-digit,Q15762452,Maternal and Child Health Journal,journal,Q737498,,,,,,,,,,Q123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.2307,Orthotist/Prosthetist.,51,23,07,6-digit,Q56315693,orthotist,medical profession,Q28640,,Q3332438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.2308,Physical Therapy/Therapist.,51,23,08,6-digit,Q15763171,Physical Therapy,journal,Q737498,,,,,,,,,,Q186005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.2312,Assistive/Augmentative Technology and Rehabiliation Engineering.,51,23,12,6-digit,Q15749492,Assistive Technology,journal,Q5633421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.3807,Nurse Midwife/Nursing Midwifery.,51,38,07,6-digit,Q85790021,nurse midwife,professional nurse who has received postgraduate training in midwifery,Q28640,,Q185196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.3809,Pediatric Nurse/Nursing.,51,38,09,6-digit,Q15637585,children’s nurse,registered nurse with a graduate degree in nursing who provides care to pediatric patients,Q28640,,Q186360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.3810,Psychiatric/Mental Health Nurse/Nursing.,51,38,10,6-digit,Q7256227,Psychiatric Services,journal,Q5633421,,,,,,,,,,Q7867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.3811,Public Health/Community Nurse/Nursing.,51,38,11,6-digit,Q189603,public health,"science and art of preventing disease, prolonging life and promoting health through organized efforts and informed choices of society, organizations, public and private, communities and individuals",Q268378,,Q34749,,,,,,Q31218,,,,,,,,,,,,Q124737632,,Q189447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,event,
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing.,51,38,12,6-digit,Q27725204,"Perioperative medicine (London, England)",journal,Q737498,,,,,,,,,,Q40821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.3813,Clinical Nurse Specialist.,51,38,13,6-digit,Q5133779,Clinical Nurse Specialist,journal,Q5633421,,,,,,,,,,Q121176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
51.3822,Women's Health Nurse/Nursing.,51,38,22,6-digit,Q15637670,women's health nurse practitioner,a nurse practitioner,Q28640,,Q595071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
51.3901,"Licensed Practical/Vocational Nurse Training (LPN, LVN, Cert., Dipl, AAS)",51,39,01,6-digit,Q11848548,licensed practical nurse,category of nurse in some countries,Q28640,,Q186360,,,,,,,,,,,,,,,,Q10718797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
52.0303,Auditing.,52,03,03,6-digit,Q181487,audit,"systematic and independent examination of books, accounts, documents and vouchers of an organization",Q11862829,,Q1379672,,Q189447,,,,,,,,,,,,,,,,Q867541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,
52.0402,Executive Assistant/Executive Secretary.,52,04,02,6-digit,Q3285166,management assistant,occupation,Q28640,,Q80687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
52.0406,Receptionist.,52,04,06,6-digit,Q1722406,receptionist,profession,Q28640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
52.0410,"Traffic, Customs, and Transportation Clerk/Technician.",52,04,10,6-digit,Q1572846,Traffic,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q828130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
52.0809,Credit Management.,52,08,09,6-digit,Q3002420,credit management,"process of granting credit, setting the terms it's granted on, recovering this credit when it's due, and ensuring compliance with company credit policy, among other credit related functions",Q28640,,Q2906013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
52.1003,Organizational Behavior Studies.,52,10,03,6-digit,Q19483216,organizational behavior studies,study of human behavior in organizational settings,Q2267705,,Q3769299,,Q113146439,,,,Q149584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,
52.1206,Information Resources Management/CIO Training.,52,12,06,6-digit,Q579488,information management,organisational activity concerning information lifecycle,Q11862829,,Q16387,,,,,,,,,,Q192060,,,,,,Q173373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,
52.1207,Knowledge Management.,52,12,07,6-digit,Q192060,knowledge management,"process of creating, sharing, using and managing the knowledge and information of an organization",Q96247293,,Q376657,,,,,,,,,,,,Q9081,,,,Q173373,,,,Q1544281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,
52.1301,"Management Science, General.",52,13,01,6-digit,Q1888574,Management Science,journal,Q685935,,,,,,,,,,Q2920921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
52.2001,Construction Management.,52,20,01,6-digit,Q811501,construction management,professional service,Q4671286,,Q2920921,,Q150737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exclude_profession,
54.0102,American History (United States).,54,01,02,6-digit,Q15759352,American History,academic journal,Q5633421,,,,,,,,,,Q309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0303,Veterinary Dermatology.,60,03,03,6-digit,Q15752609,Veterinary Dermatology,scientific journal,Q41298,,,,,,,,,,Q54874930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0307,Veterinary Microbiology.,60,03,07,6-digit,Q15761011,Veterinary Microbiology,journal,Q5633421,,,,,,,,,,Q7193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0403,Anesthesiology.,60,04,03,6-digit,Q2012635,Anesthesiology,academic journal,Q685935,,,,,,,,,,Q615057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0417,Neurology.,60,04,17,6-digit,Q1161692,Neurology,scientific journal,Q5633421,,,,,,,,,,Q83042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0419,Obstetrics and Gynecology.,60,04,19,6-digit,Q7075543,Obstetrics and Gynecology,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q1221899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0420,Occupational Medicine.,60,04,20,6-digit,Q7075784,Occupational Medicine,journal,Q5633421,,,,,,,,,,Q628764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0421,Ophthalmology.,60,04,21,6-digit,Q7098109,Ophthalmology,scientific journal,Q737498,,,,,,Q161437,,,,Q161437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0422,Orthopedics/Orthopedic Surgery.,60,04,22,6-digit,Q27712680,Orthopedics,scientific journal,Q5633421,,,,,,,,,,Q216685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0425,Pediatrics.,60,04,25,6-digit,Q7159238,Pediatrics,Monthly medical journal,Q737498,,,,,,,,,,Q123028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0433,Urology.,60,04,33,6-digit,Q7900884,Urology,scientific journal,Q737498,,,,,,,,,,Q105650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0504,Cardiology.,60,05,04,6-digit,Q15751978,Cardiology,Russian medical journal,Q5633421,,,,,,,,,,Q10379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0507,Child Psychiatry.,60,05,07,6-digit,Q15745495,Child Psychiatry and Human Development,journal,Q5633421,,,,,,,,,,Q1741745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0511,Critical Care Medicine.,60,05,11,6-digit,Q5186605,Critical Care Medicine,journal,Q5633421,,,,,,,,,,Q679690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0513,Dermatopathology.,60,05,13,6-digit,Q27726495,Dermatopathology,scientific journal published by MDPI,Q737498,,,,,,,,,,Q171171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-01-01T00:00:00Z,,,,,,,,,,Q39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0519,Gastroenterology.,60,05,19,6-digit,Q4039279,Gastroenterology,peer-reviewed scientific journal,Q5633421,,,,,,,,,,Q120569,,,,,,,,Q120569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
60.0578,Hand Surgery.,60,05,78,6-digit,Q5647131,Hand Surgery,journal,Q5633421,,,,,,,,,,Q40821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journal,
