qid,label,subclass_of,subclass_of_label,part_of,part_of_label,has_parts,has_parts_label,fast_id,gnd_id,lcsh_id,ddc,aat_id,babelnet_id,kbpedia_id,world_history_id,lcc
Q105552831,forest hydrology,Q42250|Q19924411,hydrology|forestry science,,,,,1715752|965190,4393598-9,sh85063461,,,,,,GB842
Q3333928,forest meteorology,,,,,,,,,,,,,,,
Q38112,forestry,Q1801887|Q11023,agriculture and forestry|engineering,Q55640|Q1801887,primary sector of the economy|agriculture and forestry,Q720362,silviculture,,4017966-7,sh85050707,634.9,300054511,00035877n,Forestry,,SD1-SD669.5
Q19924411,forestry science,Q173113|Q28797|Q110231626|Q3606845|Q16021386|Q372561,"agronomy|applied science|agricultural, veterinary and food sciences|agricultural science|forestry engineer|forest management",,,,,,4155069-9,sh88003739,,,,,,
Q112815132,format migration,,,,,,,,,,,,,,,
Q120969775,foundational ontology,,,,,,,,,,,,,,,
Q3306816,freshwater biology,Q5728861|Q1130698|Q165838,aquatic biology|hydrobiology|limnology,,,,,,,sh85051943,,,,,,
Q20417087,freshwater ecology,Q104196941,aquatic ecology,,,,,935020,,sh85051944,,,,FreshwaterEcology,,QH541.5.F7
Q3839507,functional programming language,Q9143,programming language,,,,,,,,,,,,,
Q111679581,fungal physiology,Q7175|Q521,mycology|physiology,,,,,936333,,sh85052453,,,,,,QK601
Q58908,galactic astronomy,Q333,astronomy,Q333,astronomy,,,,,,,,,,,
Q1124169,genetic counseling,Q4390239,counseling,,,,,,,sh85053853,,,,,,RB155.7
Q213891,geochronology,Q130788,chronology,Q1069,geology,,,,4020199-5,,,,00025352n,Geochronology,,
Q3537694,geographic information science,Q16387|Q124468378,information science|geoinformation science,,,,,,,,,,,,,
Q483130,geographic information system,Q166142|Q121182|Q2695280,application|information system|technique,,,,,1752691|940423,4261642-6,sh2003007733|sh90001880,910.285,300263887,00396333n,GeographicInformationSystem,,G70.212-G70.217
Q124468378,geoinformation science,Q64811452,geospatial science,,,,,,,,,,,,,
Q1069,geology,Q7991|Q8008,natural science|Earth science,,,,,940627,4020227-6,sh85054037,551|550,300054546,00040170n,Geology,,
Q1648514,geology of the Moon,Q126181255|Q751439,selenology|planetary geology,,,,,,,sh85078856,,,,,,
Q3123544,geophysiology,Q8008,Earth science,,,,,,,,,,,,,
Q124471792,geospatial information science,Q64811452|Q137918437,geospatial science|spatial information science,,,,,,,,,,,,,
Q64811452,geospatial science,Q1071,geography,,,,,,,,,,,,,
Q2405851,geriatric dentistry,Q12128,dentistry,,,,,,,,,,,,,
Q2725393,global health,Q189603,public health,,,,,1181338,1262928265,sh85148199,,,,GlobalHealth,,RA441
Q129254777,government studies,Q34749,social science,,,,,,,,,,,,,
Q131476,graph theory,Q17737|Q395,theory|mathematics,Q121416|Q21198|Q76592,discrete mathematics|computer science|combinatorics,Q1192971,network theory,,4113782-6,sh85056471,511.5,,00397107n,GraphTheory,,QA166-QA166.249
Q120969797,graph topology,,,,,,,,,,,,,,,
Q105107179,guitar performance,Q6942562,musical performance,,,,,,,,,,,,,
Q106163201,harp performance,Q6942562,musical performance,,,,,,,,,,,,,
Q12147,health,Q7189713|Q16681739|Q19829125,physiological condition|normality|absence,,,,,952743,4020754-7,sh85059518,610,300055133,,HealthState,,
Q870895,health informatics,Q21198|Q11190,computer science|medicine,Q113168608,health informatics and information systems research,,,1014175,4038261-8,sh89005069,610.285,,,,,
Q1519812,health policy,Q546113|Q843601,public policy|health sciences,Q7163|Q11000047,politics|health system,Q11900327|Q29572498,disability policy|public health policy,,4113743-7,sh85083002,,,,HealthPolicy,,
Q843601,health sciences,Q28797|Q864928,applied science|life sciences,,,,,,4249464-3,,610,300054515,,,,
Q105771305,health workforce policy,Q1519812,health policy,,,,,,,,,,,,,
Q160289,hearing,Q160402|Q14908172,perception|sensory perception of mechanical stimulus,Q1051623|Q569965,five wits|audiology,Q11461,sound,,4125741-8,sh85009496,155.422215|152.15,300055139,00007120n,Hearing,,
Q103884376,hearing science,Q336,science,,,,,,,,,,,,,
Q1976068,helminthology,Q180502|Q124650805,parasitology|vermeology,Q180502|Q12744095,parasitology|invertebrate zoology,,,954805,4122195-3,sh85060075,592.3|616.962|632.623|636.0896962,,01499584n,,,
Q13405601,higher geodesy,Q131089,geodesy,,,,,,,,,,,,,
Q120969790,historical research data interoperability,,,,,,,,,,,,,,,
Q1344860,historically informed performance,Q6942562|Q657069,musical performance|historical reenactment,,,,,,4197967-9,sh2020008754,,,,,,
Q9293033,historiology,Q1066186,study of history,,,,,,,,,,,,,
Q3136952,history of anthropology,Q5076869,history of the social sciences,,,,,,,,,,,,,
Q201486,history of science,Q1066186|Q309,study of history|history,Q1066186,study of history,,,,7504427-4,,509,,00646963n,HistoryOfScience,,
Q2183341,history of science and technology,Q200325,human history,,,,,,,,,,,,,
Q83944,human evolution,Q1063|Q7206,evolution|paleoanthropology,,,Q1362274|Q7102480,hominization|origin of modern humans,963030,,sh85062868,,,00151142n,HumanEvolution,,GN281-GN289
Q113884025,human morphology,Q183252|Q27172,morphology|biological anthropology,,,,,,,,,,,,,
Q16669122,human pathology,Q7208,pathology,,,,,,,,,,,,,
Q80083,humanities,Q33122512|Q11862829,social sciences and humanities|academic discipline,,,Q23404|Q23498|Q841090|Q309|Q8162|Q179805|Q459381|Q5891|Q34187|Q2018526,anthropology|archaeology|classics|history|linguistics|political philosophy|literary theory|philosophy|religious studies|arts,963588,,sh85062913,001.3,300054136,00006195n,Humanities-FieldOfStudy,,
Q912065,hydrochemistry,Q42250|Q161764,hydrology|geochemistry,,,,,1171592,4072678-2,sh85145539,,,,,,GB855|GB857.3
Q179509,hydrogeology,Q42250|Q1069,hydrology|geology,,,,,965077,4026307-1,sh85063439,551.49,300379576,,,,
Q131382012,ichneumonology,Q4138441,hymenopterology,,,,,,,,,,,,,
Q16000119,igneous petrology,Q163082,petrology,Q112971034,igneous and metamorphic petrology,,,,,,,,,,,
Q122763702,illuminating engineering,Q11023,engineering,,,,,,,,,,,,,
Q126867967,immunoengineering,Q327092|Q3523861,biomedical engineering|molecular engineering,,,,,,,,,,,,,
Q113533807,immunohematology,Q101929|Q103824,immunology|hematology,,,,,,,,,,,,,
Q6027873,industrial engineering and operations research,Q11023,engineering,,,,,,,,,,,,,
Q60740481,industrial internet of things,Q251212,Internet of things,,,,,,,,,,,,,
Q130304836,industrial meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q456632,information privacy,Q188728|Q59157175|Q23647168,privacy|information protection|data protection,Q113208012|Q6661985|Q10302162,cybersecurity and privacy|data processing|legal informatics,,,2032662,4011134-9,sh2021005721,,,,InformationPrivacy,,HD30.3815
Q2684571,insect anatomy,Q8198634|Q2845653|Q39286,animal anatomy|arthropod anatomy|entomology,,,,,,,,,,,,,
Q105898109,integrative biology,Q420,biology,,,,,,,,,,,,,
Q131257,intellectual property,Q1400881|Q427581|Q1146011|Q332624,property|intangible asset|exclusive right|erga omnes,,,,,,4136832-0,sh85067167,346.048,300055597,00047023n,InternationalIntellectualPropertyProtectionProduct,,
Q105310982,interdisciplinary humanities,Q80083,humanities,,,,,,,,,,,,,
Q122820072,interfacial engineering,Q1710723,materials engineering,,,,,,,,,,,,,
Q130427619,international health,Q189603|Q9378718,public health|international cooperation,,,,,,,,,,,,,
Q749647,interoperability,Q937228,property,,,,,,,,004.6,,,Interoperability,,
Q115999414,interoperability,Q749647,interoperability,Q29032644,FAIR Data Principles,,,,,,,,,,,
Q105094378,invasion ecology,Q7150|Q113050263,ecology|invasion science,,,,,,,,,,,,,
Q6060491,invertebrate paleontology,Q210369|Q12744095,paleozoology|invertebrate zoology,,,,,,,,,,,,,
Q122934780,invertebrate pathology,Q7208,pathology,,,,,,,,,,,,,
Q136290941,invertebrate physiology,Q2432331,zoophysiology,,,,,,,,,,,,,
Q12744095,invertebrate zoology,Q431,zoology,,,,,,,,,,,,,
Q114778863,irrigation engineering,Q77590|Q194118|Q1130265,civil engineering|agricultural technology|hydraulic engineering,,,,,979596,4145122-3,sh85068296,,,,,,
Q99691757,jazz studies,Q27908|Q164204,music education|musicology,,,,,,,,,,,,,
Q109871250,kelp ecology,Q105208008|Q4530312,algal ecology|marine ecology,,,,,,,,,,,,,
Q109984173,kelp forest ecology,Q4530312|Q7150,marine ecology|ecology,,,,,986730,,sh85071895,,,,,,QH541.5.K4
Q115160929,keyboard instrument performance,Q6942562,musical performance,,,,,,,,,,,,,
Q12029211,kinanthropology,Q23404|Q657632,anthropology|kinesiology,,,,,,,,,,,,,
Q120969828,knowledge exploration,,,,,,,,,,,,,,,
Q1582085,knowledge extraction,Q172491,data mining,Q172491,data mining,,,,,,,,,,,
Q114570397,lake conservation,Q20113959|Q1462136,nature conservation|water conservation,,,,,990854,,sh95006396,,,,,,
Q295354,law and economics,Q4932206|Q3296256,jurisprudence|applied economics,,,,,,4135492-8,sh95009376,,,,LawAndEconomics,,
Q2845208,learning analytics,Q13442563,methodology of pedagogy,,,,,,,,,,,,,
Q4330127,learning to rank,,,,,,,,,,,,,,,
Q1195662,legal anthropology,Q23404|Q4932206,anthropology|jurisprudence,,,,,,4048754-4,sh85075292,340.52|340.115,,,,,
Q120969825,lexical information,,,,,,,,,,,,,,,
Q124366260,liberal arts and sciences,,,,,,,,,,,,,,,
Q864928,life sciences,Q7991,natural science,,,Q514|Q441|Q7150|Q521|Q7162|Q101929|Q8269924|Q431|Q7193,anatomy|botany|ecology|physiology|genetics|immunology|taxonomy|zoology|microbiology,,4129772-6,sh85076841,,,,,,
Q11756836,limacology,Q190993,malacology,,,,,,,,,,,,,
Q772835,linguistic anthropology,Q23404|Q8162,anthropology|linguistics,,,,,,4153097-4,,,,,,,
Q8162,linguistics,Q80083|Q34749,humanities|social science,Q6486703|Q64810203,language arts|language stud­ies,Q40998|Q38311|Q37437|Q39645|Q181839|Q35395|Q661093|Q1428721|Q8091,phonology|morphology|syntax|semantics|pragmatics|phonetics|morphophonology|morphosyntax|grammar,999202,4074250-7,sh85077222,410,300054245,00051395n,Linguistics,,P120.52-P149.22|P121
Q120910053,link discovery,,,,,,,,,,,,,,,
Q120910073,link integrity,,,,,,,,,,,,,,,
Q120969793,link maintenance,,,,,,,,,,,,,,,
Q515701,linked data,Q26813700|Q7094076,structured data|online database,,,,,1896555,,sh2013002090,,,,,,
Q120969823,linked data for Africa,,,,,,,,,,,,,,,
Q1333743,literary composing,Q6486703|Q116751803,language arts|composing,,,,,871741,4136011-4,sh85029406,,,,Composition,,
Q126366522,lumbricology,Q126366484,oligochaetology,,,,,,,,,,,,,
Q2539,machine learning,Q21198|Q11660,computer science|artificial intelligence,Q11660|Q395,artificial intelligence|mathematics,Q7094097|Q334384|Q1152135|Q830687,online machine learning|supervised learning|unsupervised learning|reinforcement learning,,4193754-5,sh85079324,006.31,,01647033n,MachineLearning,,
Q113884220,magnetorheology,Q271707,rheology,,,,,,,,,,,,,
Q3615129,mammal anatomy,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,Q220384,zootomy,,,1006953,,sh85080261,,,,,,QL739
Q104856238,mammalian ecology,Q73403730|Q183904,vertebrate ecology|mammalogy,,,,,1006970,,sh2010100357,,,,,,QL739.8
Q111680424,mammalian genetics,Q183904|Q110310405,mammalogy|animal genetics,,,,,,,,,,,,,
Q7173,marine biology,Q5728861|Q1130698,aquatic biology|hydrobiology,,,,,,4169246-9,sh85081138,578.77,300264402,,MarineBiology,,
Q104258221,marine chemical ecology,Q4530312|Q700919,marine ecology|chemical ecology,,,,,1009482,,sh91005227,,,,,,
Q4530312,marine ecology,Q7173|Q7150,marine biology|ecology,Q112939592,marine and estuarine ecology,,,1009513,4195671-0,sh85081156,,,,,,
Q105497504,marine education,Q948732|Q2485457,environmental education|science education,,,,,,,,,,,,,
Q106321083,marine genomics,Q222046|Q7173,genomics|marine biology,,,,,,,,,,,,,
Q109534974,marine geophysics,Q46255|Q1337681,geophysics|physical oceanography,,,,,1009623,,sh85081193,,,,,,
Q107267429,marine mammalogy,Q183904|Q7173,mammalogy|marine biology,,,,,1009689,,sh98000806,,,,,,
Q109363650,marine meteorology,Q25261|Q3349060,meteorology|oceanology,,,,,,,,,,,,,
Q111680382,marine ornithology,Q44703|Q7173,ornithology|marine biology,,,,,,,,,,,,,
Q74128869,maritime anthropology,Q23404,anthropology,,,,,,,sh85081307,,,,,,
Q11944354,material chemistry,Q228736|Q2329,materials science|chemistry,,,,,,,,,,,,,
Q1908242,materials physics,Q413|Q228736,physics|materials science,Q413,physics,,,,,,,,,,,
Q74130636,mathematical anthropology,Q23404,anthropology,,,,,,,sh85082119,,,,,,
Q110660336,mechanics and constructive mechanical engineering,,,,,Q41217|Q101333,mechanics|mechanical engineering,,,,,,,,,
Q1916458,media economy,,,Q165650|Q8134,media studies|economics,,,,,,,,,,,
Q1779521,medical anthropology,Q23404,anthropology,,,,,,7503792-0,sh85082859,,,,MedicalAnthropology,,
Q11790210,medical sciences,Q864928,life sciences,,,,,1014601,,sh85083022,,,,,,
Q11190,medicine,Q843601,health sciences,Q864928,life sciences,,,1014893,4038243-6,sh85083064,610,,00054133n,MedicalFieldOfStudy,,
Q27992545,medieval history,Q1066186,study of history,,,,,,,,,,,,,
Q1919954,membrane biophysics,Q7100,biophysics,,,,,,,,,,,,,
Q104712717,membranology,Q7141,cell biology,,,,,,,,,,,,,
Q120969804,metadata enrichment,,,,,,,,,,,,,,,
Q59163916,metadata mapping,,,,,,,,,,,,,,,
Q111968621,metamorphic petrology,Q163082,petrology,Q112971034,igneous and metamorphic petrology,,,,,,,,,,,
Q1933849,microdata,Q42848,data,Q59772185,statistical terminology,,,,,,,,,,,
Q338346,microscale meteorology,Q25261,meteorology,Q25261,meteorology,,,1019897,4315182-6,sh85084862,,,,,,
Q127467486,microseismology,Q83371,seismology,,,,,,,,,,,,,
Q83353,mineralogy,Q1069,geology,,,,,,4039457-8,sh85085589,549,300054552,00055135n,Mineralogy,,
Q1941909,model-driven engineering,Q682496|Q80993,systems engineering|software engineering,,,,,,,,,,,,,
Q3848331,molecular anthropology,Q23404,anthropology,,,,,,,,,,,,,
Q3523861,molecular engineering,Q580689,bioengineering,,,,,,,,,,,,,
Q10881532,molecular oncology,Q162555,oncology,,,,,,,,,,,,,
Q122933041,monsoon meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q120910077,multi-query optimization,,,,,,,,,,,,,,,
Q120969824,multilingual web,,,,,,,,,,,,,,,
Q638,music,Q173799|Q2018526,entertainment|arts,,,,,1030269,4040802-4,sh85088762|sh99001795,780,300054146|300417584,00056443n,Music,,
Q27908,music education,Q7922|Q136076495,pedagogy|musicking,,,,,1030347,4040843-7,sh85088796,780.7|780.71|372.87044,,27268741n,MusicEducation,,MT1-MT999
Q107331442,music therapy,,,,,,,,,,,,,,,
Q7175,mycology,Q420|Q441|Q7193,biology|botany|microbiology,,,,,1031307,4139655-8,sh85089188,579.5|616.96901,,00056575n,Mycology,,
Q127478574,mycoplasmology,Q243748,bacteriology,,,,,,,,,,,,,
Q912169,nanoscience,Q336,science,,,,,1032629,7734987-8,sh2002000242,500,,,,,
Q1513879,natural language generation,Q8366|Q30642,algorithm|natural language processing,,,,,,,sh2017004703,,,,NaturalLanguageGeneration,,
Q30642,natural language processing,Q11660|Q21198|Q182557|Q11862829|Q750843,artificial intelligence|computer science|computational linguistics|academic discipline|information processing,,,,,,,sh88002425,,,,,,
Q105575840,natural resources,Q8134,economics,,,,,,,,,,,,,
Q102066,navigation,Q205961|Q451967,skill|intentional human activity,,,,,,4041457-7,sh85090425,629.045,,00057073n,Navigation,,
Q129090673,neossology,Q44703,ornithology,,,,,,,,,,,,,
Q129092748,neurocytology,Q3009579|Q2728012,cytology|neurobiology,,,,,,,,,,,,,
Q6041275,neuroembryology,Q131683|Q2728012,embryology|neurobiology,,,,,,,,,,,,,
Q1335366,neuroendocrinology,,,Q2728012|Q162606|Q83042,neurobiology|endocrinology|neurology,,,1036341,4041878-9,sh85091118,616.4,,,Neuroendocrinology,,QP356.4
Q1336265,neuroethology,,,,,,,,,sh2021003848,,,,Neuroethology,,
Q3338668,neurogastroenterology,Q83042|Q120569,neurology|gastroenterology,,,,,,,,,,,,,
Q129093219,neurohistology,Q7168|Q2728012,histology|neurobiology,,,,,,,,,,,,,
Q25048059,nomology,Q5891,philosophy,,,,,,,,,,,,,
Q106859820,numerical ecology,Q7268923,quantitative ecology,,,,,,,,,,,,,
Q121176,nursing,Q11190|Q2421951,medicine|care,,,Q2801621,psychiatric nursing,1041731,4032813-2,sh85093362,610.73,300054519,00058335n,Nursing,,
Q120969835,objects social networks,,,,,,,,,,,,,,,
Q104853682,oboe performance,Q6942562,musical performance,,,,,,,,,,,,,
Q135937938,observational epidemiology,Q133805,epidemiology,,,,,,,,,,,,,
Q108703418,ocean circulation,Q1337681,physical oceanography,,,,,1043477,,sh85093882,,,,,,
Q3349060,oceanology,Q8008,Earth science,,,,,,,,,,,,,
Q297672,oenology,Q110735073,oenology and viticulture,Q420|Q2329|Q1039642,biology|chemistry|food technology,,,,4126172-0,,663.2001,300189477,00030941n,,,
Q110735073,oenology and viticulture,Q3606845,agricultural science,,,Q297672|Q253140,oenology|viticulture,,,,,,,,,
Q126366484,oligochaetology,Q118323427,annelidology,,,,,,,,,,,,,
Q127220291,ombrology,Q25261,meteorology,,,,,,,,,,,,,
Q108535712,ontology comparison,Q1720648,comparison,,,,,,,,,,,,,
Q120910071,ontology design patterns,,,,,,,,,,,,,,,
Q99196766,ontology development,Q17008777,conceptualization,,,,,,,,,,,,,
Q124413593,ontology evaluation,Q58898636|Q124614077,evaluation study|knowledge graph development,,,,,,,,,,,,,
Q3620938,ontology learning,,,,,,,,,,,,,,,
Q107183471,opera production,Q6942562|Q36492844,musical performance|planned production,,,,,,,,,,,,,
Q577555,ophiology,Q9307400,reptiliology,,,,,,,,,,,,,
Q127522898,oral biology,Q420|Q864601|Q12128,biology|biomedicine|dentistry,,,,,,,,,,,,,
Q121363877,oral epidemiology,Q133805,epidemiology,,,,,,,,,,,,,
Q70359543,oral health,Q12147,health,,,,,,,,,,,,,
Q107268129,oratory,Q81009|Q861911,rhetoric|oration,,,,,1047214,4340855-2,sh85095299,,,,,,
Q105339166,organ performance,Q6942562,musical performance,,,,,,,,,,,,,
Q110406476,organizational development,Q7562091,development,,,,,,4126887-8,,658.402|658.406|1--0684,,,,,
Q118301,orthodontics,Q12128,dentistry,,,,,,4030473-5,sh85095770,617.643,,,,,
Q130239031,osphresiology,Q2728012|Q2329,neurobiology|chemistry,,,,,,,,,,,,,
Q7206,paleoanthropology,Q7205|Q23404,paleontology|anthropology,,,,,,4173104-9,sh2001004516,569.9,300054326,,Paleoanthropology,,
Q192694,paleobotany,Q1578310|Q441,paleobiology|botany,,,,,,4044361-9,sh85097026,561,300379414,,Paleobotany,,
Q108941726,paleoethnology,Q43455,ethnology,,,,,,,,,,,,,
Q125994414,paleogeomorphology,Q52109,geomorphology,,,,,,,,,,,,,
Q106099227,paleoherpetology,Q3634677|Q174416,vertebrate paleontology|herpetology,,,,,,,,,,,,,
Q27808133,paleoichthyology,Q7205|Q210369|Q60242,paleontology|paleozoology|ichthyology,,,,,,,,,,,,,
Q107154480,paleomalacology,Q210369|Q190993,paleozoology|malacology,,,,,,,,,,,,,
Q106139468,paleomammalogy,Q3634677|Q183904,vertebrate paleontology|mammalogy,,,,,,,,,,,,,
Q455928,paleornithology,Q3634677|Q7205,vertebrate paleontology|paleontology,Q210369|Q44703,paleozoology|ornithology,,,,,,,,,,,
Q131575631,paleozoogeography,Q5413464,paleobiogeography,,,,,,,,,,,,,
Q7143049,pastoral counseling,Q4390239|Q183257|Q1081988,counseling|psychotherapy|pastoral care,,,,,,,,,,,,,
Q127676320,pathematology,Q9418,psychology,,,,,,,,,,,,,
Q7208,pathology,Q2057971|Q113129019,health problem|clinical sciences,,,,,,4044893-9,sh85098685,616.07,300379436,00061013n,Pathology,,
Q127656487,patronomatology,Q175156,onomastics,,,,,,,,,,,,,
Q127675913,personology,Q9418,psychology,,,,,,,,,,,,,
Q127676088,pestology,Q336,science,,,,,,,,,,,,,
Q1273174,petroleum engineering,,,Q3353193,energy engineering,,,,,sh85100427,,,03500877n,PetroleumEngineering,,
Q163082,petrology,Q1069,geology,,,,,1059885,4020740-7,sh85100472,552,300054556,00051549n,IgneousPetrology,,QE420-QE499
Q272737,phenology,Q420,biology,,,,,1060498,4127856-2,sh85102793|sh85100673,578.42|581.43,,,,,
Q488059,philosophical anthropology,Q23404|Q5891,anthropology|philosophy,,,,,1060766,4045798-9,sh85100845,128,300054321,03060955n,PhilosophicalAnthropology,,
Q59115,philosophy of science,Q5891,philosophy,,,,,,4117665-0|4202787-1|4121935-1,sh85118582,501|001.01|121|1--01,,03064614n,PhilosophyOfScience,,Q174-Q175.3
Q128893816,photogeology,Q1069,geology,,,,,798096,4045886-6,sh85001264,,,,,,QE33.2.A3
Q128894857,physical geology,Q1069,geology,,,Q3630257|Q334823,dynamic geology|structural geology,1062672,,sh85101560,,,,,,
Q130304842,physical meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q7189811,phytopharmacology,Q128406,pharmacology,,,,,,,,,,,,,
Q130253639,phytophenology,Q272737|Q441,phenology|botany,,,,,,,,,,,,,
Q130253346,phytoserology,Q502159|Q441,serology|botany,,,,,,,,,,,,,
Q1138244,phytosociology,Q1387972|Q900651,plant ecology|coenology,Q441,botany,,,,4174073-7,,581.7,,02139522n,,,
Q130253279,phytoteratology,Q631521|Q441,teratology|botany,,,,,,,,,,,,,
Q104998020,piano performance,Q115160929,keyboard instrument performance,,,,,1063372,,sh85101747,,,,,,
Q104499,planetary science,Q1195766,space sciences,Q37547|Q180046,astrophysics|space exploration,Q3770855|Q156312,discovery and exploration of the Solar System|history of Earth,1065123,4233970-4,sh85102652,523.4,,,,,
Q107616960,plant cell biology,Q7141|Q441,cell biology|botany,Q113133333,plant cell and molecular biology,,,,,,,,,,,
Q100913396,plant ecophysiology,Q185973|Q1387972|Q295425,plant physiology|plant ecology|ecophysiology,,,,,1065426,,sh88005635,,,,,,
Q106604818,plant evolutionary biology,Q441|Q840400,botany|evolutionary biology,,,,,,,,,,,,,
Q116251723,plant microbiology,Q7193|Q441,microbiology|botany,,,,,1066055,,sh85102865,,,,,,QR351
Q27778,political anthropology,Q29051,social anthropology,,,,,,4293325-0,sh85104345,320.11,,,,,
Q7229751,popular culture studies,,,,,,,,,,,,,PopularCultureStudies,,
Q107286734,positive computing,,,,,,,,,,,,,,,
Q7234391,postmodernist anthropology,Q23404,anthropology,,,,,,,,,,,,,
Q114000009,predictive microbiology,Q7193,microbiology,,,,,,,,,,,,,
Q18619,priming,,,Q77468620,psychological terminology,,,,,,,,,,,
Q7246002,privacy-enhancing technologies,Q21198,computer science,,,,,,,,,,,,,
Q25312607,programming model,,,,,,,,,,,,,,,
Q169525,protein engineering,Q580689,bioengineering,Q7094,biochemistry,,,1079685,4346801-9,sh86007375,,,,,,TP248.65.P76
Q120910093,provenance,,,,,,,,,,,,,,,
Q69886737,psychiatric social work,,,Q205398,social work,,,,,sh85108376,,,,,,
Q2116028,psychological anthropology,Q23404|Q12572036|Q28598,anthropology|ethnopsychology|cultural anthropology,,,,,,4176225-3,,155.89|302,300054447,,PsychologicalAnthropology,,
Q11830794,pteridology,Q441,botany,,,,,,,,,,,,,
Q122751959,public health microbiology,Q7193|Q189603,microbiology|public health,,,,,,,,,,,,,
Q120969783,quality metrics,,,,,,,,,,,,,,,
Q110257133,queer musicology,Q164204,musicology,,,,,,,sh2021005718,,,,,,ML3797.4
Q120910066,query answering,,,,,,,,,,,,,,,
Q12717855,radar meteorology,Q25508248,radio meteorology,,,,,,,,,,,,,
Q25508248,radio meteorology,Q25261,meteorology,,,,,,,,,,,,,
Q856741,random walk,Q176737,stochastic process,,,,,,,sh85111357,519.282,,,,,
Q24965354,rangeland management,Q3743137|Q5333882,natural resource management|ecosystem management,,,,,1089831,,sh85111362,,,,RangeManagement,,
Q109569975,reading experience,Q164359,experience,,,,,,,,,,,,,
Q1660119,real estate economics,Q8134,economics,Q150737,architectural engineering,,,,,,333.33,,00525070n,RealEstateEconomics,,
Q7301272,reality mining,,,,,,,,,,,,,,,
Q120969796,recursive queries,,,,,,,,,,,,,,,
Q7310755,relationship extraction,Q676880,text mining,,,,,,,,,,,,,
Q1425625,reproducibility,Q133798571,epistemological values,Q46857,scientific method,,,,4586094-4,sh94003448,,,,,,
Q3640158,reproductive biology,Q420,biology,,,,,,,,,300265209,,,,
Q11608188,reproductive ecology,Q7150|Q3640158,ecology|reproductive biology,,,,,,,,,,,ReproductiveEcology,,
Q130304869,reproductive physiology,Q521,physiology,,,,,,,,,,,,,
Q106099201,reptile anatomy,Q8198634|Q10818163,animal anatomy|vertebrate anatomy,,,,,1095022,,sh85112965,,,,,,QL669
Q111680414,reptile genetics,Q9307400|Q110310405,reptiliology|animal genetics,,,,,,,,,,,,,
Q9307400,reptiliology,Q174416,herpetology,,,Q577555|Q111389636|Q24002214,ophiology|saurology|cheloniology,,,,,,,,,
Q1051925,resolution,,,,,,,,,,,,02084347n,,,
Q130326133,retrovirology,Q7215,virology,,,,,,,,,,,,,
Q170978,robotics,Q180165|Q113104535,"mechatronics|control engineering, mechatronics and robotics",Q8148,industrial sector,,,,4261462-4,sh85114628,629.892,300179504,,Robotics,,
Q120969795,rule mining,,,,,,,,,,,,,,,
Q120969789,rule-based reasoning,,,,,,,,,,,,,,,
Q135581741,santur performance,Q104985225,percussion performance,,,,,,,,,,,,,
Q111389636,saurology,Q9307400,reptiliology,,,,,,,,,,,,,
Q115160941,saxophone performance,Q6942562,musical performance,,,,,,,,,,,,,
Q3475787,science and technology of physical and sporting activities,,,,,,,,,,,,,,,
Q2485457,science education,Q8434|Q1782301,education|study,,,,,1108387,,sh85118587,507.1,,,ScienceEducation,,
Q26710929,security science,Q1587903|Q5769133,human science|Factual science,,,,,,1112677186,,,,,,,
Q9261228,segmental phonology,Q40998,phonology,,,,,,,,,,,,,
Q126181255,selenology,Q104499,planetary science,,,,,,,,,,,,,
Q120969778,semantic bus,,,,,,,,,,,,,,,
Q120969817,semantic middleware,,,,,,,,,,,,,,,
Q120969798,semantic portal,,,,,,,,,,,,,,,
Q120910076,semantic profiles,,,,,,,,,,,,,,,
Q60195,semiotics,Q84771819|Q2267705,interdisciplinary program|field of study,,,,,,4054498-9,sh85119950,302.2,300054254,,Semiotics,,
Q136298391,sensory physiology,Q521,physiology,,,,,,,,,,,,,
Q120969819,sentence context ontology,,,,,,,,,,,,,,,
Q130270551,seroepidemiology,Q133805|Q502159,epidemiology|serology,,,,,,,,,,,,,
Q120910081,services,,,,,,,,,,,,,,,
Q9158025,sexual anthropology,Q23404|Q98929208,anthropology|queer studies,,,,,,,,,,,,,
Q125517135,skin biochemistry,Q7094,biochemistry,,,,,,,,,,,,,
Q29051,social anthropology,Q23404,anthropology,Q21505779,social and cultural anthropology,,,,4129436-1,,306,300137966,,SocialAnthropology,,
Q96239348,social dialectology,Q146893,dialectology,,,,,,,,,,,,,
Q34749,social science,Q33122512|Q97929320,"social sciences and humanities|humanities, arts and social sciences",,,Q8134|Q36442|Q23404|Q21201|Q9418|Q3274962|Q187084|Q5001951|Q1071|Q161272|Q382995|Q37732,economics|political science|anthropology|sociology|psychology|social statistics|newspaper studies|business studies|geography|social psychology|legal science|demography,1122877,4055916-6,sh85124003,300,300054314,00072545n,,,H
Q7551361,social science education,Q8434,education,,,,,,,,,,,,,
Q2724244,social web,,,,,,,,,,,,,,,
Q7552777,sociocultural anthropology,Q28598|Q29051,cultural anthropology|social anthropology,,,,,,,,,,,,,
