periodo_ark,label,start_year,end_year,qid,source,authority,broader_periods,narrower_periods,spatial_coverage
http://n2t.net/ark:/99152/p0bw9m8c3c9,Circleville Phase,-6549,-5049,,Cultural chronology in Central Texas | Elton Prewitt,http://n2t.net/ark:/99152/p0bw9m8,http://n2t.net/ark:/99152/p0bw9m85g3f,,Central Texas | Texas
http://n2t.net/ark:/99152/p0qhb66zp6j,Mesolithic,-10000,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Tuscany, Umbria"
http://n2t.net/ark:/99152/p0qhb66c638,Mesolitico,-10000,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Italy less Sicily, Sardinia, Tuscany, Umbria"
http://n2t.net/ark:/99152/p0qhb664vnc,Mesolitico,-10000,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Sardinia
http://n2t.net/ark:/99152/p0qhb66nxkm,mesolitico,-10000,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Sicily
http://n2t.net/ark:/99152/p06v8w4z7d2,Mesolithic,-9999,-5001,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Italy
http://n2t.net/ark:/99152/p06v8w4qcqd,Mesolithic,-9999,-5001,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Slovenia
http://n2t.net/ark:/99152/p0qhb6648kc,mezolitik,-8000,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Slovenia
http://n2t.net/ark:/99152/p0qhb66sqrf,Neolitic,-6600,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Romania
http://n2t.net/ark:/99152/p0qhb668fqq,Neolitic Dezvoltat,-5500,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Romania
http://n2t.net/ark:/99152/p0qhb667fwz,középső neolitikum,-5400,-5001,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Hungary
http://n2t.net/ark:/99152/p0s2rwksqkd,Albany,-10000,-5000,,ROCEEH Out of Africa Database (ROAD) | The Role of Culture in Early Expansions of Humans (ROCEEH) research center | Sarah Wurz | Andrew Kandel,http://n2t.net/ark:/99152/p0s2rwk,,,Southern Africa | Angola | Eswatini | Swaziland | Zambia | Malawi | South Africa | Lesotho | Namibia | Mozambique | Botswana | Zimbabwe
http://n2t.net/ark:/99152/p06v8w433p2,Mesolithique,-10000,-5000,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Morocco
http://n2t.net/ark:/99152/p0m64tdbthk,Neolithic,-10000,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,,http://n2t.net/ark:/99152/p0m64tdsp73 http://n2t.net/ark:/99152/p0m64tdpxk6 http://n2t.net/ark:/99152/p0m64tdnvht http://n2t.net/ark:/99152/p0m64td9nsf http://n2t.net/ark:/99152/p0m64td78gg,Levant/Mesopotamia | Israel | Kuwait | Jordan | Palestine | State of Palestine | Iraq | Lebanon | Syria
http://n2t.net/ark:/99152/p086kj9szpq,Possible Paleoindian,-10000,-5000,,Digital Index of North American Archaeology (DINAA) | Thaddeus Bissett | David G. Anderson | Sephen Yerka | Eric C. Kansa | Sarah W. Kansa | R Carl DeMuth | Joshua Wells | Kelsey Noack Myers,http://n2t.net/ark:/99152/p086kj9,,,Florida
http://n2t.net/ark:/99152/p06v8w4qsqx,Mesolítico,-9999,-5000,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Spain
http://n2t.net/ark:/99152/p0m64tdp3pt,Neolithic,-8500,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,,http://n2t.net/ark:/99152/p0m64tdxz2j http://n2t.net/ark:/99152/p0m64tdsfrp http://n2t.net/ark:/99152/p0m64tdqbnk http://n2t.net/ark:/99152/p0m64tdch47 http://n2t.net/ark:/99152/p0m64tdb7cz http://n2t.net/ark:/99152/p0m64td9v78 http://n2t.net/ark:/99152/p0m64td55rm http://n2t.net/ark:/99152/p0m64td45fq,Iran
http://n2t.net/ark:/99152/p0s2rwkpck5,Capsian,-8000,-5000,,ROCEEH Out of Africa Database (ROAD) | The Role of Culture in Early Expansions of Humans (ROCEEH) research center | Sarah Wurz | Andrew Kandel,http://n2t.net/ark:/99152/p0s2rwk,http://n2t.net/ark:/99152/p0s2rwk5zjw,,North Africa | Sudan | Algeria | Libya | Morocco | Egypt | Tunisia | South Sudan
http://n2t.net/ark:/99152/p086kj9czgm,Early Archaic,-7500,-5000,,Digital Index of North American Archaeology (DINAA) | Thaddeus Bissett | David G. Anderson | Sephen Yerka | Eric C. Kansa | Sarah W. Kansa | R Carl DeMuth | Joshua Wells | Kelsey Noack Myers,http://n2t.net/ark:/99152/p086kj9,,,Florida
http://n2t.net/ark:/99152/p086kj9nqcm,Early Archaic,-7000,-5000,,Digital Index of North American Archaeology (DINAA) | Thaddeus Bissett | David G. Anderson | Sephen Yerka | Eric C. Kansa | Sarah W. Kansa | R Carl DeMuth | Joshua Wells | Kelsey Noack Myers,http://n2t.net/ark:/99152/p086kj9,,,Missouri
http://n2t.net/ark:/99152/p0m64tdch47,"Neolithic, Late/Ceramic",-6300,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdp3pt,,"Southern Zagros, Iran | Iran"
http://n2t.net/ark:/99152/p0m63njc38r,Ceramic Neolithic A,-6000,-5000,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Israel
http://n2t.net/ark:/99152/p0m63njtpk6,Ceramic Neolithic A,-6000,-5000,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Jordan
http://n2t.net/ark:/99152/p0m63njdp3d,Ceramic Neolithic A,-6000,-5000,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Lebanon
http://n2t.net/ark:/99152/p0m63njgxxz,Ceramic Neolithic A,-6000,-5000,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,Syria
http://n2t.net/ark:/99152/p0m64tdq7sz,"Chalcolithic, Early",-6000,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdfrb8,,Arabia | Oman | Saudi Arabia | Yemen | United Arab Emirates | Qatar | Bahrain
http://n2t.net/ark:/99152/p0m64td78gg,"Neolithic, Late/Ceramic/Pottery, Late",-6000,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdbthk,,Levant/Mesopotamia | Jordan | Kuwait | Lebanon | Iraq | Palestine | State of Palestine | Syria | Israel
http://n2t.net/ark:/99152/p0m63njq3v2,PPNA,-6000,-5000,,The Levantine Ceramics Project | Andrea Berlin,http://n2t.net/ark:/99152/p0m63nj,,,"Israel, Jordan, Lebanon, Syria | Jordan | Israel | Syria | Lebanon"
http://n2t.net/ark:/99152/p0m64tdmcsc,"Chalcolithic, Early",-5500,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdww6z,,"Central Zagros, Iran | Iran"
http://n2t.net/ark:/99152/p0m64tdqbnk,"Neolithic, Late/Ceramic",-5500,-5000,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdp3pt,,Southeast Iran | Iran
http://n2t.net/ark:/99152/p0g8mw8586r,旧石器時代,-31999,-4999,,"Exhibition of Excavations in the Japanese Archipelago 2020 | Agency for Cultural Affairs, Government of Japan",http://n2t.net/ark:/99152/p0g8mw8,,,沖縄 | Okinawa Islands
http://n2t.net/ark:/99152/p0cwscssxhp,Mesolithic,-9999,-4999,,DB-HERITAGE historical periods | DB-HERITAGE project,http://n2t.net/ark:/99152/p0cwscs,,,Portugal
http://n2t.net/ark:/99152/p0g8mw8r6zj,縄文時代早期,-8999,-4999,,"Exhibition of Excavations in the Japanese Archipelago 2020 | Agency for Cultural Affairs, Government of Japan",http://n2t.net/ark:/99152/p0g8mw8,http://n2t.net/ark:/99152/p0g8mw8sc3n,,本州・四国・九州 | Honshu | Shikoku | Kyushu
http://n2t.net/ark:/99152/p083p5rdhcw,Neolithic,-8549,-4999,,"Ancient cities : the archaeology of urban life in the Ancient Near East and Egypt, Greece and Rome | Gates, Charles, 1950-",http://n2t.net/ark:/99152/p083p5r,,,Near East | Turkey | Syria | West Bank | Israel | Lebanon | Gaza Strip | Gaza | Jordan
http://n2t.net/ark:/99152/p0jtch43rtd,Early Holocene,-8499,-4999,,"Hunter-gatherers of the ""empty quarter of the early Holocene"" to the last Neolithic societies: chronology of the late prehistory of south-eastern Arabia (8000-3100 BC) | Charpentier, Vincent",http://n2t.net/ark:/99152/p0jtch4,,http://n2t.net/ark:/99152/p0jtch4mcks http://n2t.net/ark:/99152/p0jtch4dk9n http://n2t.net/ark:/99152/p0jtch48nn8 http://n2t.net/ark:/99152/p0jtch48n7p,Eastern Arabia | Oman | United Arab Emirates
http://n2t.net/ark:/99152/p08m57h5v45,Pottery Neolithic,-6999,-4999,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,Middle East
http://n2t.net/ark:/99152/p0f65r2wkkp,Pottery Neolithic A (PNA),-6299,-4999,,"Life in biblical Israel | Stager, Lawrence E. | King, Philip J.",http://n2t.net/ark:/99152/p0f65r2,,,Levant | Syria | Israel | Cyprus | Jordan | Lebanon | Egypt | Turkey
http://n2t.net/ark:/99152/p08m57h29qc,Halaf,-5999,-4999,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,Syria | Iraq
http://n2t.net/ark:/99152/p0z3skmxsjx,Pottery Neolithic A,-5999,-4999,,"Archaeology of the land of the Bible, 10,000-586 B.C.E | Mazar, Amihai, (1942- ).,",http://n2t.net/ark:/99152/p0z3skm,,,Palestine | Jordan | Israel
http://n2t.net/ark:/99152/p06vx8jf23v,Neolitic dezvoltat,-5599,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jdsqf,http://n2t.net/ark:/99152/p06vx8jc9p9 http://n2t.net/ark:/99152/p06vx8j8fv5 http://n2t.net/ark:/99152/p06vx8jkpzt http://n2t.net/ark:/99152/p06vx8j76v4 http://n2t.net/ark:/99152/p06vx8jz4m6 http://n2t.net/ark:/99152/p06vx8j7zqm http://n2t.net/ark:/99152/p06vx8jvv3h http://n2t.net/ark:/99152/p06vx8jk9bn http://n2t.net/ark:/99152/p06vx8jncbm http://n2t.net/ark:/99152/p06vx8j44j8,Romania
http://n2t.net/ark:/99152/p08m57hv3r7,Yarmukian,-5599,-4999,,British Museum,http://n2t.net/ark:/99152/p08m57h,,,Levant
http://n2t.net/ark:/99152/p06vx8j7zqm,Ceramica liniara timpurie,-5499,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,"Estul Transilvaniei, Moldova | Iași County | Brașov County | Harghita County | Galați County | Vrancea County | Vaslui County | Bacău County | Neamț County | Covasna County"
http://n2t.net/ark:/99152/p06vx8jk9bn,Lumea Noua,-5499,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,Zona circumscrisa muntilor Apuseni | Arad County | Hunedoara County | Bihor County | Alba County | Cluj County
http://n2t.net/ark:/99152/p06vx8jc9p9,Turdas faze A si B,-5499,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,Vestul Transilvaniei si Crisana | Sălaj County | Bihor County | Arad County | Cluj County | Hunedoara County | Alba County
http://n2t.net/ark:/99152/p06vx8jvv3h,Vinca timpurie,-5499,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,"Banat, Vestul Olteniei, Tara Hategului | Caraș-Severin County | Gorj County | Mehedinți County | Timiș County | Hunedoara County | Dolj County"
http://n2t.net/ark:/99152/p06vx8jncbm,Dudești,-5399,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,http://n2t.net/ark:/99152/p06vx8jshtp http://n2t.net/ark:/99152/p06vx8jjqgq http://n2t.net/ark:/99152/p06vx8j3msq,"Muntenia, Oltenia | Ilfov County | Buzău County | Mehedinți County | Olt County | Gorj County | Bucharest | Dolj County | Vâlcea County | Argeș County | Giurgiu County | Teleorman County | Dâmbovița County | Ialomița County | Brăila County | Călărași County | Prahova County"
http://n2t.net/ark:/99152/p06vx8jjqgq,faza Cernica,-5399,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jncbm,,"Sudul Munteniei și Olteniei, între Râul Mosiștea și până aproape de Jiu | Teleorman County | Vâlcea County | Bucharest | Ilfov County | Dolj County | Călărași County | Olt County | Gorj County | Giurgiu County"
http://n2t.net/ark:/99152/p06vx8jshtp,faza Fundeni,-5399,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jncbm,,De la cursul superior al râului Călmățui din estul Munteniei și până în vestul Olteniei | Dolj County | Dâmbovița County | Prahova County | Ialomița County | Mehedinți County | Călărași County | Olt County | Teleorman County | Vâlcea County | Gorj County | Ilfov County | Giurgiu County | Argeș County | Buzău County | Bucharest
http://n2t.net/ark:/99152/p06vx8j3msq,faza Malul Roșu,-5399,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jncbm,,"în zona de câmpie a Munteniei și Olteniei, aproximativ între râurile Dâmbovița în est și Desnățui în vest | Argeș County | Teleorman County | Gorj County | Dolj County | Olt County | Vâlcea County | Dâmbovița County"
http://n2t.net/ark:/99152/p06vx8j76v4,"Cultura ceramicii pictate, Faza II",-5199,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,"Crișana, Bazinul Someșului, nord-estul câmpiei Tisei, vestul Maramureșului | Bihor County | Cluj County | Sălaj County | Arad County"
http://n2t.net/ark:/99152/p06vx8j8fv5,Hamangia incipienta,-5199,-4999,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,Dobrogea | Constanța County | Tulcea County
http://n2t.net/ark:/99152/p0qhb66r7js,неолит,-6300,-4901,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Bulgaria
http://n2t.net/ark:/99152/p0wctqtmksk,kultura s lineární keramikou,-5600,-4901,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtpn3m,,Czech Republic
http://n2t.net/ark:/99152/p0qhb66cjjp,Vroeg Neolithicum A,-5300,-4901,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,http://n2t.net/ark:/99152/p0qhb66n38q,,Netherlands
http://n2t.net/ark:/99152/p0qhb66pp73,късен неолит,-5200,-4901,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Bulgaria
http://n2t.net/ark:/99152/p0wctqtms37,šárecký typ,-5000,-4901,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtpn3m,,Czech Republic
http://n2t.net/ark:/99152/p06v8w4swtc,Neolithic,-6300,-4900,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Bulgaria
http://n2t.net/ark:/99152/p06v8w4c45d,Neolithic,-6300,-4900,,FASTI - Home | L - P : Archaeology | AIAC,http://n2t.net/ark:/99152/p06v8w4,,,Romania
http://n2t.net/ark:/99152/p0pqptctdsp,Mesolithicum,-8799,-4899,,Het Archeologisch Basisregister (ABR) | Rijksdienst voor het Cultureel Erfgoed,http://n2t.net/ark:/99152/p0pqptc,,,Netherlands
http://n2t.net/ark:/99152/p0qv6m822z3,Early Neolithic I,-6499,-4899,,Digitizing Early Farming Cultures (DEFC) | Austrian Academy of Sciences (ÖAW) | Institut für Orientalische und Europäische Archäologie (OREA) | Anatolian Aegean Prehistoric Phenomena (AAPP),http://n2t.net/ark:/99152/p0qv6m8,,,Crete | Greece
http://n2t.net/ark:/99152/p0pqptczcmr,Mesolithicum laat,-6449,-4899,,Het Archeologisch Basisregister (ABR) | Rijksdienst voor het Cultureel Erfgoed,http://n2t.net/ark:/99152/p0pqptc,,,Netherlands
http://n2t.net/ark:/99152/p0tsmchvwxn,Late Neolithic I,-5299,-4899,,"Neolithic: Strata IX–VII, VII–VIB, VIA–V, IV, IIIB, IIIA, IIB, IIA and IC Groups,  British School at Athens Studies, Vol. 14, Knossos Pottery Handbook: Neolithic and Bronze Age (Minoan) | P. Tomkins |",http://n2t.net/ark:/99152/p0tsmch,,,Crete | Greece
http://n2t.net/ark:/99152/p0ds9qjq8xb,Late Neolithic I Crete,-5299,-4899,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qj97j5,,Crete
http://n2t.net/ark:/99152/p0pqptcmfqr,Neolithicum vroeg A,-5299,-4899,,Het Archeologisch Basisregister (ABR) | Rijksdienst voor het Cultureel Erfgoed,http://n2t.net/ark:/99152/p0pqptc,,,Netherlands
http://n2t.net/ark:/99152/p0qkjhbm5n6,Circleville,-6550,-4850,,From Circleville to Toyah: comments on Central Texas chronology | Elton Prewitt,http://n2t.net/ark:/99152/p0qkjhb,http://n2t.net/ark:/99152/p0qkjhbpd2d,,Central Texas | Texas
http://n2t.net/ark:/99152/p0qhb6637v8,Frühes Neolithikum,-5600,-4801,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Austria
http://n2t.net/ark:/99152/p0qhb66q5vq,Frühes Neolithikum,-5600,-4801,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,"Germany, Switzerland, Czech Republic, Liechtenstein | Germany | Switzerland | Czech Republic | Liechtenstein"
http://n2t.net/ark:/99152/p0r8d9ccxwm,Ældre Ertebøllekultur,-5400,-4800,,MUD - Museernes Udgravningsdata Danmark Dateringskodetabel | Fund og Fortidsminder (Slots og Kulturstyrelsen) | MUD - Museernes Udgravningsdata Danmark  |,http://n2t.net/ark:/99152/p0r8d9c,,,Denmark
http://n2t.net/ark:/99152/p0qv6m8pghb,Late Neolithic I,-5399,-4799,,Digitizing Early Farming Cultures (DEFC) | Austrian Academy of Sciences (ÖAW) | Institut für Orientalische und Europäische Archäologie (OREA) | Anatolian Aegean Prehistoric Phenomena (AAPP),http://n2t.net/ark:/99152/p0qv6m8,,,"Peloponnese, Central Greece, Epirus-Northwestern Greece, Ionian Islands, Western Greece, Cyclades, Thessaly, Macedonia, Thrace | Greece"
http://n2t.net/ark:/99152/p0ds9qj9766,Late Neolithic I Greece,-5299,-4799,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qjscgp,,Greece
http://n2t.net/ark:/99152/p0gtzvdz94f,Néolithique Récent I,-5299,-4799,,La Chronique des fouilles en ligne / Archaeology in Greece Online | École française d'Athènes | British School at Athens,http://n2t.net/ark:/99152/p0gtzvd,http://n2t.net/ark:/99152/p0gtzvd9npj,,Greece
http://n2t.net/ark:/99152/p0339m9xwqz,Νεότερη Νεολιθική Ι,-5299,-4799,,Hellenic History on the Internet | Foundation of the Hellenic World |,http://n2t.net/ark:/99152/p0339m9,,,Greece
http://n2t.net/ark:/99152/p06vx8jz4m6,"Cultura ceramicii pictate, Faza III",-4999,-4799,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jf23v,,"Crișana, Bazinul Someșului, nord-estul câmpiei Tisei, vestul Maramureșului"
http://n2t.net/ark:/99152/p0ds9qjrk5c,Middle Neolithic,-5899,-4749,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qj3x2t,http://n2t.net/ark:/99152/p0ds9qjxgtb http://n2t.net/ark:/99152/p0ds9qjx3rv http://n2t.net/ark:/99152/p0ds9qjtf5r,Greece
http://n2t.net/ark:/99152/p0ds9qjxgtb,Middle Neolithic Greece,-5799,-4749,,The British School at Athens: archaeological periods of Greece | British School at Athens,http://n2t.net/ark:/99152/p0ds9qj,http://n2t.net/ark:/99152/p0ds9qjrk5c,,Greece
http://n2t.net/ark:/99152/p0gtzvdh3rb,Néolithique Moyen,-5799,-4749,,La Chronique des fouilles en ligne / Archaeology in Greece Online | École française d'Athènes | British School at Athens,http://n2t.net/ark:/99152/p0gtzvd,http://n2t.net/ark:/99152/p0gtzvd9vjw,,Greece
http://n2t.net/ark:/99152/p0wctqtpn3m,starší neolit,-5600,-4701,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtc8g2,http://n2t.net/ark:/99152/p0wctqtms37 http://n2t.net/ark:/99152/p0wctqtmksk http://n2t.net/ark:/99152/p0wctqtmfxq http://n2t.net/ark:/99152/p0wctqt77nc,Czech Republic
http://n2t.net/ark:/99152/p0wctqt77nc,želiezovská skupina,-5000,-4701,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtpn3m,,Czech Republic
http://n2t.net/ark:/99152/p0m64td59t8,"Chalcolithic, Middle Susiana",-5700,-4700,,EAMENA Database | University of Southampton | University of Oxford,http://n2t.net/ark:/99152/p0m64td,http://n2t.net/ark:/99152/p0m64tdttb7,,"Khuzestan, Iran | Iran"
http://n2t.net/ark:/99152/p06vx8j6bqq,Turdas faza C,-4999,-4699,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jxh5x,,"Transilvania centrala si de vest, Tara Hategului, Crisana | Hunedoara County | Arad County | Sibiu County | Alba County | Sălaj County | Bihor County | Mureș County | Cluj County"
http://n2t.net/ark:/99152/p06vx8jbsnd,"Vinca tarzie, faza C",-4999,-4699,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jxh5x,,"Banat, Vestul Olteniei, Tara Hategului | Hunedoara County | Timiș County | Gorj County | Caraș-Severin County | Dolj County | Mehedinți County"
http://n2t.net/ark:/99152/p0qhb66596k,Eneolitic Timpuriu,-5000,-4601,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Romania
http://n2t.net/ark:/99152/p0wctqtmfxq,oberlauterbašská skupina,-5000,-4601,,AMCR Periods Vocabulary | Archaeological Information System of the Czech Republic,http://n2t.net/ark:/99152/p0wctqt,http://n2t.net/ark:/99152/p0wctqtpn3m,,Czech Republic
http://n2t.net/ark:/99152/p0qhb66r7sv,ранен eнеолит,-4900,-4601,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Bulgaria
http://n2t.net/ark:/99152/p02kbfnmbrc,Hamangia Culture,-5199,-4599,,"Romanian Dobruja Periodization for ARIADNEplus | Institute of Archaeology ""Vasile Pârvan"" | Tiberiu Vasilescu | Cătălin Nicolae | Iulian Bîrzescu",http://n2t.net/ark:/99152/p02kbfn,,,Dobruja | Romania
http://n2t.net/ark:/99152/p06vx8j8nf5,Iclod,-4899,-4599,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jxh5x,,Bazinul Somesului mijlociu (nordul Transilvaniei) | Bistrița-Năsăud County | Cluj County | Sălaj County | Mureș County
http://n2t.net/ark:/99152/p06vx8jm8xn,Suplac,-4899,-4599,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jxh5x,http://n2t.net/ark:/99152/p06vx8j7xnr,Romania
http://n2t.net/ark:/99152/p06vx8j6sz6,Tisa,-4899,-4599,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jxh5x,,"Campia Tisei, Banat, Crisana | Timiș County | Arad County | Caraș-Severin County | Cluj County | Alba County | Sălaj County | Bihor County | Hunedoara County"
http://n2t.net/ark:/99152/p06vx8j7xnr,Stoicani-Aldeni,-4799,-4599,,Institutul Național al Patrimoniului periodizare | Bogdan Șandric,http://n2t.net/ark:/99152/p06vx8j,http://n2t.net/ark:/99152/p06vx8jm8xn,,"Sudul Moldovei, vestul Buceagului, Nord-estul Munteniei | Galați County | Buzău County | Brăila County | Tulcea County | Vrancea County"
http://n2t.net/ark:/99152/p0dfxxpcnkv,Aceramic Neolithic,-10050,-4550,,"Stone Age Sailors Paleolithic Seafaring in the Mediterranean. | Simmons, Alan H.",http://n2t.net/ark:/99152/p0dfxxp,,,Mediterranean islands
http://n2t.net/ark:/99152/p089gcf54zc,Khirokitia Culture,-6050,-4550,,The neolithic revolution in the Near East : transforming the human landscape | Alan H. Simmons,http://n2t.net/ark:/99152/p089gcf,,,Cyprus
http://n2t.net/ark:/99152/p0qhb66dd6w,Mesolithic,-8200,-4501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Poland
http://n2t.net/ark:/99152/p0qhb66ntv7,Epipaleolítico,-7000,-4501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Spain
http://n2t.net/ark:/99152/p0qhb66k8gc,неолитот,-7000,-4501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Macedonia | North Macedonia | Republic of Macedonia
http://n2t.net/ark:/99152/p0qhb667btm,neolitikum,-6000,-4501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,Hungary
http://n2t.net/ark:/99152/p0qhb66qtnv,Néolithique moyen,-5300,-4501,,ARIADNE Data Collection | ARIADNE Consortium |,http://n2t.net/ark:/99152/p0qhb66,,,France
